field,raw_value,raw_study_frequency,normalized_values,mapping_mode,audit_bucket,unresolved_fragments,blocking_for_current_synthesis
integration_mechanism_codes,single_OTFS_waveform|optical_heterodyne_W_band|zero_padding_2D_DFT|shared_fiber_wireless_link,1,shared_link_or_channel,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,single_OTFS_waveform|optical_heterodyne_W_band|zero_padding_2D_DFT,no
integration_mechanism_codes,single_PAM4_waveform|optical_heterodyne|50km_SSMF|100GHz_photomixing|shared_wireless_transmission|LSTM_equalization|correlation_ranging,1,shared_waveform|shared_link_or_channel,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,optical_heterodyne|50km_SSMF|100GHz_photomixing|LSTM_equalization|correlation_ranging,no
integration_mechanism_codes,single_PDM_MZM|TDM_OFDM_LFM_waveform|polarization_multiplexing|shared_W_band_generation|photonic_mixing_dechirping|shared_radar_reference,1,shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,single_PDM_MZM|polarization_multiplexing|shared_W_band_generation|photonic_mixing_dechirping|shared_radar_reference,no
integration_mechanism_codes,single_hybrid_MLS_OFDM_waveform|intra_AC_amplitude_allocation|AC_DC_amplitude_allocation|shared_laser_link|retroflective_ToF_sensing|parallel_PD_PV_receiver,1,shared_hardware|shared_link_or_channel|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,intra_AC_amplitude_allocation|AC_DC_amplitude_allocation|retroflective_ToF_sensing|parallel_PD_PV_receiver,no
integration_mechanism_codes,single_photonics_generated_multifunction_signal|shared_PM_DPMZM|CS_SSB_modulation|polarization_multiplexing|Tri_LFM_ASK_waveform_share|optical_dechirping|frequency_to_time_mapping,1,shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,single_photonics_generated_multifunction_signal|shared_PM_DPMZM|CS_SSB_modulation|Tri_LFM_ASK_waveform_share|optical_dechirping|frequency_to_time_mapping,no
integration_mechanism_codes,single_source|optical_beamsteering|IR_LED|DCO_OFDM|M_QAM|RSS_power_ratio|three_orientation_positioning|shared_waveform|shared_receiver_PD|LOS_NLOS_channel,1,shared_waveform|shared_hardware|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,single_source|optical_beamsteering|IR_LED|M_QAM|RSS_power_ratio|three_orientation_positioning|LOS_NLOS_channel,no
integration_mechanism_codes,spectrum_spreading_phase_coding|shared_photonic_microwave_generator|Walsh_Hadamard_spreading|m_sequence_scrambling|shared_35_GHz_waveform|photonic_radar_downconversion,1,shared_waveform|shared_hardware|shared_optical_carrier,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,spectrum_spreading_phase_coding|Walsh_Hadamard_spreading|m_sequence_scrambling|photonic_radar_downconversion,no
integration_mechanism_codes,subcarrier_chirp_inter_embedding|LFMCW|QAM_subcarriers|coherent_optical_frequency_comb|photonic_upconversion|shared_D_band_carrier|cross_correlation_ranging|analog_dechirping|ISAR_imaging,1,shared_optical_carrier|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,LFMCW|QAM_subcarriers|coherent_optical_frequency_comb|photonic_upconversion|cross_correlation_ranging|analog_dechirping|ISAR_imaging,no
integration_mechanism_codes,submarine_telecom_cable_reuse|distributed_acoustic_sensing|dense_linear_array|single_cable_linear_wavefront_localization|PhaseNet_DAS,1,shared_link_or_channel,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,distributed_acoustic_sensing|dense_linear_array|single_cable_linear_wavefront_localization|PhaseNet_DAS,no
integration_mechanism_codes,tenant_specific_optical_codewords|OCDMA_matched_decoding|WDM_coexistence|security_aware_code_assignment|code_rotation,1,shared_resource_allocation|shared_application_scenario,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,tenant_specific_optical_codewords|OCDMA_matched_decoding|security_aware_code_assignment|code_rotation,no
integration_mechanism_codes,time_division_multiplexed_QAM_LFM|two_tone_coherent_OFC|silicon_photonic_FEM|shared_28_GHz_front_end|photonic_dechirping,1,shared_hardware|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,two_tone_coherent_OFC|silicon_photonic_FEM|photonic_dechirping,no
integration_mechanism_codes,time_division_multiplexing|16QAM_communication|LFM_radar|optical_heterodyne|TFLN_MZM_direct_THz_echo_reception|photonic_dechirping|coherent_homodyne_BPD|bidirectional_shared_fiber,1,shared_link_or_channel|shared_resource_allocation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,16QAM_communication|LFM_radar|optical_heterodyne|TFLN_MZM_direct_THz_echo_reception|photonic_dechirping|coherent_homodyne_BPD,no
integration_mechanism_codes,visible_light_communication|quantum_dot_color_conversion|NRZ_OOK|shared_waveform|BER_based_sensing|species_specific_linear_regression|multi_color_tunable_emission,1,shared_waveform,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,visible_light_communication|quantum_dot_color_conversion|NRZ_OOK|BER_based_sensing|species_specific_linear_regression|multi_color_tunable_emission,no
validation_type_codes,laboratory_experiment,16,laboratory_experiment,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|prototype_testbed,15,laboratory_experiment|prototype_testbed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|analytical_model,12,analytical|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical|laboratory_experiment|prototype_testbed,5,analytical|laboratory_experiment|prototype_testbed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,5,analytical|simulation|laboratory_experiment|prototype_testbed|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|numerical_simulation|analytical_model,5,analytical|simulation|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,numerical_simulation|analytical_model,5,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical|laboratory_experiment|prototype_testbed|mixed,4,analytical|laboratory_experiment|prototype_testbed|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|simulation|laboratory_experiment|prototype_testbed,4,analytical|simulation|laboratory_experiment|prototype_testbed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,numerical_simulation|laboratory_experiment,4,simulation|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_model|controlled_hardware_experiment|fiber_wireless_proof_of_concept,3,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_model|numerical_simulation,3,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical|simulation|mixed,3,analytical|simulation|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|numerical_simulation|mixed,3,simulation|laboratory_experiment|mixed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,simulation|analytical,3,analytical|simulation,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,simulation|laboratory_experiment|prototype_testbed|mixed,3,simulation|laboratory_experiment|prototype_testbed|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,theoretical_analysis|simulation|laboratory_experiment|prototype_testbed,3,analytical|simulation|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_model|VPI_simulation|controlled_hardware_experiment|fiber_wireless_proof_of_concept,2,analytical|simulation|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical|laboratory_experiment|mixed,2,analytical|laboratory_experiment|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|simulation,2,analytical|simulation,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|simulation|numerical_analysis,2,analytical|numerical_analysis|simulation,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|device_characterization|prototype_testbed,2,laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,device_characterization,no
validation_type_codes,laboratory_experiment|field_experiment|analytical_model,2,analytical|laboratory_experiment|field_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|prototype_testbed|numerical_analysis,2,numerical_analysis|laboratory_experiment|prototype_testbed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|prototype|analytical_model,2,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,numerical_analysis|simulation,2,numerical_analysis|simulation,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,numerical_simulation,2,simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,theoretical_analysis|laboratory_experiment|prototype_testbed,2,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_channel_model|laboratory_human_subject_experiment|machine_learning_classification|model_comparison|smartphone_GUI_demonstration,1,analytical|dataset_based|laboratory_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,model_comparison|smartphone_GUI_demonstration,no
validation_type_codes,analytical_control_proof|real_world_experiment,1,analytical|field_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_derivation|MATLAB_Optisystem_cosimulation|hardware_component_experiment|laboratory_ranging_experiment|algorithm_simulation|parameter_sweep|baseline_comparison,1,analytical|simulation|laboratory_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,hardware_component_experiment|algorithm_simulation|parameter_sweep|baseline_comparison,no
validation_type_codes,analytical_derivation|laboratory_experiment|coexistence_CSPR_sweep|baseline_comparison|fiber_wireless_test|vibration_frequency_test,1,analytical|laboratory_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,coexistence_CSPR_sweep|baseline_comparison|fiber_wireless_test|vibration_frequency_test,no
validation_type_codes,analytical_derivation|laboratory_experiment|component_comparison|field_deployed_experiment|real_time_communication_test|coexistence_power_sweep,1,analytical|laboratory_experiment|field_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,component_comparison|real_time_communication_test|coexistence_power_sweep,no
validation_type_codes,analytical_derivation|numerical_simulation|Monte_Carlo_model_validation,1,analytical|simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,Monte_Carlo_model_validation,no
validation_type_codes,analytical_derivation|numerical_simulation|laboratory_experiment|baseline_comparison|noise_and_bandwidth_sweep,1,analytical|simulation|laboratory_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,baseline_comparison|noise_and_bandwidth_sweep,no
validation_type_codes,analytical_derivation|real_time_prototype|outdoor_field_experiment|hardware_resource_analysis|link_budget_model|BER_simulation|cross_report_comparison,1,analytical|simulation|prototype_testbed|field_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,hardware_resource_analysis|link_budget_model|cross_report_comparison,no
validation_type_codes,analytical_geometric_and_channel_model|MATLAB_numerical_simulation|parameter_sweep|internal_no_beamsteering_baseline|prior_work_contextual_comparison,1,analytical|simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,parameter_sweep|internal_no_beamsteering_baseline|prior_work_contextual_comparison,no
validation_type_codes,analytical_model|Monte_Carlo_simulation|optimization_benchmarking,1,analytical|numerical_analysis|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_model|controlled_hardware_experiment|wireless_proof_of_concept,1,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_model|monte_carlo_simulation,1,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_model|network_optimization_model|testbed_evaluation_author_claimed|target_detection_scenario|traffic_capacity_comparison,1,analytical|numerical_analysis|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,target_detection_scenario|traffic_capacity_comparison,no
validation_type_codes,analytical_model|numerical_simulation|controlled_hardware_experiment|fiber_wireless_proof_of_concept,1,analytical|simulation|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_model|numerical_simulation|simulation_with_real_weather_dataset,1,analytical|simulation|dataset_based,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_model|optimization|numerical_simulation|parameter_sweep|algorithm_comparison|complexity_analysis,1,analytical|simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,numerical_simulation|parameter_sweep|algorithm_comparison|complexity_analysis,no
validation_type_codes,analytical_regression_mapping|controlled_hardware_experiment|biological_sample_validation|manual_cell_count_reference|direct_optical_power_baseline|optical_ray_tracing_simulation,1,analytical|simulation|laboratory_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,biological_sample_validation|manual_cell_count_reference|direct_optical_power_baseline,no
validation_type_codes,analytical_sensing_model|offline_ML_validation|operator_live_network_sensing_data|external_open_dataset_evaluation,1,analytical|dataset_based|field_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,offline_ML_validation|external_open_dataset_evaluation,no
validation_type_codes,analytical_signal_and_channel_model|CRLB_derivation|numerical_simulation|baseline_comparison|multipath_robustness_simulation,1,analytical|simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,CRLB_derivation|baseline_comparison|multipath_robustness_simulation,no
validation_type_codes,analytical_signal_model|controlled_hardware_experiment|fiber_wireless_proof_of_concept,1,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical_system_model|numerical_simulation|laboratory_proof_of_concept|hardware_parameter_sweep|internal_multi_wavelength_comparison,1,analytical|simulation|laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,hardware_parameter_sweep|internal_multi_wavelength_comparison,no
validation_type_codes,analytical|Monte_Carlo_simulation,1,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical|Monte_Carlo_simulation|comparative_analysis|visualization,1,analytical|simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,comparative_analysis|visualization,no
validation_type_codes,analytical|dataset_based|laboratory_experiment|prototype_testbed|mixed,1,analytical|dataset_based|laboratory_experiment|prototype_testbed|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|field_observation|retrospective_dataset_validation|comparative_analysis,1,analytical|dataset_based|field_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,comparative_analysis,no
validation_type_codes,analytical|laboratory_experiment|prototype_testbed|complexity_analysis,1,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,complexity_analysis,no
validation_type_codes,analytical|laboratory_experiment|prototype_testbed|numerical_analysis,1,analytical|numerical_analysis|laboratory_experiment|prototype_testbed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|numerical_analysis|laboratory_experiment|prototype_testbed,1,analytical|numerical_analysis|laboratory_experiment|prototype_testbed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|numerical_analysis|simulation,1,analytical|numerical_analysis|simulation,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|numerical_illustration,1,analytical|numerical_analysis,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical|numerical_simulation,1,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical|numerical_simulation|optimization|trajectory_simulation|baseline_comparison,1,analytical|numerical_analysis|simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,trajectory_simulation|baseline_comparison,no
validation_type_codes,analytical|optimization|numerical_simulation|convergence_analysis|complexity_analysis|baseline_comparison,1,analytical|simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,numerical_simulation|convergence_analysis|complexity_analysis|baseline_comparison,no
validation_type_codes,analytical|physics_based_Monte_Carlo_simulation,1,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,analytical|simulation|laboratory_experiment,1,analytical|simulation|laboratory_experiment,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|simulation|laboratory_experiment|mixed,1,analytical|simulation|laboratory_experiment|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,analytical|simulation|laboratory_experiment|prototype_testbed|baseline_comparison,1,analytical|simulation|laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,baseline_comparison,no
validation_type_codes,analytical|simulation|optimization,1,analytical|numerical_analysis|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,back_to_back_laboratory_experiment|proof_of_concept|analytical_tradeoff,1,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,computer_simulation,1,simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,controlled_hardware_experiment|supervised_machine_learning_classification,1,dataset_based|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,dataset_based|laboratory_experiment|mixed,1,dataset_based|laboratory_experiment|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,dataset_based|laboratory_experiment|prototype_testbed|mixed,1,dataset_based|laboratory_experiment|prototype_testbed|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,experimental_prototype|hardware_testbed|parameter_sweep|waveform_comparison|analytical_metric_derivation,1,analytical|simulation|laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,hardware_testbed|waveform_comparison,no
validation_type_codes,experimental_prototype|indoor_grid_measurement|hardware_characterization|baseline_comparison|empirical_CDF,1,laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,indoor_grid_measurement|hardware_characterization|baseline_comparison|empirical_CDF,no
validation_type_codes,field_experiment|long_term_operational_observation|observational_case_studies,1,dataset_based|field_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,long_term_operational_observation,no
validation_type_codes,hardware_component_experiment|testbed_characterization|experiment_driven_simulation|Monte_Carlo_simulation|parameter_sweep|algorithm_comparison,1,simulation|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,hardware_component_experiment|Monte_Carlo_simulation|parameter_sweep|algorithm_comparison,no
validation_type_codes,hardware_experiment,1,laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment_with_emulated_vibration,1,laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|analytical,1,analytical|laboratory_experiment,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|analytical_model|numerical_simulation,1,analytical|simulation|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|analytical_model|simulation,1,analytical|simulation|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|device_characterization|prototype_testbed|mixed,1,laboratory_experiment|prototype_testbed|mixed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,device_characterization,no
validation_type_codes,laboratory_experiment|machine_learning_digital_twin,1,simulation|dataset_based|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|outdoor_field_experiment|analytical_model,1,analytical|laboratory_experiment|field_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|proof_of_concept|runtime_offline_DSP,1,laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,runtime_offline_DSP,no
validation_type_codes,laboratory_experiment|prototype_testbed|analytical|hybrid_simulation,1,analytical|simulation|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|prototype_testbed|analytical|signal_processing_validation,1,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,signal_processing_validation,no
validation_type_codes,laboratory_experiment|prototype_testbed|baseline_comparison,1,laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,baseline_comparison,no
validation_type_codes,laboratory_experiment|prototype_testbed|device_characterization|analytical,1,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,device_characterization,no
validation_type_codes,laboratory_experiment|prototype_testbed|mixed,1,laboratory_experiment|prototype_testbed|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|prototype_testbed|simulation|mixed,1,simulation|laboratory_experiment|prototype_testbed|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|prototype_testbed|theoretical_analysis,1,analytical|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|prototype|analytical_calculation|simulation_for_doppler_only,1,analytical|simulation|laboratory_experiment|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|real_time_sensor_monitoring|single_wavelength_coexistence_test|DFT_length_sweep|harmonic_order_comparison|launch_power_sweep,1,laboratory_experiment,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,real_time_sensor_monitoring|single_wavelength_coexistence_test|DFT_length_sweep|harmonic_order_comparison|launch_power_sweep,no
validation_type_codes,laboratory_experiment|recirculating_loop_emulation,1,simulation|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|simulation|analytical_model,1,analytical|simulation|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|simulation|analytical|mixed,1,analytical|simulation|laboratory_experiment|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,laboratory_experiment|smartphone_prototype|dataset_evaluation|cross_domain_validation|runtime_benchmark,1,dataset_based|laboratory_experiment|prototype_testbed,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,cross_domain_validation|runtime_benchmark,no
validation_type_codes,laboratory_experiment|supervised_machine_learning_evaluation,1,dataset_based|laboratory_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,mixed,1,mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,mixed|laboratory_experiment|simulation|analytical,1,analytical|simulation|laboratory_experiment|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,numerical_simulation|Monte_Carlo,1,simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,Monte_Carlo,no
validation_type_codes,numerical_simulation|algorithmic_emulation|analytical_model,1,analytical|simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,algorithmic_emulation,no
validation_type_codes,numerical_simulation|analytical_model|real_weather_data_replay,1,analytical|simulation|dataset_based,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,numerical_simulation|theoretical_analysis,1,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,simulation,1,simulation,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,simulation_post_interrogation_effective_trace|analytic_overhead_scaling,1,simulation,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,analytic_overhead_scaling,no
validation_type_codes,simulation|analytical_model,1,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,simulation|analytical|proof_of_concept_model,1,analytical|simulation|prototype_testbed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,simulation|laboratory_experiment|field_trial|prototype_testbed,1,simulation|laboratory_experiment|prototype_testbed|field_experiment,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,simulation|laboratory_experiment|mixed,1,simulation|laboratory_experiment|mixed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,simulation|laboratory_experiment|prototype_testbed,1,simulation|laboratory_experiment|prototype_testbed,controlled_exact,controlled_or_fully_mapped,,no
validation_type_codes,theoretical_analysis|numerical_simulation,1,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,theoretical_analysis|numerical_simulation|field_experiment|mixed,1,analytical|simulation|field_experiment|mixed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,theoretical_analysis|numerical_simulation|laboratory_experiment|mixed,1,analytical|simulation|laboratory_experiment|mixed,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,theoretical_analysis|simulation,1,analytical|simulation,keyword_normalized,controlled_or_fully_mapped,,no
validation_type_codes,theoretical_analysis|simulation|laboratory_experiment|field_trial|prototype_testbed,1,analytical|simulation|laboratory_experiment|prototype_testbed|field_experiment,keyword_normalized,controlled_or_fully_mapped,,no
application_domain_codes,6G_ISAC|photonic_W_band|fiber_wireless|high_accuracy_ranging,2,6G_access,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,photonic_W_band|fiber_wireless|high_accuracy_ranging,no
application_domain_codes,optical_access_network|security|smart_infrastructure|industrial,2,industrial|security|optical_access_network|smart_infrastructure,controlled_exact,controlled_or_fully_mapped,,no
application_domain_codes,telecom_fiber_monitoring|distributed_vibration_sensing,2,environment_monitoring|optical_access_network,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,distributed_vibration_sensing,no
application_domain_codes,6G_B6G|smart_cities|smart_industries|ubiquitous_wireless|defense|radar_imaging|fiber_wireless_communication,1,6G_access,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,smart_cities|smart_industries|ubiquitous_wireless|defense|radar_imaging|fiber_wireless_communication,no
application_domain_codes,6G_ISAC|D_band_THz|fiber_wireless_access|high_rate_communication|multi_target_radar,1,6G_access|optical_access_network,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,D_band_THz|high_rate_communication|multi_target_radar,no
application_domain_codes,6G_ISAC|IoT_IoE|microwave_photonic_radar|wireless_communication|structural_sensing|spectrum_sensing,1,6G_access|smart_infrastructure,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,microwave_photonic_radar|wireless_communication|structural_sensing|spectrum_sensing,no
application_domain_codes,6G_ISAC|optical_fronthaul|moving_target_detection|edge_radar_processing|network_resource_optimization,1,6G_access|optical_access_network,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,moving_target_detection|edge_radar_processing|network_resource_optimization,no
application_domain_codes,6G_ISAC|photonic_mmwave|OFDM_waveform_design|weak_target_reliability,1,6G_access,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,photonic_mmwave|OFDM_waveform_design|weak_target_reliability,no
application_domain_codes,6G_ISAC|radio_over_fiber|spectrum_monitoring|precision_timing|high_precision_positioning,1,6G_access|indoor_positioning|environment_monitoring,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,radio_over_fiber|precision_timing,no
application_domain_codes,6G_ISAC|sub_THz_fiber_wireless|real_time_high_capacity|high_resolution_ranging,1,6G_access,keyword_normalized,mapped_with_fine_grained_long_tail_preserved,sub_THz_fiber_wireless|real_time_high_capacity|high_resolution_ranging,no
application_domain_codes,6G_access,1,6G_access,controlled_exact,controlled_or_fully_mapped,,no
application_domain_codes,6G_access|aerospace|security|other,1,6G_access|security|aerospace,controlled_exact,other_explicit_token_audit_only,,no
application_domain_codes,6G_access|environment_monitoring|smart_infrastructure|industrial,1,6G_access|industrial|environment_monitoring|smart_infrastructure,controlled_exact,controlled_or_fully_mapped,,no
application_domain_codes,6G_access|indoor_THz_communication|smart_infrastructure|other,1,6G_access|smart_infrastructure,keyword_normalized,other_explicit_token_audit_only,indoor_THz_communication,no
application_domain_codes,6G_access|indoor_positioning|other,1,6G_access|indoor_positioning,controlled_exact,other_explicit_token_audit_only,,no
