study_cluster_id,canonical_screening_record_id,primary_extraction_screening_record_id,eligible_report_count,all_eligible_screening_record_ids,title,authors,year,venue,doi,preferred_citation,document_type,source_url,primary_optical_modality_code,integration_level_code,integration_mechanism_codes,communication_functions,sensing_tasks,waveform_modulation,optical_front_end,network_setting,validation_type_codes,scenario_environment,application_domain_codes,enabling_technology_codes,six_g_relevance_code,dataset_availability_status,code_model_availability_status,canonical_modality,validation_maturity_max,canonical_validation_categories,canonical_six_g_relevance,canonical_dataset_availability,canonical_code_model_availability,comparability_categories,admissibility_categories,candidate_bib_key,existing_bib_match_status,existing_bib_key,existing_bib_title,existing_bib_doi,canonical_integration_mechanisms,canonical_validation_types,canonical_enabling_technologies,canonical_application_domains
STC-SINGLETON-SCR-00885,SCR-00885,SCR-00885,1,SCR-00885,Photonic-aid dual-formats LFM signals generator for joint radar-communication system,Yixiao Z.; Shanghong Z.; Xuan L.; Guodong W.; Longqiang Y.,2022,Optik,10.1016/j.ijleo.2022.170004,,Article,https://www.scopus.com/pages/publications/85139221075?origin=resultslist,microwave_photonics,waveform,shared_waveform|shared_spectrum|shared_photonic_generator|shared_transmitter|shared_optical_reference|joint_signal_processing|joint_design_or_optimization,wireless_binary_data_transmission|anti_jamming_communication|optical_coherent_demodulation,radar_range_estimation|moving_target_detection|velocity_estimation|pulse_compression,Frequency-quadrupled linearly frequency-modulated signals with switchable chirp-polarity modulation or BPSK-LFM; optional intra-pulse BPSK slicing and length-7/63 M-sequence DSSS coding.,"191.3-THz 16-dBm CW laser, polarization-division multiplexing MZM, following MZM, polarization modulator, optical filter, polarization controller/polarizers, optical tunable delay lines and photodetectors. All MZMs are modeled with 30-dB extinction ratio; no physical hardware is tested.","Single-link simulated joint radar-communication transmitter/receiver architecture with target echo delay and Gaussian communication channel; no fiber span, over-air range, antenna or deployed network is modeled.",theoretical_analysis|numerical_simulation,"OptiSystem simulation of dual-format 16-24, 20-26 and 32-36 GHz LFM waveforms, synthetic Gaussian-channel communication and idealized delayed/Doppler-shifted radar echoes.",joint_radar_communication|moving_target_detection|anti_jamming_wireless|microwave_photonics,LFM|BPSK|DSSS|microwave_photonics|optical_dechirping|frequency_multiplication,direct,NR,NR,photonic_THz,2,analytical_theoretical|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00885,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,analytical|simulation,photonic_THz_generation|FMCW,other
STC-SINGLETON-SCR-00887,SCR-00887,SCR-00887,1,SCR-00887,"Microwave Photonic Joint Radar, Wireless Communications, and Spectrum Sensing System With Broadband Tunability From 12 to 40 GHz",Yang F.; Lin C.; Gao J.; Chen Y.,2026,IEEE Internet of Things Journal,10.1109/jiot.2026.3672154,,Article,https://www.scopus.com/pages/publications/105032805552?origin=resultslist,microwave_photonics,system,shared_optical_signal|shared_waveform|shared_photonic_generator|shared_hardware|shared_spectrum|joint_design_or_optimization|parallel_function_paths|independent_tunability,free_space_wireless_ASK_data_transmission|self_mixing_envelope_demodulation,radar_ranging|range_resolution|spectrum_frequency_measurement|time_frequency_analysis|multitone_resolution,Sensing-centric ASK-LFM joint waveform generated by two-stage electrooptic modulation. The LFM center frequency is octupled and bandwidth quadrupled; ASK data amplitude-modulates both sweep sidebands. Spectrum sensing uses frequency-sweep optical sidebands and SBS frequency-to-time mapping.,"1549.92-nm, 16-dBm CW laser; two DP-MZMs, two MZMs, EDFAs, 25.2-km SMF SBS medium, 20.3-MHz SBS gain, optical couplers/circulator, programmable band-stop/bandpass filters, high-speed photodetectors, AWGs, mixers, amplifiers, antennas and oscilloscope.",Benchtop proof-of-concept JRCSS unit. Wireless ASK-LFM transmission spans 1.44 m; radar targets are corner reflectors around 3-5 m; spectrum sensing uses a local 25.2-km fiber spool as the SBS processing medium.,laboratory_experiment|numerical_simulation|mixed,"Laboratory triple-function microwave-photonic proof of concept spanning Ku/K/Ka, with radar, 1.44-m wireless data, low/high-band frequency measurement and a 100-run simulation of rate-to-radar-SNR coupling.",IoE|smart_factory|smart_infrastructure|dynamic_spectrum_management|radar|wireless_communication|cognitive_radio,ASK_LFM|microwave_photonics|SBS|FTTM|electrooptic_modulation|optical_frequency_sweep,explicit,NR,NR,photonic_THz,4,laboratory_experiment|mixed_unspecified|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00887,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,simulation|laboratory_experiment|mixed,photonic_THz_generation|FMCW,industrial|smart_infrastructure
STC-MMW-OFDM-PENG-2023-2024,SCR-00889,SCR-00889,2,SCR-00889|SCR-00900,Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification,Peng L.; Yin M.; Zou D.; Yang N.; Xiao Y.; Li F.,2024,Optics Express,10.1364/oe.525854,,Article,https://www.scopus.com/pages/publications/85205436480?origin=resultslist,microwave_photonics,system,shared_optical_signal|shared_waveform|shared_photonic_generator|shared_hardware|shared_spectrum|parallel_function_paths|joint_signal_processing,16_QAM_OFDM_data_transmission|BER_evaluation|nonlinearity_compensation|phase_noise_compensation,radar_ranging|single_target_resolution|dual_target_resolution|velocity_estimation|two_dimensional_range_velocity_imaging,"Journal: 1-GHz, 128-payload-subcarrier, real 16-QAM OFDM with intensity modulation and envelope detection at 30 GHz. Conference: simulated 2-GHz, 4096-subcarrier 16-QAM OFDM with RF pilot and blind phase search.","Two optical carriers are combined for heterodyne 30-GHz generation. The journal experiment uses LD1/LD2, Fujitsu 7938 MZM, optical coupler, polarization controller, VOA and photodiode; missing hardware envelope detection is emulated after mixer/oscilloscope capture with Hilbert-domain DSP. The conference report models LDs, IQ modulation and photodetection in VPIphotonics/MATLAB.","Laboratory 1-m free-space fiber-wireless ISAC experiment with separate communication and radar receive antennas, plus an earlier single-target numerical simulation of a 32-m, 25-m/s target.",laboratory_experiment|numerical_simulation|mixed,"Expanded 2024 laboratory journal report for 30-GHz OFDM range sensing and 4-Gb/s communication, linked by locked RPT02 provenance to a 2023 simulation precursor focused on phase noise and velocity accuracy.",intelligent_transportation|autonomous_driving|vehicular_networks|radar|fiber_wireless_communication,OFDM|microwave_photonics|photonic_heterodyne_generation|MUSIC|DF_FD_VNLE|CZT|BPS,explicit,available_on_request_not_public,NR,photonic_THz,4,laboratory_experiment|mixed_unspecified|simulation,direct,on_request,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00889,doi_exact,O_ISAC_286,Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification,10.1364/oe.525854,shared_waveform|shared_hardware|shared_resource_allocation,simulation|laboratory_experiment|mixed,OFDM|coherent_optics|photonic_THz_generation,vehicular
STC-SINGLETON-SCR-00891,SCR-00891,SCR-00891,1,SCR-00891,Millimeter-wave joint radar and communication system based on photonic frequency-multiplying constant envelope LFM-OFDM,Bai W.; Li P.; Zou X.; Zhou Z.; Pan W.; Yan L.; Luo B.; Fang X.; Jiang L.; Chen L.,2022,Optics Express,10.1364/oe.461508,,Article,https://www.scopus.com/pages/publications/85133853524?origin=resultslist,microwave_photonics,system,shared_optical_signal|shared_waveform|shared_photonic_generator|shared_hardware|shared_spectrum|co_frequency_co_time_full_duplex|joint_design_or_optimization|parallel_function_paths,wireless_OFDM_data_transmission|QAM_demodulation|BER_EVM_evaluation|anti_noise_phase_modulation,radar_ranging|two_target_resolution|ISAR_imaging|cross_range_imaging,"CE-LFM-OFDM: real 4-QAM/16-QAM OFDM angle-modulates a 5-GHz-bandwidth LFM-CW carrier; frequency doubling converts the 9-GHz IF waveform to a 60-GHz, 10-GHz-instantaneous-bandwidth waveform. Frequency-quadrupling with 64-QAM is investigated in simulation.","1564.2-nm tunable laser, MZM1/MZM2, 21-GHz RF drive, AWG, EDFA, waveshaper, optical coupler, 70-GHz photodiode, power amplifier and 50-75-GHz horns; radar de-chirp uses MZM3, OBPF and low-speed PD. Quadrupling simulation replaces MZM2 with a DPMZM.","Benchtop V-band fiber-wireless JRC proof of concept: 1.2-m communication link and approximately 2-m radar targets, plus turntable ISAR imaging. Higher-order frequency multiplication is simulation-only.",laboratory_experiment|numerical_simulation|mixed,"60-GHz V-band CCFD-capable CE-LFM-OFDM laboratory testbed with separately executed communication and radar demonstrations, and a 20-GHz-bandwidth frequency-quadrupling simulation.",6G_B6G|smart_cities|smart_industries|ubiquitous_wireless|defense|radar_imaging|fiber_wireless_communication,CE_OFDM|LFM|photonic_frequency_multiplication|microwave_photonics|ISAR|heterodyne_generation,explicit,available_on_request_not_public,NR,photonic_THz,4,laboratory_experiment|mixed_unspecified|simulation,direct,on_request,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00891,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,simulation|laboratory_experiment|mixed,OFDM|coherent_optics|photonic_THz_generation|FMCW,6G_access
STC-SINGLETON-SCR-00893,SCR-00893,SCR-00893,1,SCR-00893,Microwave Photonic Joint Radar and Secure Communication via Radar Signal Masking,Shi T.; Zhang F.; Chen Y.,2025,IEEE Microwave and Wireless Technology Letters,10.1109/lmwt.2025.3578137,,Article,https://www.scopus.com/pages/publications/105010707996?origin=resultslist,microwave_photonics_radio_over_fiber,signal_generation_system,co_time_co_frequency_superposition|shared_photonic_frontend|radar_signal_masking|digital_self_interference_cancellation,two_user_wireless_data_transmission|radar_masked_secure_communication,radar_ranging|inverse_synthetic_aperture_radar_imaging,"A 0.3-GHz-bandwidth IF LFM signal is frequency-and-bandwidth quadrupled and superimposed with two 0.5-Gbaud, 282-subcarrier QPSK-OFDM signals.","13.5-dBm, 193.4098-THz laser carrier; dual-polarization QPSK modulator with orthogonal X/Y polarization paths; photodetection; electrical bandpass filtering, amplification and coupling to radar and communication branches.","Laboratory co-time/co-frequency microwave-photonic JRC link with one radar receiver, a communication receiver 0.6 m from the transmitter, corner reflectors for ranging and rotating cylinders for ISAR imaging.",laboratory_experiment|proof_of_concept|runtime_offline_DSP,"Indoor benchtop/free-space experiment around 13.5-14.75 GHz with two simulated OFDM users, corner-reflector ranging and two-cylinder turntable ISAR imaging.",joint_radar_communication|secure_wireless_communication|electronic_warfare|six_g|radar_imaging,microwave_photonic_frequency_quadrupling|QPSK_OFDM|LFM_radar|digital_SIC|dual_polarization_modulator|ISAR,enabling_prototype,NR,NR,photonic_THz,4,laboratory_experiment|other_validation,inferred,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00893,missing_from_current_bib,,,,shared_hardware|shared_resource_allocation,laboratory_experiment|prototype_testbed,OFDM|photonic_THz_generation|FMCW,6G_access|security
STC-SINGLETON-SCR-00896,SCR-00896,SCR-00896,1,SCR-00896,Photonics-assisted joint radar and communication system based on an optoelectronic oscillator,Xue Z.; Li S.; Xue X.; Zheng X.; Zhou B.,2021,Optics Express,10.1364/oe.430910,,Article,https://www.scopus.com/pages/publications/85109194265?origin=resultslist,microwave_photonics_optoelectronic_oscillator,waveform_system,shared_waveform|polarization_multiplexed_processing|IQ_phase_orthogonal_channels|communication_on_radar_pulse_polarity|digital_channel_fusion,binary_vehicle_data_transmission|joint_signal_demodulation,short_range_radar_ranging|range_profile_estimation|anti_collision_support,"Two bipolar non-return-to-zero M-sequences of lengths 11 and 13 and 2-GHz bandwidth, with independent binary communication bits multiplying the overall pulse polarity; the RF I/Q channels are phase-orthogonal at 24 GHz.","1550-nm laser, polarization-multiplexing dual-parallel Mach-Zehnder modulator, 4-km single-mode-fiber OEO loop, photodetector, 24-GHz electrical bandpass filter, polarization reconfiguration and balanced photodetection.","Intended for short-range intelligent-vehicle radar/communication, but validated in a direct back-to-back laboratory connection rather than a wireless road/channel experiment.",back_to_back_laboratory_experiment|proof_of_concept|analytical_tradeoff,"24-GHz, 2-GHz-bandwidth back-to-back experiment with 11-bit and 13-bit M-sequences; intended application is automotive blind-zone monitoring, parking assistance and early warning at nominal 1-100-m detection ranges.",automotive_radar|intelligent_transportation|joint_radar_communication|short_range_mmwave,optoelectronic_oscillator|polarization_multiplexing|balanced_photodetection|M_sequence_radar|IQ_fusion|matched_filtering,adjacent_enabling_prototype,authors_state_no_data_generated_or_analyzed,NR,photonic_THz,4,analytical_theoretical|laboratory_experiment,inferred,NA,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00896,missing_from_current_bib,,,,shared_waveform|shared_resource_allocation,analytical|laboratory_experiment|prototype_testbed,photonic_THz_generation,vehicular
STC-SINGLETON-SCR-00899,SCR-00899,SCR-00899,1,SCR-00899,Photonic-assisted generation of fast switchable multi-format LFM waveforms with a tuned bandwidth for a joint radar-communication system,Bai Q.; Ma J.,2025,Optics Communications,10.1016/j.optcom.2024.131097,,Article,https://www.scopus.com/pages/publications/85203825069?origin=resultslist,microwave_photonics_simulated,waveform_system,shared_multiform_LFM_waveform|chirp_polarity_modulation|photonic_generation|matched_filter_demodulation|photonic_dechirping,binary_data_transmission_over_AWGN|chirp_format_demodulation,single_target_ranging|two_target_range_resolution,"Four-ary multi-format LFM chirp-polarity modulation using up-, down-, dual-chirp and zero symbols. Nominal chirps span 9-11 GHz and switch at 64 MHz, carrying two bits per symbol; bandwidth is tuned to 2, 4 or 8 GHz through parabolic-signal coefficient k or period T.","Conceptual/simulated CW laser split across a phase modulator and dual-parallel Mach-Zehnder modulator, optical coupling, photodetection, 4-16-GHz electrical bandpass filtering, matched-filter communication receiver and dual-drive Mach-Zehnder photonic de-chirping radar receiver.","Simulation of a wireless communication link with additive white Gaussian noise and a radar channel emulated by electrical time delays/attenuation; no physical transmitter, antenna, target or free-space test is reported.",simulation|analytical|proof_of_concept_model,"VPI/photonic-system-style simulation with 191.3-THz optical carrier, 10-GHz RF drive, 2-8-GHz tunable chirp bandwidth, AWGN communication and 0.30-1.05-m simulated target ranges.",joint_radar_communication|microwave_photonics|centimeter_resolution_radar|wireless_data_link,phase_modulation|dual_parallel_MZM|chirp_polarity_modulation|matched_filter|photonic_dechirping|bandwidth_tuning,conceptual_enabling,available_on_request,NR,photonic_THz,4,analytical_theoretical|laboratory_experiment|simulation,inferred,on_request,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00899,missing_from_current_bib,,,,shared_waveform,analytical|simulation|prototype_testbed,photonic_THz_generation|FMCW,other
STC-LED-OISAC-2024-2025,SCR-00901,SCR-00901,1,SCR-00901,Optical Integrated Sensing and Communication With Light-Emitting Diode,R. Zhang; Y. Shao; M. Li; L. Lu; Y. C. Eldar,2025,IEEE Internet of Things Journal,10.1109/jiot.2024.3523045,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10817491,visible_light_LED,system_framework,shared_LED_intensity|IM_DD_DCO_OFDM|pinhole_imaging|shared_RSS_objective|two_phase_operation|optical_beamforming,indoor_downlink_data_transmission|broadcast_control|TDMA_user_service,three_dimensional_device_localization|global_device_discovery|device_tracking,"Intensity modulation/direct detection with DCO-OFDM; Table II specifies BPSK-OFDM in directionless phase 1 and 16QAM-OFDM in directional phase 2, with 32 subcarriers.","Four ceiling optical access points, each comprising a commercial LED and a pinhole camera; devices use a four-element PD array. Collimating lenses and 3-D steering implement the proposed phase-2 optical beamforming.","Analytical and numerical indoor IoT room model with distributed ceiling O-APs, multiple devices, line-of-sight LED links and reflected-light imaging; no physical prototype or deployment is reported.",analytical|numerical_simulation,"A simulated 5 m by 5 m by 3 m indoor room with four ceiling LEDs/O-APs, four PDs per device and optical position sensing from at least two pinhole cameras.",indoor_IoT|visible_light_communication|optical_positioning|smart_home|industrial_IoT,commercial_LED|DCO_OFDM|pinhole_camera|PD_array|source_layout_optimization|collimating_lens|optical_beamforming,conceptual_enabling,NR,NR,VLC_LiFi,2,analytical_theoretical|simulation,inferred,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00901,doi_duplicate_in_bib,O_ISAC_054;O_ISAC_108,Optical Integrated Sensing and Communication With Light-Emitting Diode,10.1109/jiot.2024.3523045,shared_resource_allocation,analytical|simulation,OFDM|beamforming,indoor_positioning|industrial
STC-SINGLETON-SCR-00902,SCR-00902,SCR-00902,1,SCR-00902,Bidirectional Retroreflective Optical ISAC Using Time Division Duplexing and Clipped OFDM,H. Wang; C. Chen; Z. Zeng; S. Shao; H. Haas,2025,IEEE Photonics Technology Letters,10.1109/lpt.2025.3541038,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10879576,visible_light,waveform,shared_clipped_OFDM_waveform|retroreflection|shared_downlink_signal|TDD_bidirectional_access|cross_correlation_ranging,bidirectional_OFDM_downlink_and_uplink|16_QAM_data_transmission,passive_range_estimation|communication_target_distance_tracking,"Real-valued clipped OFDM with 256-point IFFT/FFT, 50 data subcarriers and multiple BPSK/QAM constellations; main setting uses 11 dB clipping and 16-QAM.","Commercial LED transmitter and photodetector receiver modules at both ends, CCR at the uplink device, two-channel 250 MSa/s AWG and 2.5 GSa/s oscilloscope.","Short-range laboratory bidirectional free-space optical link tested from 48 to 96 cm; data-rate analysis also considers maximum ranging distances 1, 10 and 100 m.",laboratory_experiment|analytical_model,Controlled indoor optical bench with bidirectional commercial Tx/Rx modules.,retroreflective_optical_ISAC|indoor_VLC|bidirectional_6G_access|passive_ranging,OFDM|16_QAM|TDD|CCR|LED|cross_correlation,explicit,NR,NR,VLC_LiFi,4,analytical_theoretical|laboratory_experiment,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00902,doi_exact,O_ISAC_099,Bidirectional Retroreflective Optical ISAC Using Time Division Duplexing and Clipped OFDM,10.1109/lpt.2025.3541038,shared_waveform|shared_link_or_channel|shared_resource_allocation,analytical|laboratory_experiment,OFDM,6G_access
STC-SINGLETON-SCR-00903,SCR-00903,SCR-00903,1,SCR-00903,Phase-Coded FMCW for Optical Integrated Sensing and Communication,T. Zhang; Z. Yan; A. Pang; A. Dang,2024,2024 Asia Communications and Photonics Conference (ACP) and International Conference on Information Photonics and Optical Communications (IPOC),10.1109/acp/ipoc63121.2024.10809937,,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10809937,free_space_optical,waveform,phase_coded_FMCW|shared_optical_waveform|coherent_sensing|self_delayed_coherent_communication|shared_transmitter,1_Gbit_s_differential_phase_code_delivery,FMCW_range_estimation|potential_radial_velocity_estimation,"Phase-coded FMCW with 10 GHz sweep bandwidth, 10 microsecond sweep period and binary 0/pi phase shifts at 1 Gbit/s.","Conceptual FMCW laser, phase modulator, couplers/circulator/collimator and balanced photodetectors; communication uses a one-bit-delay coherent receiver.","OptiSystem 15 free-space simulation at target distances 10, 20 and 30 m.",numerical_simulation|analytical_model,Idealized OptiSystem simulation with three static target distances.,optical_ISAC|LiDAR|free_space_optical_communication,FMCW|phase_modulation|DPSK|coherent_detection|balanced_photodetection,implicit,NR,NR,FSO,2,analytical_theoretical|simulation,inferred,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00903,doi_exact,O_ISAC_012,Phase-Coded FMCW for Optical Integrated Sensing and Communication,10.1109/acp/ipoc63121.2024.10809937,shared_waveform|shared_hardware,analytical|simulation,coherent_optics|FMCW,other
STC-SINGLETON-SCR-00904,SCR-00904,SCR-00904,1,SCR-00904,Gaussian Pulse-Based PSS-PPM Scheme for Optical Integrated Sensing and Communication Systems,F. Tian; J. Zhao; Y. Zhang; G. Zheng; T. Xu,2025,2025 Asia Communications and Photonics Conference (ACP),10.1109/acp66871.2025.11350501,,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11350501,free_space_optical,waveform,shared_PSS_PPM_waveform|shared_Gaussian_pulse|PN_spreading|passive_reflection|cross_correlation_ranging,PPM_PN_spread_data_transmission,round_trip_distance_estimation,64-PPM with a length-63 m-sequence spreading Gaussian pulses of 10 ns duration; each slot includes a 1 microsecond guard interval.,"Conceptual laser diode transmitter, direct photodiodes at communication and sensing receivers, and passive reflector at Device B.",Monte Carlo free-space optical simulation for one and two asynchronous users under log-normal turbulence.,numerical_simulation|Monte_Carlo,Idealized single-user and asynchronous two-user FSO channels with turbulence.,optical_ISAC|FSO|distance_sensing|multiuser_optical_access,PSS_PPM|Gaussian_pulse|PN_sequence|quadratic_interpolation|Rytov_turbulence,implicit,NR,NR,FSO,3,enhanced_simulation_or_dataset|simulation,inferred,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00904,missing_from_current_bib,,,,shared_waveform,simulation,other,optical_access_network
STC-SINGLETON-SCR-00905,SCR-00905,SCR-00905,1,SCR-00905,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,H. Wang; Z. Zeng; C. Chen; B. Zhu; S. Shao; M. Liu,2024,2024 Asia Communications and Photonics Conference (ACP) and International Conference on Information Photonics and Optical Communications (IPOC),10.1109/acp/ipoc63121.2024.10809915,,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10809915,visible_light,waveform,shared_OFDM_waveform|retroreflection|shared_LED_transmitter|MRC_communication_diversity|cross_correlation_ranging|multilateration,indoor_OFDM_downlink_data_transmission,passive_round_trip_ranging|3D_positioning,"DCO-like IM/DD OFDM with 256-point IFFT/FFT, 64 data subcarriers and base constellations 2-, 4-, 8- and 16-QAM.","Four ceiling LED transmitters, a photodiode beside each LED for reflected-signal reception, one user photodiode for communication and one co-located corner-cube retroreflector.",Numerical indoor downlink simulation in a 5 m by 5 m by 3 m room with four ceiling transmitters and one receiver/CCR.,numerical_simulation|analytical_model,Idealized indoor visible-light room simulation with a receiver moved over a 1 m by 1 m horizontal plane at 1 m height.,optical_ISAC|visible_light_communication|indoor_positioning|passive_ranging,OFDM|corner_cube_retroreflector|MRC|cross_correlation|multilateration,implicit,NR,NR,VLC_LiFi,2,analytical_theoretical|simulation,inferred,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00905,doi_exact,O_ISAC_011,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,10.1109/acp/ipoc63121.2024.10809915,shared_waveform|shared_hardware|shared_resource_allocation,analytical|simulation,OFDM,indoor_positioning
STC-SINGLETON-SCR-00906,SCR-00906,SCR-00906,1,SCR-00906,Quantum Optical Integrated Sensing and Communication With Homodyne BPSK Detection,I. Krikidis,2026,IEEE Wireless Communications Letters,10.1109/lwc.2026.3654015,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11347580,quantum_optical,receiver_algorithm,shared_optical_signal|shared_waveform|shared_homodyne_measurement|joint_detection_and_estimation|adaptive_receiver_control|joint_design_or_optimization,BPSK_symbol_detection|BER_minimization|quantum_optical_communication,deterministic_channel_phase_estimation|phase_rotation_sensing|medium_or_reflection_interaction_inference,Equiprobable BPSK coherent states with phase 0 or pi and average photon number E per symbol; homodyne quadrature measurement with controllable local-oscillator phase.,"Conceptual coherent-state quantum optical transmitter, phase-insensitive Gaussian channel and homodyne detector. No physical optical components or laboratory platform are implemented.","Single line-of-sight quantum optical link model with a block of N symbols and one homodyne receiver; no network, multiuser, range or target-geometry experiment.",analytical_model|numerical_simulation,"Quantum-optical BPSK/homodyne QISAC model under thermal Gaussian noise, evaluated with convergence cases and BER-versus-normalized-Fisher Pareto sweeps.",quantum_optical_communication|quantum_sensing|6G_ISAC|phase_monitoring,coherent_states|homodyne_detection|BPSK|EM_algorithm|Fisher_information|adaptive_LO_phase,explicit,NR,NR,other_optical,2,analytical_theoretical|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00906,missing_from_current_bib,,,,shared_waveform|joint_design_or_optimization,analytical|simulation,coherent_optics,6G_access|environment_monitoring
STC-SINGLETON-SCR-00908,SCR-00908,SCR-00908,1,SCR-00908,Optical ISAC: Fundamental Performance Limits and Transceiver Design,A. G. Khorasgani; M. Mirmohseni; A. Elzanaty,2024,2024 IEEE Globecom Workshops (GC Wkshps),10.1109/gcwkshp64532.2024.11101062,,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11101062,free_space_optical_IMDD,shared_waveform_and_transceiver_architecture,shared_optical_signal|shared_transmitter|collocated_monostatic_sensing_receiver|simultaneous_communication_and_sensing|joint_input_distribution_design|capacity_distortion_optimization,point_to_point_data_transmission|message_decoding|capacity_or_mutual_information_optimization,point_target_distance_estimation|echo_based_ranging,Nonnegative real optical-intensity input under an average optical-power constraint; the input probability distribution is optimized rather than a fixed digital constellation. High-O-SNR communication-optimal signaling is exponential-family/exponential.,"Conceptual IM/DD FSO transmitter, one direct-detection communication receiver and an ns-element monostatic sensing receiver collocated with the transmitter. No laboratory optical hardware is implemented.",Point-to-point SISO communication combined with SIMO monostatic sensing of one point target; a straight-moving target and fixed optical angles are assumed.,analytical_model|numerical_simulation,"Synthetic IM/DD FSO point-target channel evaluated through analytical bounds and Monte Carlo simulation with one or 64 sensing antennas, exponential target-distance priors and normalized channel/noise parameters.",optical_ISAC|free_space_optical_communication|LiDAR_like_ranging|intelligent_transportation|V2X|6G,IMDD|FSO|SIMO_sensing_array|MAP|MLE|BCRB|Blahut_Arimoto|probabilistic_shaping,explicit,NR,NR,FSO,2,analytical_theoretical|simulation,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00908,doi_exact,O_ISAC_056,Optical ISAC: Fundamental Performance Limits and Transceiver Design,10.1109/gcwkshp64532.2024.11101062,shared_waveform|shared_hardware|joint_design_or_optimization|shared_application_scenario,analytical|simulation,MIMO,6G_access|vehicular
STC-SINGLETON-SCR-00909,SCR-00909,SCR-00909,1,SCR-00909,Free Space Optical Integrated Sensing and Communication Based on LFM and CPM,Y. Wen; F. Yang; J. Song; Z. Han,2024,IEEE Communications Letters,10.1109/lcomm.2023.3332658,,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10318167,free_space_optical_IMDD,shared_waveform_and_transceiver,shared_LFM_CPM_waveform|shared_optical_transmitter|monostatic_reflected_echo|simultaneous_communication_and_ranging|shared_ToF_for_ranging_and_synchronization|joint_parameter_optimization,binary_or_quaternary_CPM_data_transmission|coherent_demodulation|Viterbi_decoding|time_synchronization|achievable_rate_and_BER_optimization,time_of_flight_estimation|device_distance_ranging,"Constant-envelope baseband linear-frequency-modulated continuous-phase modulation (LFM-CPM), converted to a real nonnegative IM/DD waveform by generalized intermediate-frequency single-sideband construction, Hilbert transform processing, modulation depth and DC bias.","Conceptual FSO laser diode and photodiodes: Device A is a communication transmitter and monostatic sensing transceiver; Device B is a communication receiver with a reflector. BPF, Hilbert transform, up/down conversion and DC-bias removal are modeled, with no laboratory implementation.",Unidirectional two-device line-of-sight FSO link; Device A transmits to Device B and receives the partial reflection from Device B for monostatic ranging.,analytical_model|monte_carlo_simulation,"Numerical two-device FSO link at 200 m using 400-MHz available bandwidth, Gamma-Gamma scintillation, AWGN, 100000 simulated LFM-CPM pulses and 1000 communication symbols per pulse.",optical_ISAC|free_space_optical_communication|optical_ranging|intelligent_transportation|IoT|6G,LFM|CPM|IMDD|Hilbert_transform|ToF_MLE|CRB|Viterbi|Gamma_Gamma_turbulence|elliptical_search,explicit,NR,NR,FSO,3,analytical_theoretical|enhanced_simulation_or_dataset,direct,unavailable_or_NR,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00909,doi_exact,O_ISAC_055,Free Space Optical Integrated Sensing and Communication Based on LFM and CPM,10.1109/lcomm.2023.3332658,shared_waveform|shared_hardware|joint_design_or_optimization,analytical|simulation,FMCW,6G_access|vehicular
