paper_id,section,category,severity,reason,evidence
O_ISAC_004,8A,EVIDENCE_WEAK,MINOR,standardization_interoperability lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_135,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_138,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_140,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_141,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_142,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_150,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_151,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_161,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_162,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_165,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_167,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_203,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_303,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_327,8D,EVIDENCE_WEAK,MINOR,security_privacy_reliability lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_010,8E,EVIDENCE_WEAK,MINOR,deployment_convergence_roadmap lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_039,8E,EVIDENCE_WEAK,MINOR,deployment_convergence_roadmap lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_102,8E,EVIDENCE_WEAK,MINOR,deployment_convergence_roadmap lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_151,8E,EVIDENCE_WEAK,MINOR,deployment_convergence_roadmap lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_163,8E,EVIDENCE_WEAK,MINOR,deployment_convergence_roadmap lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_200,8E,EVIDENCE_WEAK,MINOR,deployment_convergence_roadmap lacks support gate (text anchors),direct=0; indirect=0
