paper_id,section,category,severity,reason,evidence
O_ISAC_053,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_054,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_057,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_059,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_062,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_063,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_064,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_066,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_069,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_070,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_071,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_072,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_073,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_074,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_075,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_076,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_077,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_079,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_080,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_083,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_085,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_086,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_088,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_089,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_090,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_092,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_095,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_096,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_099,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_100,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_101,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_102,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_103,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_105,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_107,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_108,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_111,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_112,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_113,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_114,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_115,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_116,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_119,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_120,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_122,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_123,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_126,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_127,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_128,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_130,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_131,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_132,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_135,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_136,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_137,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_138,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_139,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_140,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_141,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_144,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_145,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_146,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_147,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_148,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_149,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_151,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_152,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_153,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_154,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_155,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_159,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_165,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_166,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_167,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_172,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_187,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_188,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_189,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_199,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_200,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_202,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_203,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_218,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_219,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_220,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_242,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_245,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_248,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_259,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_272,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_276,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_280,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_283,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_291,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_300,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_301,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_310,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_324,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_347,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_348,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_349,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_356,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_377,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_386,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_388,7C,EVIDENCE_WEAK,MINOR,automotive_transportation lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_006,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=references
O_ISAC_006,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=smart_infrastructure
O_ISAC_008,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=iv. conclusions > **references**
O_ISAC_026,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=v. conclusion > references
O_ISAC_028,7C,PLANE_MIX_MENTION,MINOR,Quote contains both OSNR and SNR terms; verify plane wording,"Abstract-Driven by emerging applications originated from the Internet technologies, artificial intelligence (AI), big data and so on, high-speed short-reach optical transmission solutions have attract"
O_ISAC_034,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=v. conclusion > references
O_ISAC_036,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=nan
O_ISAC_040,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=a. principle > references
O_ISAC_055,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,"heading_path=<span id=""page-3-2""></span>algorithm 1 elliptical search algorithm. > d. optimal parameter setup > v. conclusion > references"
O_ISAC_056,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=iv. numerical results > references
O_ISAC_056,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=indoor_environments
O_ISAC_061,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,"heading_path=*a. convergence of bcd algorithm* > *b. optimal beampattern and c&s tradeoff* > <span id=""page-11-3""></span>*c. practical c&s performance metrics* > references"
O_ISAC_068,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=smart_infrastructure
O_ISAC_080,7C,PLANE_MIX_MENTION,MINOR,Quote contains both OSNR and SNR terms; verify plane wording,"common drawback of the aforementioned methods is their reliance on dedicated orthogonal resources, whether in time, frequency, or space exclusively reserved for sensing. To overcome this constraint an"
O_ISAC_082,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=nan
O_ISAC_084,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=lumipane: intelligent interaction through gesture sensing and ambient light communication > references
O_ISAC_091,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=optimal beamforming for optical wireless integrated sensing and communication based on optical phased array > references
O_ISAC_092,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,"heading_path=<span id=""page-8-5""></span>vi. conclusion > references"
O_ISAC_093,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=smart_infrastructure
O_ISAC_094,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=references
O_ISAC_098,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=vi. conclusion > references
O_ISAC_099,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=references
O_ISAC_110,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=**poster abstract: joint optical wireless communication and sensing using neuromorphic cameras** > **references**
O_ISAC_143,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=references
O_ISAC_155,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=v. conclusion > acknowledgment > references
O_ISAC_157,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=vi. conclusion > references
O_ISAC_161,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=smart_infrastructure
O_ISAC_173,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=poster: high-performance optical camera communications for isac localization and sensing > 2 high-performance optical camera communications > references
O_ISAC_186,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,"heading_path=chaotic optoelectronic oscillators-based dual-function radar-communication system > <span id=""page-10-0""></span>references"
O_ISAC_286,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=smart_infrastructure
O_ISAC_327,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=indoor_environments
O_ISAC_356,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=**references**
O_ISAC_371,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=**references**
O_ISAC_381,7C,REFERENCE_NOISE,MINOR,Anchor under reference-like heading,heading_path=**references**
O_ISAC_381,7C,APP_SCOPE_MISMATCH,MAJOR,DIRECT text claim conflicts with structured macro tags,text_macro=automotive_transportation; json_macros=indoor_environments;smart_infrastructure
O_ISAC_003,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_009,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_011,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_012,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_013,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_014,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_016,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_017,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_019,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_021,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_022,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_023,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_026,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_028,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_032,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_033,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_034,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_035,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_036,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_037,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_040,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_041,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_045,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_046,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_050,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_051,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_054,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_055,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_056,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_060,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_061,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_066,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_069,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_072,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_073,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_074,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_076,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_077,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_083,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_085,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_086,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_089,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_090,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_092,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_096,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_097,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_098,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_100,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_101,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_102,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_105,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_107,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_108,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_111,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_117,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_123,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_130,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_133,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_137,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_142,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_145,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_152,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_156,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_161,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_164,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_165,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_166,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_167,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_172,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_173,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_185,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_186,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_187,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_188,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=1
O_ISAC_189,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_190,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_200,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_202,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_203,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_206,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_218,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_219,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_242,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_248,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
O_ISAC_252,7D,EVIDENCE_WEAK,MINOR,underwater_harsh lacks support gate (text anchors),direct=0; indirect=0
