evidence_body_id,study_cluster_id,certainty_summary,schema_version
S3-communication_physical_quantity_estimation,STC-ACO-OFDM-LFM-LIDAR-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-EADO-OFDM-RANGING-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-SINGLETON-SCR-00123,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-SINGLETON-SCR-00492,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-SINGLETON-SCR-00589,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-SINGLETON-SCR-00607,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-SINGLETON-SCR-00626,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-SINGLETON-SCR-00908,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-SINGLETON-SCR-00925,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-SINGLETON-SCR-00926,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_physical_quantity_estimation,STC-SINGLETON-SCR-00953,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-DSCM-ANN-DT-ECL-2025-2026,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-EADO-OFDM-RANGING-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-ICP-RL-HLLB-3650KM-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-OCDM-THZ-OVER-FIBER-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-ODDM-PHOTONIC-MMW-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-OPA-OWISAC-BEAMFORMING-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SELF-HOMODYNE-MCF-OFDR-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SF-LFM-OFDM-THZ-2025-2026,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00001,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00009,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00013,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00015,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00038,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00056,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00057,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00151,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00160,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00238,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00277,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00294,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00369,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00376,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00396,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00407,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00451,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00456,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00473,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00502,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00576,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00594,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00626,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00631,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00647,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00679,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00836,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00873,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00882,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00884,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00887,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00891,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00908,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00912,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00917,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00919,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00920,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00922,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00925,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00926,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00943,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00949,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00953,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00965,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00970,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00974,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00980,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00985,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00986,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00990,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-00992,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01004,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01009,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01010,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01011,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01012,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01030,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01034,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01036,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01050,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01059,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01070,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01071,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01072,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01073,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01079,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01085,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01093,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01103,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01105,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01152,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01153,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01165,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-SINGLETON-SCR-01180,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_power_energy_device_response,STC-WBAND-TFDM-DONG-2022-2024,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-DP-IMDD-THZ-RANGING-2025-2026,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00086,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00268,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00362,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00396,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00406,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00502,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00589,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00602,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00680,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00719,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00808,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00884,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00891,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00896,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00905,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00918,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00944,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00965,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00974,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00983,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00990,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-00994,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-01000,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-01010,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-01020,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-01023,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-01040,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-01070,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-01071,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-01095,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_received_signal_quality,STC-SINGLETON-SCR-01180,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_reliability_outage,STC-SINGLETON-SCR-01011,limited,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_reliability_outage,STC-SINGLETON-SCR-01029,limited,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_security_resilience,STC-SINGLETON-SCR-00387,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_security_resilience,STC-SINGLETON-SCR-00607,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_security_resilience,STC-SINGLETON-SCR-00977,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_resolution,STC-SF-LFM-OFDM-THZ-2025-2026,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_resolution,STC-SINGLETON-SCR-00362,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_resolution,STC-SUBCARRIER-CHIRP-DBAND-2025,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-EADO-OFDM-RANGING-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-LED-OISAC-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-OPA-OWISAC-BEAMFORMING-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SF-LFM-OFDM-THZ-2025-2026,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00361,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00369,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00502,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00589,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00730,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00836,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00896,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00906,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00908,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00910,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00916,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00925,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00926,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00944,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-00953,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-01001,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-01004,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-01034,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-01049,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-01059,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-01079,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SINGLETON-SCR-01086,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensing_task_output_or_configuration,STC-SUBMARINE-CABLE-DAS-HUIZHOU-2022-2026,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensitivity_detection_limit,STC-MMW-OFDM-PENG-2023-2024,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensitivity_detection_limit,STC-ODDM-PHOTONIC-MMW-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensitivity_detection_limit,STC-SINGLETON-SCR-00808,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensitivity_detection_limit,STC-SINGLETON-SCR-00891,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensitivity_detection_limit,STC-SINGLETON-SCR-00998,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensitivity_detection_limit,STC-SINGLETON-SCR-01004,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_sensitivity_detection_limit,STC-SINGLETON-SCR-01018,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_spectral_efficiency,STC-DP-IMDD-THZ-RANGING-2025-2026,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_spectral_efficiency,STC-SINGLETON-SCR-00007,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_spectral_efficiency,STC-SINGLETON-SCR-00013,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_spectral_efficiency,STC-SINGLETON-SCR-00268,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_spectral_efficiency,STC-SINGLETON-SCR-00274,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_spectral_efficiency,STC-SINGLETON-SCR-00312,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_spectral_efficiency,STC-SINGLETON-SCR-00344,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_spectral_efficiency,STC-SINGLETON-SCR-00891,moderate,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-DSCM-ANN-DT-ECL-2025-2026,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-EADO-OFDM-RANGING-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-ENDOGENOUS-TS-FRFT-DAS-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-ICP-RL-HLLB-3650KM-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-LED-OISAC-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-OCDM-THZ-OVER-FIBER-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SELF-HOMODYNE-MCF-OFDR-2024-2025,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SF-LFM-OFDM-THZ-2025-2026,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00086,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00160,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00238,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00362,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00366,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00369,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00396,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00492,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00496,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00502,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00602,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00607,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00626,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00647,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00719,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00730,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00808,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00882,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00885,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00891,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00902,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00904,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00905,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00906,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00908,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00909,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00910,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00912,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00915,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
S3-communication_system_configuration_or_input_parameter,STC-SINGLETON-SCR-00916,high,phase_e_tqaf_deterministic_v1.0_2026-08-04
