claim_id,claim_key,section,paper_id,concept,strength,quote,line_start,line_end,heading_path,claim_supported
8595004acdd0,2D|O_ISAC_019|performance_metrics,2D,O_ISAC_019,performance_metrics,NONE,"For the purpose of stability of the demonstration system and capability of real-time signal processing, we ultimately opted to choose microwave band for demonstration, i.e. LO1 at 10 GHz. Namely, the radar and downlink communication operated in the higher frequency band of 12.8-13.1-GHz, while the uplink communication occupied 2.8-3.1-GHz band. A 600-Mbit/s QPSK-LFM signal is transmitted, with the RF spectrum shown in Fig. 7(a). The constellation diagrams for the downlink and uplink communication are shown in Fig. 7(c)(d), with EVMs of 9.43% and 20.72%, respectively.The reason for the poorer performance of the uplink is that the RF band we chose for the uplink falls into the UHF band, resulting in higher noise power and a lower signal-to-noise ratio (SNR).Such 'noise' is introduced by the surrounding electromagnetic environment , therefore, SNR can be further improved through channel equalization algorithms and tight filtering in the future work. Accordingly, the uplink and downlink communication can work simultaneously, meeting requirements for high-quality communication.",108,108,IV. EXPERIMENT SETUP,True
8595004acdd0,2D|O_ISAC_019|performance_metrics,2D,O_ISAC_019,performance_metrics,NONE,"This paper proposed and experimentally demonstrated a novel ISAC system based on microwave photonics to offer wide bandwidth. The key significance of the work is that it supports full-duplex ISAC, where phase modulation is used for the downlink and intensity modulation for the uplink. Additionally, carrier reuse and multiplexing techniques are adopted to reduce both cost and complexity of the system, while 5-GHz bandwidth was reserved for transmitting the ISAC signal, supporting various formats of ISAC signal transmission. A proof-of-concept experiment was successfully carried out that the radar achieved a distance resolution of 1.5 cm while simultaneously transmitting communication data at 600 Mbit/s. We believe the system can be widely used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",128,128,V. CONCLUSION,True
8595004acdd0,2D|O_ISAC_019|performance_metrics,2D,O_ISAC_019,performance_metrics,INDIRECT,"- [5] Euziere, Jerome, Régis Guinvarc'h, Marc Lesturgie, Bernard Uguen, and Raphaël Gillard. ""Dual function radar communication timemodulated array."" In 2014 International Radar Conference, pp. 1-4. IEEE, 2014.",136,136,REFERENCES,True
8595004acdd0,2D|O_ISAC_019|performance_metrics,2D,O_ISAC_019,performance_metrics,NONE,"- [10] Hsueh, Yu-Ting, Ming-Fang Huang, Meilong Jiang, Yin Shao, Kyungtae Kim, and Gee-Kung Chang. ""A novel wireless over fiber access architecture employing moving chain cells and rof technique for broadband wireless applications on the train environment."" In 2011 Optical Fiber Communication Conference and Exposition and the National Fiber Optic Engineers Conference, pp. 1-3. IEEE, 2011.",141,141,REFERENCES,True
8595004acdd0,2D|O_ISAC_019|performance_metrics,2D,O_ISAC_019,performance_metrics,NONE,"- [11] Huang, Long, Ruoming Li, Shangjing Liu, Pan Dai, and Xiangfei Chen. ""Centralized fiber-distributed data communication and sensing convergence system based on microwave photonics."" Journal of Lightwave Technology 37, no. 21 (2019): 5406-5416.",142,142,REFERENCES,True
8595004acdd0,2D|O_ISAC_019|performance_metrics,2D,O_ISAC_019,performance_metrics,NONE,"- [12] Umezawa, T., K. Jitsuno, A. Kanno, K. Akahane, N. Yamamoto, and Tetsuya Kawanishi. ""OFDM millimeter-wave radar experiment combined with radio over fiber technology."" In 2016 41st International Conference on Infrared, Millimeter, and Terahertz waves (IRMMW-THz), pp. 1-2. IEEE, 2016.",143,143,REFERENCES,True
1ff1f278e3fb,2A|O_ISAC_020|observation_plane,2A,O_ISAC_020,observation_plane,DIRECT,"Distributed fiber optic sensing technology can be used for the sensing part of the photonic ISAC systems due to its inherent compatibility with the commercial optical fiber networks. It can use standard telecommunication optical fibers as the sensing elements without changing the current fiber networks. With the distributed sensing technique, the whole fiber can be seen as the interrogator, thus we can obtain a large number of sensing elements along the fiber for joint analysis. In fact, the distributed sensing scheme using standard optical fibers has attracted lots of research attention in the last decade, owing to its numerous sensing elements and outstanding performance from the inherent property of optical fiber. It has shown great potential in various applications, though most of which are terrestrial in the beginning. Recently, researchers develop various fiber sensing technologies and start to use them for ocean-related studies, such as offshore earthquake detection [4,5], ocean dynamics [6,7], hydroacoustics [8,9], etc. For the sensing part of the proposed photonic ISAC system in this work, Rayleigh backscattering of the submarine fiber is utilized to measure the surrounding acoustic or vibration signals with a highly coherent optical source. This capability of dynamic parameter sensing enables us to detect and monitor various coastal and oceanic events. The basic principle to perform the distributed sensing in the photonic ISAC is based on the Phi-OTDR technology, which is similar to a 1D radar system in an optical fiber [9–12]. Figure 2 shows the principle and testbed of our photonic ISAC, from which we can notice that the optical communication and sensing parts are in the same rack but work independently in different wavelength channels without interference. As shown in Fig. 2(iv), to perform the distributed acoustic or vibration sensing function, a coherent optical probe pulse is sent into the underwater fiber periodically. Due to the Rayleigh scattering property of silica fiber, the specific backscattering signal from each gauge point is received at a different time within a cycle, forming a speckle-like pattern. The amplitude and phase of the Rayleigh backscattering signal can be demodulated with coherent detection technology. It should be noticed that the coherent detection scheme is essential for phase demodulation in both optical communication and sensing systems. Specifically, homodyne detection and heterodyne detection are the two commonly used coherent detection methods for phase demodulation. In the optical systems with coherent detection, a portion of the laser source as the LO light is mixed with the received optical signals before entering the photodetector. After that, a few simple algorithms and operations, such as frequency mixing, band-pass and lowpass filtering, and trigonometric and unwrapping operations, can be adopted to retrieve the optical phase information. When there is external vibration or acoustic signal around the sensing fiber, the recovered phase change is found linear to the external vibration at a certain location. With simple frequency filtering operation and time-frequency analysis of the demodulated sensing signals, most of the acoustic or vibration signals can be detected and measured. Aiming at marine applications, distributed fiber sensing with outstanding performance is needed, e.g., with longer distance and better sensitivity [10]. Advanced optical communication techniques and machine learning algorithms are recently introduced to distributed fiber sensing for better signal-to-noise ratio (SNR) and pattern recognition function [11, 12]. Besides, due to the multi-source feature of distributed fiber sensing, signal enhancement and direction cognition techniques have been developed for underwater acoustic source localization [13, 14]. All of these prove that the sensing part of the photonic ISAC system can be qualified for coastal and marine applications.",51,51,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,True
f628db459b06,2A|O_ISAC_020|integration_paradigm,2A,O_ISAC_020,integration_paradigm,INDIRECT,# Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,5,5,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,True
f628db459b06,2A|O_ISAC_020|integration_paradigm,2A,O_ISAC_020,integration_paradigm,INDIRECT,The authors present work on coastal event monitoring with photonic integrated sensing and communication technology using submarine telecommunication optical cables.,9,9,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,True
f628db459b06,2A|O_ISAC_020|integration_paradigm,2A,O_ISAC_020,integration_paradigm,INDIRECT,"Information and knowledge explosions boost the development of telecommunication infrastructures, especially for submarine fiber optic cables. These underwater fibers not only undertake most of the international data transmission on this planet, but also offer new opportunities to study earth science and human marine activities. The emerging technology of integrated sensing and communication is putting this concept into practice. In this article, we present work on coastal event monitoring with photonic integrated sensing and communication technology using submarine telecommunication optical cables. Ocean wave analysis, earthquake detection, and marine ferry monitoring are highlighted for detailed analysis. With the proposed integrated system, we successfully observed ocean waves with different frequencies and velocities, microseisms within 200 km, Mw 4.3 – Mw 6.3 earthquakes in the Far East, and vessel sailing activities. Enabled by the novel integrated technology and mass submarine fiber networks, more research works on photonic integrated sensing and communication systems aiming at ocean science and marine engineering are expected for future insights.",13,13,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,True
f628db459b06,2A|O_ISAC_020|integration_paradigm,2A,O_ISAC_020,integration_paradigm,INDIRECT,"More than two-thirds of Earth's surface is covered by oceans, so nowadays people from different countries communicate through the submarine fiber optic cable system. As the most important medium of international telecommunication traffic, the submarine fiber optic cable system carries more than 95 percent of the world's international data traffic. In the last decade, global international Internet traffic has been growing continuously, which has accelerated the construction of global submarine optical fiber infrastructures. By the end of 2021, there were more than 400 submarine optical cables in use worldwide, with a total length of more than 1.4 million km, as shown in Fig. 1. This developed submarine optical cable network not only improves the bandwidth performance of the international telecommunication system, but also provides a potential approach for the research (of earth science and ocean related studies [1]. More recently, an emerging technology called integrated sensing and communication (ISAC) has attracted people's attention. Originating from the wireless application scenario, the ISAC system efficiently utilizes hardware and signal resources, which can be shared for both sensing and communication functionalities [2, 3]. A similar concept can also be transferred to the fiber optic system. Based on the developed submarine fiber network, both the photonic data communication and sensing functions can be simultaneously realized with the shared hardware and fiber network infrastructure, which would help monitor various marine activities.",17,17,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > INTRODUCTION,True
f628db459b06,2A|O_ISAC_020|integration_paradigm,2A,O_ISAC_020,integration_paradigm,DIRECT,## Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,37,37,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,True
f628db459b06,2A|O_ISAC_020|integration_paradigm,2A,O_ISAC_020,integration_paradigm,DIRECT,"We present a photonic integrated sensing and communication system based on submarine telecommunication fiber optic cable. Sharing the single fiber and some network hardware, the optical communication part and the sensing part are smoothly integrated based on the current commercial optical communication network without interference. The experimental results show that our testbed can be used for ocean wave analysis, earthquake and microseism detection, and ferry monitoring. Compared to conventional methods of geological and oceanic observation, this novel scheme based on submarine telecommunication cables has the advantages of low cost, versatility, no need for underwater installation, and less impact on marine lives and environment. We believe that the implementation of photonic ISAC can provide a new supplementary approach for conventional methods and help us learn more unknown information from the wide ocean. Based on the photonic ISAC testbed, we expect more research work in the future. First, with the mass long-term sensing data, we need to develop more advanced signal processing methods and AI algorithms, such as the convolutional neural network, to help us analyze and recognize different oceanic signals more accurately and automatically. Second, as the novel fiber technologies (i.e., multicore and few-mode fibers) are introduced to the submarine fiber optic communication systems, it is meaningful to investigate the photonic ISAC with these new fiber technologies for better communication and sensing performance. Last but not least, besides Rayleigh scattering, other fiber scattering properties such as Brillouin scattering and Raman scattering can be utilized to enable the photonic ISAC with the temperature and strain sensing capabilities. With more information from the ocean, we can develop more practical applications such as earthquake and tsunami early warning systems in the future.",113,113,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Conclusion,True
f628db459b06,2A|O_ISAC_020|integration_paradigm,2A,O_ISAC_020,integration_paradigm,INDIRECT,"- [2] Y. Cui *et al.*, ""Integrated Sensing and Communications for Ubiquitous IoT: Applications, Trends, and Challenges,"" *IEEE Network*, vol. 35, no. 5, Sept./Oct. 2021, pp. 158–67.",118,118,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Conclusion > References,True
dea8b7b94d42,2C|O_ISAC_020|transceiver_hardware,2C,O_ISAC_020,transceiver_hardware,NONE,"Information and knowledge explosions boost the development of telecommunication infrastructures, especially for submarine fiber optic cables. These underwater fibers not only undertake most of the international data transmission on this planet, but also offer new opportunities to study earth science and human marine activities. The emerging technology of integrated sensing and communication is putting this concept into practice. In this article, we present work on coastal event monitoring with photonic integrated sensing and communication technology using submarine telecommunication optical cables. Ocean wave analysis, earthquake detection, and marine ferry monitoring are highlighted for detailed analysis. With the proposed integrated system, we successfully observed ocean waves with different frequencies and velocities, microseisms within 200 km, Mw 4.3 – Mw 6.3 earthquakes in the Far East, and vessel sailing activities. Enabled by the novel integrated technology and mass submarine fiber networks, more research works on photonic integrated sensing and communication systems aiming at ocean science and marine engineering are expected for future insights.",13,13,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,True
dea8b7b94d42,2C|O_ISAC_020|transceiver_hardware,2C,O_ISAC_020,transceiver_hardware,INDIRECT,"More than two-thirds of Earth's surface is covered by oceans, so nowadays people from different countries communicate through the submarine fiber optic cable system. As the most important medium of international telecommunication traffic, the submarine fiber optic cable system carries more than 95 percent of the world's international data traffic. In the last decade, global international Internet traffic has been growing continuously, which has accelerated the construction of global submarine optical fiber infrastructures. By the end of 2021, there were more than 400 submarine optical cables in use worldwide, with a total length of more than 1.4 million km, as shown in Fig. 1. This developed submarine optical cable network not only improves the bandwidth performance of the international telecommunication system, but also provides a potential approach for the research (of earth science and ocean related studies [1]. More recently, an emerging technology called integrated sensing and communication (ISAC) has attracted people's attention. Originating from the wireless application scenario, the ISAC system efficiently utilizes hardware and signal resources, which can be shared for both sensing and communication functionalities [2, 3]. A similar concept can also be transferred to the fiber optic system. Based on the developed submarine fiber network, both the photonic data communication and sensing functions can be simultaneously realized with the shared hardware and fiber network infrastructure, which would help monitor various marine activities.",17,17,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > INTRODUCTION,True
dea8b7b94d42,2C|O_ISAC_020|transceiver_hardware,2C,O_ISAC_020,transceiver_hardware,INDIRECT,"In this article, we propose the idea of photonic photonic ISAC and summarize the work on the photonic ISAC system for monitoring different coastal events based on submarine fiber optic cables. In this photonic ISAC system, we utilize the existing monitoring channel of the commercial fiber optic communication system for sensing to realize various maritime sensing and monitoring functions without affecting the ongoing optical communication. In this way, the optical communication and sensing parts can be smoothly integrated by sharing a single submarine fiber. For the sensing part of this integrated system, we use the so-called phase-sensitive optical time-domain reflectometry (Phi-OTDR) technology to detect the acoustic signals caused by various geological and marine activities. Here we focus on ocean wave analysis, earthquake detection, and marine ferry monitoring. With mass data acquired and analyzed, we record and study these coastal events, which provides a helpful tool for geoscientists, oceanographers, and scientists in many other research fields.",35,35,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > INTRODUCTION,True
dea8b7b94d42,2C|O_ISAC_020|transceiver_hardware,2C,O_ISAC_020,transceiver_hardware,NONE,"and real-time data acquisition. With the mass long-term received sensing data in this photonic ISAC system, we can analyze the geological, marine, biological, and human activities. All these coastal events, such as earthquakes, tsunamis, ocean wave movement, vessel sailing, and marine life activities, can be monitored with this integrated system simultaneously, without disturbing the communication services, which proves photonic ISAC to be versatile based on the submarine fiber optic cables. Here we highlight ocean wave analysis, earthquake detection, and ferry monitoring with our testbed for detailed analysis.",57,57,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,True
dea8b7b94d42,2C|O_ISAC_020|transceiver_hardware,2C,O_ISAC_020,transceiver_hardware,NONE,"The frequency-wavenumber (*f-k*) domain analysis is mostly used to study ocean dynamics. In order to figure the *f-k* spectrum, we apply a two-dimensional (2D) fast Fourier transform based on the raw data from the sensing module output, which records the acoustic and vibration information with the submarine fiber interrogator. Figure 3 shows the calculated *f-k* spectrum based on our testbed with the dataset recorded in 14 min at the distance between 2 km and 11 km from Sanjiao Island. With this *f-k* spectrum, we can calculate the phase velocity as the ratio between frequency and wavenumber for different oceanic acoustic signals with different frequencies, which describe the ocean wave propagation. In the *f-k* spectrum, Quadrant 1 and Quadrant 3 show waves with positive phase velocities, while Quadrant 2 and Quadrant 4 show waves with negative phase velocities. The sign of phase velocity indicates the direction of ocean wave propagation across the interrogating fiber. In our case, positive indicates eastward-propagating waves, while negative indicates westward-propagating waves. As the frequency components of most ocean surface gravity waves are below 0.3 Hz, we find more energy with negative phase velocities at low frequencies (< 0.3 Hz) in Quadrants 2 and 4 of Fig. 3. This means that in this period, the westward-propagating ocean surface gravity waves were stronger than eastward-propagating waves, which is in accordance with the actual observation. In addition, the white dashed line in Fig. 3 shows the ocean surface gravity dispersion relation, which also describes the ocean surface gravity waves and indicates the energy propagating axially along the cable both eastward and westward.",63,63,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Ocean Wave AnalysisUsing Photonic ISAC withSubmarine Telecommunication Fiber,True
dea8b7b94d42,2C|O_ISAC_020|transceiver_hardware,2C,O_ISAC_020,transceiver_hardware,INDIRECT,"non may be due to the destructive interference fading problem from the Phi-OTDR technology, and the complex seabed geology and environment for laying fiber cables. For a better display of the detected earthquake, mean standard deviation normalization could be used for each channel to ease this difference; however, ideally, we can use every single channel to monitor seismic events. It is shown in Fig. 4 that the P wave and S wave arrived at our testbed about 24.5 s and 41.5 s after the earthquake occurred, respectively. With these time intervals, we can calculate the averaging propagating velocities of the P wave and S wave, which are 5.9 km/s and 3.47 km/s, respectively. It is worth mentioning that the green dashed lines in Fig. 4 showing the P and S waves are not absolutely straight, but with a certain tilt and radian. This is due to the actual laying location of the submarine fiber cable. The distances between multiple fiber sensing elements and the epicenter are a bit different; thus, the P and S waves arrived at the closer fiber sections at an earlier time.",89,89,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > EarthquakeDetectionUsing Photonic ISAC withSubmarine Telecommunication Fiber,True
dea8b7b94d42,2C|O_ISAC_020|transceiver_hardware,2C,O_ISAC_020,transceiver_hardware,NONE,"the distances between these epicenters and our submarine fiber testbed are around 200 km or below, resulting in lower energy loss for the seismic wave propagation. We find two major seismic areas in Guangdong Province, the area near Dongyuan City (23.76°N — 23.92°N, 114.48°E — 114.64°E) and the area near Yangjiang City (21.73°N — 21.74°N, 111.75°E — 111.79°E), both of which are in the coastal region and shown as light blue ovals in the inset of Fig. 5. More than four microseisms from each of these two areas are observed with our testbed during September and October in 2021, which are consistent with the records from the official Guangdong Seismological Bureau (GSB). The magnitudes of these microseisms are below Mw 2, and the weakest one is Mw 1.1. This proves that the submarine fiber testbed with the photonic ISAC technology has good sensitivity for microseismic event monitoring. In fact, more unknown acoustic signals have been observed with our testbed, which are not recorded by GSB. Since the seismic stations are quite limited, especially for the offshore scenario, it is possible that we observed some offshore microseisms that were not recorded by the conventional seismic stations. It is worth noticing that besides earthquakes, other artificial transient acoustic signals can also be detected by our system. The spectrum and time domain analysis with advanced machine learning algorithms will help distinguish the seismic signals from other disturbing vibrations.",99,99,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > EarthquakeDetectionUsing Photonic ISAC withSubmarine Telecommunication Fiber,True
dd9c31fd6534,2D|O_ISAC_020|performance_metrics,2D,O_ISAC_020,performance_metrics,NONE,# Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,5,5,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,True
dd9c31fd6534,2D|O_ISAC_020|performance_metrics,2D,O_ISAC_020,performance_metrics,NONE,"Information and knowledge explosions boost the development of telecommunication infrastructures, especially for submarine fiber optic cables. These underwater fibers not only undertake most of the international data transmission on this planet, but also offer new opportunities to study earth science and human marine activities. The emerging technology of integrated sensing and communication is putting this concept into practice. In this article, we present work on coastal event monitoring with photonic integrated sensing and communication technology using submarine telecommunication optical cables. Ocean wave analysis, earthquake detection, and marine ferry monitoring are highlighted for detailed analysis. With the proposed integrated system, we successfully observed ocean waves with different frequencies and velocities, microseisms within 200 km, Mw 4.3 – Mw 6.3 earthquakes in the Far East, and vessel sailing activities. Enabled by the novel integrated technology and mass submarine fiber networks, more research works on photonic integrated sensing and communication systems aiming at ocean science and marine engineering are expected for future insights.",13,13,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,True
dd9c31fd6534,2D|O_ISAC_020|performance_metrics,2D,O_ISAC_020,performance_metrics,NONE,"More than two-thirds of Earth's surface is covered by oceans, so nowadays people from different countries communicate through the submarine fiber optic cable system. As the most important medium of international telecommunication traffic, the submarine fiber optic cable system carries more than 95 percent of the world's international data traffic. In the last decade, global international Internet traffic has been growing continuously, which has accelerated the construction of global submarine optical fiber infrastructures. By the end of 2021, there were more than 400 submarine optical cables in use worldwide, with a total length of more than 1.4 million km, as shown in Fig. 1. This developed submarine optical cable network not only improves the bandwidth performance of the international telecommunication system, but also provides a potential approach for the research (of earth science and ocean related studies [1]. More recently, an emerging technology called integrated sensing and communication (ISAC) has attracted people's attention. Originating from the wireless application scenario, the ISAC system efficiently utilizes hardware and signal resources, which can be shared for both sensing and communication functionalities [2, 3]. A similar concept can also be transferred to the fiber optic system. Based on the developed submarine fiber network, both the photonic data communication and sensing functions can be simultaneously realized with the shared hardware and fiber network infrastructure, which would help monitor various marine activities.",17,17,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > INTRODUCTION,True
dd9c31fd6534,2D|O_ISAC_020|performance_metrics,2D,O_ISAC_020,performance_metrics,NONE,"Meanwhile, about 60 percent of humans on Earth live within 100 km of the coastline. Many coastal baselines lie at the boundaries between geological plates. In these regions, active geological activities, including annual climate disasters such as typhoons and tsunamis caused by submarine seismic activities, all threaten human activities in these coastal areas. To acquire geological information and monitor these activities, conventional methods use single or series of fixed-point sensors, which may be limited in monitoring area, diverse functionality, real-time data acquisition, and longterm power supply. The developed submarine fiber optic infrastructures with ISAC technology have recently been found ideal to solve these problems. The fiber itself can be used as both the sensing gauge and signal transmission medium. Its silica core material offers advantages such as low loss, light weight, dielectric, immunity to electromagnetic interference, and ability to withstand harsh environments over long ranges and long periods. Based on the fiber's different scattering properties, such as Rayleigh backscattering, Brillouin backscattering, and Raman backscattering, a wide range of sensing parameters can be detected and measured (e.g., temperature, strain, and acoustic disturbance, which enables us to detect and monitor various coastal and oceanic events. Thanks to the low-loss and large-bandwidth characteristics of the optical fiber as a transmission medium, these sensing data can be sent back to",19,19,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > INTRODUCTION,True
dd9c31fd6534,2D|O_ISAC_020|performance_metrics,2D,O_ISAC_020,performance_metrics,NONE,"In this article, we propose the idea of photonic photonic ISAC and summarize the work on the photonic ISAC system for monitoring different coastal events based on submarine fiber optic cables. In this photonic ISAC system, we utilize the existing monitoring channel of the commercial fiber optic communication system for sensing to realize various maritime sensing and monitoring functions without affecting the ongoing optical communication. In this way, the optical communication and sensing parts can be smoothly integrated by sharing a single submarine fiber. For the sensing part of this integrated system, we use the so-called phase-sensitive optical time-domain reflectometry (Phi-OTDR) technology to detect the acoustic signals caused by various geological and marine activities. Here we focus on ocean wave analysis, earthquake detection, and marine ferry monitoring. With mass data acquired and analyzed, we record and study these coastal events, which provides a helpful tool for geoscientists, oceanographers, and scientists in many other research fields.",35,35,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > INTRODUCTION,True
dd9c31fd6534,2D|O_ISAC_020|performance_metrics,2D,O_ISAC_020,performance_metrics,INDIRECT,"In these future wireless systems using extremely high bands, the concept of ISAC provides leverage, since as the frequency bands go higher with larger bandwidths, better sensing capability and higher resolution can be potentially achieved. The concept of the photonic ISAC is similar to that of the wireless ISAC, since in both the photonic and wireless ISAC systems some of the hardware resources are shared by the communication and sensing parts to form the integrated systems of dual functions. Instead of transmitting and receiving signals in the free space environment, the photonic ISAC system utilizes one single optical fiber as both the transmission and sensing medium. In our proposed photonic ISAC system, we use the existing monitoring channel of the commercial optical communication system to perform the sensing function. Based on mature wavelength-division multiplexing (WDM) technology, this scheme provides enough isolation between the optical communication and sensing channels, as shown in Fig. 2(i-ii). In this way, the sensing part is smoothly integrated with the current commercial optical communication network sharing the same submarine fiber without occupying the ongoing WDM data channels. The novelty and advantage of this photonic ISAC system rely on this, since the communication and sensing parts can run independently. In the photonic ISAC system, the optical sensing probes would not interfere with the communication messages, unlike in a wireless ISAC system this interference has to be considered because the same signals are used for both communication and sensing functions. Due to the limited bandwidths occupied by both the sensing and monitoring signals, which are normally below 100 MHz, the two signals with different wavelengths can be arranged within the monitoring channel. Though the sensing signal would",41,41,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,True
dd9c31fd6534,2D|O_ISAC_020|performance_metrics,2D,O_ISAC_020,performance_metrics,INDIRECT,"not interfere with the optical communication and monitoring services in principle, it somehow increases the system's complexity, since additional filters have to be used within the monitoring channel to distinguish the sensing and monitoring signals. In a photonic ISAC system, the optical communication part is mature and normally compatible with state-of-the-art commercial optical fiber networks. In this section, we will mainly discuss the optical sensing part of the photonic ISAC system in the following.",49,49,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,True
dd9c31fd6534,2D|O_ISAC_020|performance_metrics,2D,O_ISAC_020,performance_metrics,INDIRECT,"Distributed fiber optic sensing technology can be used for the sensing part of the photonic ISAC systems due to its inherent compatibility with the commercial optical fiber networks. It can use standard telecommunication optical fibers as the sensing elements without changing the current fiber networks. With the distributed sensing technique, the whole fiber can be seen as the interrogator, thus we can obtain a large number of sensing elements along the fiber for joint analysis. In fact, the distributed sensing scheme using standard optical fibers has attracted lots of research attention in the last decade, owing to its numerous sensing elements and outstanding performance from the inherent property of optical fiber. It has shown great potential in various applications, though most of which are terrestrial in the beginning. Recently, researchers develop various fiber sensing technologies and start to use them for ocean-related studies, such as offshore earthquake detection [4,5], ocean dynamics [6,7], hydroacoustics [8,9], etc. For the sensing part of the proposed photonic ISAC system in this work, Rayleigh backscattering of the submarine fiber is utilized to measure the surrounding acoustic or vibration signals with a highly coherent optical source. This capability of dynamic parameter sensing enables us to detect and monitor various coastal and oceanic events. The basic principle to perform the distributed sensing in the photonic ISAC is based on the Phi-OTDR technology, which is similar to a 1D radar system in an optical fiber [9–12]. Figure 2 shows the principle and testbed of our photonic ISAC, from which we can notice that the optical communication and sensing parts are in the same rack but work independently in different wavelength channels without interference. As shown in Fig. 2(iv), to perform the distributed acoustic or vibration sensing function, a coherent optical probe pulse is sent into the underwater fiber periodically. Due to the Rayleigh scattering property of silica fiber, the specific backscattering signal from each gauge point is received at a different time within a cycle, forming a speckle-like pattern. The amplitude and phase of the Rayleigh backscattering signal can be demodulated with coherent detection technology. It should be noticed that the coherent detection scheme is essential for phase demodulation in both optical communication and sensing systems. Specifically, homodyne detection and heterodyne detection are the two commonly used coherent detection methods for phase demodulation. In the optical systems with coherent detection, a portion of the laser source as the LO light is mixed with the received optical signals before entering the photodetector. After that, a few simple algorithms and operations, such as frequency mixing, band-pass and lowpass filtering, and trigonometric and unwrapping operations, can be adopted to retrieve the optical phase information. When there is external vibration or acoustic signal around the sensing fiber, the recovered phase change is found linear to the external vibration at a certain location. With simple frequency filtering operation and time-frequency analysis of the demodulated sensing signals, most of the acoustic or vibration signals can be detected and measured. Aiming at marine applications, distributed fiber sensing with outstanding performance is needed, e.g., with longer distance and better sensitivity [10]. Advanced optical communication techniques and machine learning algorithms are recently introduced to distributed fiber sensing for better signal-to-noise ratio (SNR) and pattern recognition function [11, 12]. Besides, due to the multi-source feature of distributed fiber sensing, signal enhancement and direction cognition techniques have been developed for underwater acoustic source localization [13, 14]. All of these prove that the sensing part of the photonic ISAC system can be qualified for coastal and marine applications.",51,51,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,True
