register_id,citation_key,citation_command,source_record_id,screening_record_id,title,authors,year,venue,persistent_identifier_type,persistent_identifier,source_url,source_form,workflow_origin,executed_workflow_status,synthesis_function_rule_status,primary_evidence_denominator_status,primary_role,table_i_assignment_status,primary_reader_task_family,secondary_reader_tasks,secondary_scope_tags,optical_medium_or_network_scope,native_evidence_unit,comparison_logic,lineage_flag,inclusion_rationale,neutral_boundary,date_value,date_precision,date_source,metadata_source,classification_basis,amendment_id,bib_doi_match,bib_title_match
ST-RS1-22,He2026PhotonicFiberISAC,\cite{He2026PhotonicFiberISAC},SCR-00962,SCR-00962,Fiber-based photonic integrated sensing and communication: enabling technologies and key challenges,H. He; P. Li; H. Fan; Z. Pu; X. Zou; W. Pan; L. Yan,2026,Journal of Optical Communications and Networking,DOI,10.1364/jocn.584969,https://doi.org/10.1364/jocn.584969,full_length_or_independently_citable,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,table_i_navigation_source,displayed_in_table_i,waveforms_resource_multiplexing_and_photonic_hardware,architecture_and_system_design; applications_and_challenges,fiber_photonics; enabling_technologies; integration,optical_fiber,"waveform, multiplexing, photonic-hardware, or THz implementation families summarized by the source",mechanism-oriented descriptive comparison,none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.","Contextual synthesis used for survey positioning; not treated as primary technical evidence, an independent effect, or a quality benchmark.",6 Mar 2026,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-23,Lyu2026PhotonicTHzWaveforms,\cite{Lyu2026PhotonicTHzWaveforms},SCR-00982,SCR-00982,Exploring Photonic THz-ISAC Systems With Integrated Waveforms,Z. Lyu; L. Zhang; Q. Deng; X. Fang; L. Bai; Y. -T. Sun; O. Ozolins; G. Liu; X. Pang; X. Yu,2026,Journal of Lightwave Technology,DOI,10.1109/jlt.2025.3615209,https://doi.org/10.1109/jlt.2025.3615209,full_length_or_independently_citable,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,table_i_navigation_source,displayed_in_table_i,waveforms_resource_multiplexing_and_photonic_hardware,architecture_and_system_design; performance_comparison,photonic_THz; integrated_waveforms,photonic_THz,"waveform, multiplexing, photonic-hardware, or THz implementation families summarized by the source",mechanism-oriented descriptive comparison,none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.","Contextual synthesis used for survey positioning; not treated as primary technical evidence, an independent effect, or a quality benchmark.",29 Sep 2025,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-24,Mohsan2026OISACReview,\cite{Mohsan2026OISACReview},SCR-00005,SCR-00005,"Optical integrated sensing and communication: Fundamentals, applications, challenges and future aspects",Mohsan S.A.H.; Bai S.; Huang H.; Hao Y.; Zheng S.; Li Q.; Fu H.Y.,2026,Optical Switching and Networking,DOI,10.1016/j.osn.2026.100854,https://doi.org/10.1016/j.osn.2026.100854,full_length_or_independently_citable,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,table_i_navigation_source,displayed_in_table_i,applications_and_challenges_across_platforms,architecture_and_system_design; waveforms_and_resource_design; future_directions,O-ISAC; multi_platform; applications; challenges,multi_platform_optical,"application scenarios, platform requirements, challenges, and open directions summarized by the source",requirements-oriented narrative comparison,none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.","Contextual synthesis used for survey positioning; not treated as primary technical evidence, an independent effect, or a quality benchmark.",2026,publication_year_only,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-25,Chen2025ROISACProgress,\cite{Chen2025ROISACProgress},MSA-CHEN-2025,not_in_executed_exports,Research Progress on Retroreflective Optical Integrated Sensing and Communication System,"Chen, Chen and Wang, Weiren and Wan, Xin and Zeng, Zhihong and Wang, Dengke",2025,Optical Communication Technology,DOI,10.13921/j.cnki.issn1002-5561.2025.05.003,https://doi.org/10.13921/j.cnki.issn1002-5561.2025.05.003,short_or_focused,manuscript_stage_bounded_addition,absent_from_executed_exports_contextual_addition_only,eligible_under_bounded_manuscript_positioning_rule,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,architecture_and_system_design,technological_evolution; applications_and_challenges,retroreflective_optical_ISAC; research_progress,retroreflective_optical_wireless,"previously reported architectures, integration mechanisms, and system-design patterns",narrative or taxonomic comparison of architecture and integration choices,related_research_line_no_formal_version_relationship_asserted,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis added by a bounded manuscript-stage positioning update; not treated as primary technical evidence or as equivalent in depth to a full-length review.,2025,publication_year_only,resolved_context_bibliography,resolved_context_bibliography; 2026-08-11_bounded_source_function_audit,2026-08-11_bounded_source_function_audit,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-26,Lu2025IntegratedOpticalCommSensingOverview,\cite{Lu2025IntegratedOpticalCommSensingOverview},MSA-LU-2025,not_in_executed_exports,Integrated Optical Communication and Sensing Systems,"Lu, Chao and Wang, Jingchuan and Yan, Yaxi and Liu, Maoqi and Lau, Alan Pak Tao and Yu, Changyuan",2025,2025 25th International Conference on Transparent Optical Networks (ICTON),DOI,10.1109/icton67126.2025.11125313,https://doi.org/10.1109/ICTON67126.2025.11125313,short_or_focused,manuscript_stage_bounded_addition,absent_from_executed_exports_contextual_addition_only,eligible_under_bounded_manuscript_positioning_rule,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,architecture_and_system_design,physical_media_and_networks; future_directions,integrated_optical_communication_and_sensing; overview,multi_platform_optical,"previously reported architectures, integration mechanisms, and system-design patterns",narrative or taxonomic comparison of architecture and integration choices,related_research_line_no_formal_version_relationship_asserted,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis added by a bounded manuscript-stage positioning update; not treated as primary technical evidence or as equivalent in depth to a full-length review.,2025,publication_year_only,resolved_context_bibliography,resolved_context_bibliography; 2026-08-11_bounded_source_function_audit,2026-08-11_bounded_source_function_audit,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-27,Huang2026OPALiDAROverview,\cite{Huang2026OPALiDAROverview},SCR-00222,SCR-00222,Research on the Integrated Sensing and Communication System Based on OPA LiDAR,Huang J.; Huang Y.; Ren T.,2026,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",DOI,10.1007/978-3-032-14681-6_6,https://doi.org/10.1007/978-3-032-14681-6_6,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,architecture_and_system_design,applications_and_challenges; physical_media_and_networks,OPA; LiDAR; optical_wireless; smart_city,FSO_and_OPA_LiDAR,"previously reported architectures, integration mechanisms, and system-design patterns",narrative or taxonomic comparison of architecture and integration choices,none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,2026,publication_year_only,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-28,Yan2023OpticalTransmissionReview,\cite{Yan2023OpticalTransmissionReview},SCR-00952,SCR-00952,A Technical Review of Integrated Sensing and Communication in Optical Transmission System,J. Yan; F. Zheng; Y. Li; M. Pan; Y. Wu; J. Liu; F. Chen; Y. Wang; G. Wu; X. Li; Q. Wang; X. An; Z. Chen; P. Xin; Y. Zhao; J. Zhang,2023,2023 21st International Conference on Optical Communications and Networks (ICOCN),DOI,10.1109/icocn59242.2023.10236125,https://doi.org/10.1109/icocn59242.2023.10236125,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,physical_media_and_optical_networks,architecture_and_system_design; technological_evolution,optical_transmission_systems; technical_review,optical_fiber_transmission,media-specific systems and optical-network integration approaches summarized by the source,"descriptive comparison by optical medium, network context, and integration mechanism",none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,6 Sep 2023,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-29,Lu2024IntegratedOpticalCommSensingOverview,\cite{Lu2024IntegratedOpticalCommSensingOverview},MSA-LU-2024,not_in_executed_exports,Integrated Optical Communication and Distributed Sensing Systems,"Lu, Chao and Wang, Jingchuang and Chen, Shaoyi and Yan, Yaxi and Li, Tianrui and Lu, Liwang and Wu, Yichang and Huang, Wenjin and Lau, Alan Pak Tao and Li, Zhaohui",2024,Advanced Photonics Congress,DOI,10.1364/networks.2024.nem4c.3,https://doi.org/10.1364/NETWORKS.2024.NeM4C.3,short_or_focused,manuscript_stage_bounded_addition,absent_from_executed_exports_contextual_addition_only,eligible_under_bounded_manuscript_positioning_rule,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,physical_media_and_optical_networks,architecture_and_system_design; deployment_and_operations,distributed_sensing; optical_communication; fiber,optical_fiber_networks,media-specific systems and optical-network integration approaches summarized by the source,"descriptive comparison by optical medium, network context, and integration mechanism",related_research_line_no_formal_version_relationship_asserted,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis added by a bounded manuscript-stage positioning update; not treated as primary technical evidence or as equivalent in depth to a full-length review.,2024,publication_year_only,resolved_context_bibliography,resolved_context_bibliography; 2026-08-11_bounded_source_function_audit,2026-08-11_bounded_source_function_audit,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-30,Wu2024FiberISACOverview,\cite{Wu2024FiberISACOverview},SCR-00936,SCR-00936,Recent Advancements and Challenges in Integrated Sensing and Communication in Optical Fiber,Y. Wu; C. Xu; F. Chen; Y. Wang; G. Wu; P. Xin; Z. Chen; P. Zhan; Z. Zhou; Z. Zhang; W. Ma; M. Li; J. Yan; M. Pa; Y. Li; Y. Zhao; J. Zhang,2024,2024 IEEE 24th International Conference on Communication Technology (ICCT),DOI,10.1109/icct62411.2024.10946617,https://doi.org/10.1109/icct62411.2024.10946617,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,physical_media_and_optical_networks,technological_evolution; applications_and_challenges,optical_fiber; advancements; challenges,optical_fiber,media-specific systems and optical-network integration approaches summarized by the source,"descriptive comparison by optical medium, network context, and integration mechanism",none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,8 Apr 2025,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-31,Liu2025SeamlessFiberFSOOverview,\cite{Liu2025SeamlessFiberFSOOverview},SCR-00929,SCR-00929,Integrated Sensing and Communication for Seamless Fiber-Optic and Free-Space Optical Networks,M. Liu; L. Pei; Z. Hu,2025,2025 Photonics Global Conference (PGC),DOI,10.1109/pgc68487.2025.11319468,https://doi.org/10.1109/pgc68487.2025.11319468,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,physical_media_and_optical_networks,architecture_and_system_design; deployment_and_operations,fiber; FSO; seamless_networks,hybrid_fiber_FSO,media-specific systems and optical-network integration approaches summarized by the source,"descriptive comparison by optical medium, network context, and integration mechanism",none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,6 Jan 2026,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-32,Wang2025OpticalFiberNetworksOverview,\cite{Wang2025OpticalFiberNetworksOverview},SCR-00932,SCR-00932,Integrated Sensing and Communication (ISAC) in Optical Fiber Networks: Current Research and Challenges,Z. Wang; G. Zhu; F. Liu; Z. Xu; X. Yang; Y. Peng; Z. Liang; X. Zhou,2025,2025 17th International Conference on Advanced Infocomm Technology (ICAIT),DOI,10.1109/icait66450.2025.11353320,https://doi.org/10.1109/icait66450.2025.11353320,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,physical_media_and_optical_networks,applications_and_challenges; technological_evolution,optical_fiber_networks; current_research; challenges,optical_fiber_networks,media-specific systems and optical-network integration approaches summarized by the source,"descriptive comparison by optical medium, network context, and integration mechanism",none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,28 Jan 2026,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-33,Yang2025ForwardVibrationOverview,\cite{Yang2025ForwardVibrationOverview},SCR-00042,SCR-00042,Recent Advances in Integrated Forward Vibration Sensing in Optical Communication Systems,Yang B.; Luo M.; Zhuo Q.; Tang J.; Hao Y.; Yang Y.,2025,"Asia Communications and Photonics Conference, ACP",DOI,10.1109/acp66871.2025.11350700,https://doi.org/10.1109/acp66871.2025.11350700,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,physical_media_and_optical_networks,waveforms_and_resource_design; network_operations,forward_vibration_sensing; optical_communication_systems,optical_fiber,media-specific systems and optical-network integration approaches summarized by the source,"descriptive comparison by optical medium, network context, and integration mechanism",none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,2025,publication_year_only,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-34,Yu2023THzPhotonicsOverview,\cite{Yu2023THzPhotonicsOverview},SCR-01003,SCR-01003,Terahertz Photonics in Radar and ISAC Applications,X. Yu; Z. Lyu; Z. Yang; H. Zhang; H. Yang; N. Li; C. Zhang; X. Pang; O. Ozolins; L. Zhang; X. Zhang,2023,2023 Asia Communications and Photonics Conference/2023 International Photonics and Optoelectronics Meetings (ACP/POEM),DOI,10.1109/acp/poem59049.2023.10368967,https://doi.org/10.1109/acp/poem59049.2023.10368967,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,waveforms_resource_multiplexing_and_photonic_hardware,applications_and_challenges; architecture_and_system_design,terahertz_photonics; radar; ISAC,photonic_THz,"waveform, multiplexing, photonic-hardware, or THz implementation families summarized by the source",mechanism-oriented descriptive comparison,none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,1 Jan 2024,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-35,Rosmaninho2025ModulationStrategies,\cite{Rosmaninho2025ModulationStrategies},SCR-00999,SCR-00999,Modulation Strategies for Robust Optical Wireless Communications and Sensing in 6G,B. M. S. R. Rosmaninho; V. N. H. Silva; P. P. Monteiro; M. C. R. Medeiros,2025,2025 25th Anniversary International Conference on Transparent Optical Networks (ICTON),DOI,10.1109/icton67126.2025.11125210,https://doi.org/10.1109/icton67126.2025.11125210,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,waveforms_resource_multiplexing_and_photonic_hardware,physical_media_and_networks; 6G_context,modulation; optical_wireless; robustness; 6G,optical_wireless,"waveform, multiplexing, photonic-hardware, or THz implementation families summarized by the source",mechanism-oriented descriptive comparison,none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,25 Aug 2025,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-36,Zhang2025PhotonicTHzOverview,\cite{Zhang2025PhotonicTHzOverview},SCR-00108,SCR-00108,Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems,Zhang L.; Lyu Z.; Ozolins O.; Pang X.; Yu X.,2025,"2025 Optical Fiber Communications Conference and Exhibition, OFC 2025 - Proceedings",DOI,10.1364/ofc.2025.w4f.6,https://doi.org/10.1364/ofc.2025.w4f.6,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,waveforms_resource_multiplexing_and_photonic_hardware,architecture_and_system_design; algorithms,photonic_THz; waveform_design; optical_processing,photonic_THz,"waveform, multiplexing, photonic-hardware, or THz implementation families summarized by the source",mechanism-oriented descriptive comparison,none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,2025,publication_year_only,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-37,Salem2024VisibleLightProspects,\cite{Salem2024VisibleLightProspects},SCR-00991,SCR-00991,Joint Communication and Sensing Prospects: Potential Through Visible Light,Z. Salem; C. Krutzler; A. Peter,2024,2024 International Conference on Broadband Communications for Next Generation Networks and Multimedia Applications (CoBCom),DOI,10.1109/cobcom62281.2024.10631227,https://doi.org/10.1109/cobcom62281.2024.10631227,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,applications_and_challenges_across_platforms,physical_media_and_networks; future_directions,visible_light; joint_communication_and_sensing,VLC_LiFi,"application scenarios, platform requirements, challenges, and open directions summarized by the source",requirements-oriented narrative comparison,none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,19 Aug 2024,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
ST-RS1-38,Boffi2025AccessMonitoringOverview,\cite{Boffi2025AccessMonitoringOverview},SCR-00967,SCR-00967,Joint communication and sensing in access networks for anthropic activities monitoring and real-time safety surveillance,P. Boffi; M. Fasano; A. Madaschi; P. Parolari,2025,2025 IEEE Photonics Society Summer Topicals Meeting Series (SUM),DOI,10.1109/sum65312.2025.11121744,https://doi.org/10.1109/sum65312.2025.11121744,short_or_focused,captured_in_executed_review_workflow,retained_contextual_synthesis,eligible,contextual_only_outside_locked_206_study_primary_denominator,st_rs1_companion_source,not_displayed_short_or_focused,applications_and_challenges_across_platforms,physical_media_and_networks; deployment_and_operations,access_networks; anthropic_activity_monitoring; safety,optical_access_networks,"application scenarios, platform requirements, challenges, and open directions summarized by the source",requirements-oriented narrative comparison,none_identified_in_bounded_audit,"Central scope concerns integrated optical communication and sensing, and the dominant function synthesizes more than one prior system, solution class, or research line.",Short or focused contextual synthesis retained for companion visibility; not treated as primary technical evidence or as equivalent in depth to a full-length review.,19 Aug 2025,reported_date_string,executed_deduplicated_record_export_2026-06-22,executed_deduplicated_record_export_2026-06-22; resolved_context_bibliography,2026-08-11_bounded_source_function_audit_plus_executed_export_title_abstract,contextual_synthesis_positioning_update_2026-08-13,True,True
