batch_id,paper_id,section2_anchor,extraction_json_path,markdown_path,DRMIN_CANDIDATE,DZ_CANDIDATE,OSNR_CANDIDATE,ESNR_CANDIDATE,candidate_locator_drmin,candidate_locator_dz,candidate_locator_osnr,candidate_locator_esnr,invalid_reason
B07,O_ISAC_079,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[78],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_079\O_ISAC_079.md,0,1,0,0,,HeadingPath: ## **Operation Principle** | excerpt: probe. Its Rayleigh | where_hint: O_ISAC_079.md: probe. Its Rayleigh,,,
B07,O_ISAC_080,II-D,data/extraction_results_v4/extraction_v4_unified.json[79],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_080\O_ISAC_080.md,0,0,1,0,,,HeadingPath: # Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access | excerpt: noise ratio (OSNR) | where_hint: O_ISAC_080.md: noise ratio (OSNR),,
B07,O_ISAC_081,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[80],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_081\O_ISAC_081.md,0,0,0,0,,,,,
B07,O_ISAC_082,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[81],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md,1,1,0,0,HeadingPath: # Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM | excerpt: 1.94-cm ranging resolution. | where_hint: O_ISAC_082.md: 1.94-cm ranging resolution.,HeadingPath: ### B. Sensing Model | excerpt: and (d) Rayleigh | where_hint: O_ISAC_082.md: and (d) Rayleigh,,,anchor_conflict_candidate
B07,O_ISAC_083,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[82],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_083\O_ISAC_083.md,0,0,0,0,,,,,
B07,O_ISAC_084,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[83],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_084\O_ISAC_084.md,0,0,0,0,,,,,
B08,O_ISAC_085,II-D,data/extraction_results_v4/extraction_v4_unified.json[84],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_085\O_ISAC_085.md,0,0,1,0,,,HeadingPath: # III. EXPERIMENTAL SETUP AND RESULTS | excerpt: noise ratio (OSNR) | where_hint: O_ISAC_085.md: noise ratio (OSNR),,
B08,O_ISAC_086,II-D,data/extraction_results_v4/extraction_v4_unified.json[85],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_086\O_ISAC_086.md,1,0,0,0,"HeadingPath: # Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving | excerpt: 3.75-cm range resolution, | where_hint: O_ISAC_086.md: 3.75-cm range resolution,",,,,
B08,O_ISAC_088,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[86],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_088\O_ISAC_088.md,0,0,0,0,,,,,references_only
B08,O_ISAC_089,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[87],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_089\O_ISAC_089.md,0,0,0,0,,,,,
B08,O_ISAC_090,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[88],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_090\O_ISAC_090.md,0,1,0,0,,HeadingPath: #### I. INTRODUCTION | excerpt: on weak Rayleigh | where_hint: O_ISAC_090.md: on weak Rayleigh,,,
B08,O_ISAC_091,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[89],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_091\O_ISAC_091.md,0,0,0,0,,,,,
B08,O_ISAC_092,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[90],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_092\O_ISAC_092.md,0,0,0,0,,,,,
B08,O_ISAC_093,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[91],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_093\O_ISAC_093.md,0,1,0,0,,HeadingPath: #### 1) Signal Processing: | excerpt: such as Rayleigh | where_hint: O_ISAC_093.md: such as Rayleigh,,,
B08,O_ISAC_094,II-A,data/extraction_results_v4/extraction_v4_unified.json[92],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_094\O_ISAC_094\O_ISAC_094.md,0,1,0,0,,HeadingPath: ## B. Semantic Fusion and Communication Model | excerpt: h is Rayleigh | where_hint: O_ISAC_094.md: h is Rayleigh,,,
B08,O_ISAC_095,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[93],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_095\O_ISAC_095\O_ISAC_095.md,1,1,0,0,HeadingPath: # A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering | excerpt: 30-cm ranging resolution | where_hint: O_ISAC_095.md: 30-cm ranging resolution,HeadingPath: ## *C. Discussion* | excerpt: and avoid Rayleigh | where_hint: O_ISAC_095.md: and avoid Rayleigh,,,anchor_conflict_candidate
B08,O_ISAC_096,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[94],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_096\O_ISAC_096\O_ISAC_096.md,0,1,0,0,,HeadingPath: #### I. Introduction | excerpt: Mie and Rayleigh-Gans-Debye | where_hint: O_ISAC_096.md: Mie and Rayleigh-Gans-Debye,,,
B08,O_ISAC_097,II-D,data/extraction_results_v4/extraction_v4_unified.json[95],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_097\O_ISAC_097\O_ISAC_097.md,1,0,0,0,HeadingPath: # Microwave Photonic Integrated Sensing and Communication Based on Polarization Multiplexing and Frequency-to-Time Mapping | excerpt: radar ranging resolution; | where_hint: O_ISAC_097.md: radar ranging resolution;,,,,
B09,O_ISAC_098,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[96],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_098\O_ISAC_098\O_ISAC_098.md,0,0,0,0,,,,,
B09,O_ISAC_099,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[97],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_099\O_ISAC_099\O_ISAC_099.md,1,0,0,0,HeadingPath: ## A. System Model | excerpt: the ranging resolution | where_hint: O_ISAC_099.md: the ranging resolution,,,,
B09,O_ISAC_100,II-D,data/extraction_results_v4/extraction_v4_unified.json[98],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_100\O_ISAC_100\O_ISAC_100.md,0,0,0,1,,,,"HeadingPath: # <span id=""page-11-0""></span>*B. Communication Performance Metrics* | excerpt: w.r.t. electrical SNR | where_hint: O_ISAC_100.md: w.r.t. electrical SNR",
B09,O_ISAC_101,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[99],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_101\O_ISAC_101\O_ISAC_101.md,0,0,0,0,,,,,references_only
B09,O_ISAC_102,II-A,data/extraction_results_v4/extraction_v4_unified.json[100],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_102\O_ISAC_102\O_ISAC_102.md,0,1,0,0,,HeadingPath: # III. THEORETICAL MODEL | excerpt: attenuation and Rayleigh | where_hint: O_ISAC_102.md: attenuation and Rayleigh,,,
B09,O_ISAC_103,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[101],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_103\O_ISAC_103\O_ISAC_103.md,0,1,0,0,,HeadingPath: ## **Experiment setup and results** | excerpt: and the Rayleigh | where_hint: O_ISAC_103.md: and the Rayleigh,,,
B09,O_ISAC_104,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[102],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_104\O_ISAC_104\O_ISAC_104.md,0,0,0,0,,,,,
B09,O_ISAC_105,II-D,data/extraction_results_v4/extraction_v4_unified.json[103],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_105\O_ISAC_105\O_ISAC_105.md,1,0,0,0,HeadingPath: # Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform | excerpt: a range resolution | where_hint: O_ISAC_105.md: a range resolution,,,,
B09,O_ISAC_106,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[104],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_106\O_ISAC_106\O_ISAC_106.md,0,0,0,0,,,,,
B09,O_ISAC_107,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[105],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_107\O_ISAC_107\O_ISAC_107.md,0,0,0,0,,,,,
B09,O_ISAC_108,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[106],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_108\O_ISAC_108\O_ISAC_108.md,0,0,0,0,,,,,
B09,O_ISAC_109,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[107],c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_109\O_ISAC_109\O_ISAC_109.md,0,0,0,0,,,,,
B10,O_ISAC_110,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[108],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_110\O_ISAC_110\O_ISAC_110.md,0,0,0,0,,,,,
B10,O_ISAC_111,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[109],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_111\O_ISAC_111\O_ISAC_111.md,1,0,0,0,"HeadingPath: # A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics | excerpt: integrated sensing and communication system. Realtime 125.516-Gbps data rate and offline 10-mm ranging resolution are achieved simultaneously in the 120-150 GHz band, enabled by a | where_hint: O_ISAC_111.md: integrated sensing and communication system. Realtime 125.516-Gbps data rate and offline 10-mm ranging resolution are achieved simultaneously in the 120-150 GHz band, enabled by a",,,,
B10,O_ISAC_112,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[110],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_112\O_ISAC_112\O_ISAC_112.md,0,0,0,0,,,,,
B10,O_ISAC_113,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[111],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_113\O_ISAC_113\O_ISAC_113.md,0,0,0,0,,,,,
B10,O_ISAC_114,II-D,data/extraction_results_v4/extraction_v4_unified.json[112],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_114\O_ISAC_114\O_ISAC_114.md,1,0,0,0,"HeadingPath: #### B. Sensing Processing Module | excerpt: converter of the sensing receiver, i.e., the sampling rate, and then the distance resolution and the maximum ranging distance are expressed as $\Delta d = | where_hint: O_ISAC_114.md: converter of the sensing receiver, i.e., the sampling rate, and then the distance resolution and the maximum ranging distance are expressed as $\Delta d =",,,,
B10,O_ISAC_115,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[113],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_115\O_ISAC_115\O_ISAC_115.md,1,0,0,0,"HeadingPath: ## *B. Challenges of ISAC Channel Modeling* | excerpt: The gesture and activity recognition requires the finger-level precision. To achieve the distance resolution of 1 cm, the measured bandwidth should be larger than 30 | where_hint: O_ISAC_115.md: The gesture and activity recognition requires the finger-level precision. To achieve the distance resolution of 1 cm, the measured bandwidth should be larger than 30",,,,
B10,O_ISAC_116,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[114],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_116\O_ISAC_116\O_ISAC_116.md,0,0,0,0,,,,,
B10,O_ISAC_117,II-D,data/extraction_results_v4/extraction_v4_unified.json[115],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_117\O_ISAC_117\O_ISAC_117.md,1,0,0,0,"HeadingPath: # INTRODUCTION | excerpt: hybrid waveform exhibits similar BER performance compared to 16QAM while demonstrating good distance resolution in its ambiguity function plot. On the other hand, Orthogonal Frequency | where_hint: O_ISAC_117.md: hybrid waveform exhibits similar BER performance compared to 16QAM while demonstrating good distance resolution in its ambiguity function plot. On the other hand, Orthogonal Frequency",,,,
B10,O_ISAC_118,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[116],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_118\O_ISAC_118\O_ISAC_118.md,0,0,0,0,,,,,
B10,O_ISAC_119,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[117],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_119\O_ISAC_119\O_ISAC_119.md,0,0,0,0,,,,,
B10,O_ISAC_120,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[118],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_120\O_ISAC_120\O_ISAC_120.md,0,0,0,0,,,,,
B10,O_ISAC_121,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[119],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_121\O_ISAC_121\O_ISAC_121.md,0,0,0,0,,,,,
B11,O_ISAC_122,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[120],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_122\O_ISAC_122\O_ISAC_122.md,0,0,0,0,,,,,
B11,O_ISAC_123,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[121],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_123\O_ISAC_123\O_ISAC_123.md,0,0,0,0,,,,,
B11,O_ISAC_124,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[122],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_124\O_ISAC_124\O_ISAC_124.md,0,0,0,0,,,,,
B11,O_ISAC_125,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[123],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_125\O_ISAC_125\O_ISAC_125.md,0,0,0,0,,,,,
B11,O_ISAC_126,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[124],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_126\O_ISAC_126\O_ISAC_126.md,0,0,0,0,,,,,
B11,O_ISAC_127,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[125],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_127\O_ISAC_127\O_ISAC_127.md,0,0,0,0,,,,,
B11,O_ISAC_128,II-D,data/extraction_results_v4/extraction_v4_unified.json[126],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_128\O_ISAC_128\O_ISAC_128.md,0,1,0,0,,"HeadingPath: #### **Experimental setup** | excerpt: followed by offline communication digital signal processing (DSP). At the sensing receiver, Rayleigh backscattering signals from four fiber links (I~IV) are simultaneously received in time | where_hint: O_ISAC_128.md: followed by offline communication digital signal processing (DSP). At the sensing receiver, Rayleigh backscattering signals from four fiber links (I~IV) are simultaneously received in time",,,
B11,O_ISAC_129,II-D,data/extraction_results_v4/extraction_v4_unified.json[127],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_129\O_ISAC_129\O_ISAC_129.md,1,0,0,0,"HeadingPath: #### D. Sensing Performance Verification and Evaluation | excerpt: the accuracy of status perception using Recognition Error Rate (RER). 1) Sensing distance resolution: Our risk detection algorithm relies on high-precision distance sensing. Therefore, we | where_hint: O_ISAC_129.md: the accuracy of status perception using Recognition Error Rate (RER). 1) Sensing distance resolution: Our risk detection algorithm relies on high-precision distance sensing. Therefore, we",,,,
B11,O_ISAC_130,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[128],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_130\O_ISAC_130\O_ISAC_130.md,0,0,0,0,,,,,
B11,O_ISAC_131,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[129],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_131\O_ISAC_131\O_ISAC_131.md,0,0,0,0,,,,,
B11,O_ISAC_132,II-D,data/extraction_results_v4/extraction_v4_unified.json[130],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_132\O_ISAC_132\O_ISAC_132.md,1,0,1,0,"HeadingPath: ## V. TERAHERTZ INTEGRATED SENSING AND COMMUNICATION | excerpt: GHz, as shown by the zoom-in view in Fig. 20(d). Therefore, the range resolution calculated according to the spectrum width is 1.58 cm, which was | where_hint: O_ISAC_132.md: GHz, as shown by the zoom-in view in Fig. 20(d). Therefore, the range resolution calculated according to the spectrum width is 1.58 cm, which was",,"HeadingPath: ## *A. Antenna Polarization Diversity for High-Speed Polarization Multiplexing Wireless Signal Delivery at W-band* | excerpt: (h), respectively. {4}------------------------------------------------ ![](_page_4_Figure_2.jpeg) Fig. 3. (a) The relationship between BER and OSNR of 128 Gbit/s signal after 2 m wireless with and without fiber | where_hint: O_ISAC_132.md: (h), respectively. {4}------------------------------------------------ ![](_page_4_Figure_2.jpeg) Fig. 3. (a) The relationship between BER and OSNR of 128 Gbit/s signal after 2 m wireless with and without fiber",,
B11,O_ISAC_133,II-D,data/extraction_results_v4/extraction_v4_unified.json[131],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_133\O_ISAC_133\O_ISAC_133.md,1,0,0,0,"HeadingPath: # B. Estimation of Distance and velocity in Passive Sensing Process | excerpt: $T = \frac{N}{B}$ . The sampling interval is $\frac{1}{B}$ , and the distance resolution is given by $\frac{c}{B}$ , where c is the speed of | where_hint: O_ISAC_133.md: $T = \frac{N}{B}$ . The sampling interval is $\frac{1}{B}$ , and the distance resolution is given by $\frac{c}{B}$ , where c is the speed of",,,,
B12,O_ISAC_134,II-D,data/extraction_results_v4/extraction_v4_unified.json[132],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_134\O_ISAC_134\O_ISAC_134.md,1,0,0,0,"HeadingPath: ### <span id=""page-2-0""></span>**II. SYSTEM MODEL** | excerpt: to traditional pulse radar, the FMCW radar offers lower power consumption, better range resolution, and it has also lower cost [20]. Focusing on the vehicular | where_hint: O_ISAC_134.md: to traditional pulse radar, the FMCW radar offers lower power consumption, better range resolution, and it has also lower cost [20]. Focusing on the vehicular",,,,
B12,O_ISAC_135,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[133],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_135\O_ISAC_135\O_ISAC_135.md,0,0,0,0,,,,,
B12,O_ISAC_136,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[134],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_136\O_ISAC_136\O_ISAC_136.md,0,0,0,0,,,,,
B12,O_ISAC_137,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[135],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_137\O_ISAC_137\O_ISAC_137.md,0,0,0,0,,,,,
B12,O_ISAC_138,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[136],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_138\O_ISAC_138\O_ISAC_138.md,0,0,0,0,,,,,
B12,O_ISAC_139,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[137],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_139\O_ISAC_139\O_ISAC_139.md,0,0,0,0,,,,,
B12,O_ISAC_140,II-A,data/extraction_results_v4/extraction_v4_unified.json[138],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_140\O_ISAC_140\O_ISAC_140.md,1,0,0,0,"HeadingPath: ## B. Proposed DL model | excerpt: the 16m. Sampling frequency 1.76GHz of the RF system results in the range resolution of 17cm, so we limit the delay dimension of $P_{\Theta_{AoA} \times | where_hint: O_ISAC_140.md: the 16m. Sampling frequency 1.76GHz of the RF system results in the range resolution of 17cm, so we limit the delay dimension of $P_{\Theta_{AoA} \times",,,,
B12,O_ISAC_141,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[139],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_141\O_ISAC_141\O_ISAC_141.md,0,0,0,0,,,,,
B12,O_ISAC_142,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[140],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_142\O_ISAC_142\O_ISAC_142.md,0,0,0,0,,,,,
B12,O_ISAC_143,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[141],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_143\O_ISAC_143\O_ISAC_143.md,0,0,0,0,,,,,
B12,O_ISAC_144,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[142],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_144\O_ISAC_144\O_ISAC_144.md,0,0,0,0,,,,,
B12,O_ISAC_145,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[143],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_145\O_ISAC_145\O_ISAC_145.md,0,0,0,0,,,,,
B13,O_ISAC_146,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[144],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_146\O_ISAC_146\O_ISAC_146.md,0,0,0,0,,,,,
B13,O_ISAC_147,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[145],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_147\O_ISAC_147\O_ISAC_147.md,0,0,0,0,,,,,
B13,O_ISAC_148,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[146],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_148\O_ISAC_148\O_ISAC_148.md,0,0,0,0,,,,,
B13,O_ISAC_149,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[147],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_149\O_ISAC_149\O_ISAC_149.md,0,0,0,0,,,,,
B13,O_ISAC_150,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[148],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_150\O_ISAC_150\O_ISAC_150.md,0,0,0,0,,,,,
B13,O_ISAC_151,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[149],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_151\O_ISAC_151\O_ISAC_151.md,0,0,0,0,,,,,
B13,O_ISAC_152,II-UNK,data/extraction_results_v4/extraction_v4_unified.json[150],C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_152\O_ISAC_152\O_ISAC_152.md,0,0,0,0,,,,,
