paper_id,extraction_json_path,oisac_modality_label,carrier_band_label,sensing_task_type,has_rate,has_spectral_efficiency,has_resolution_any,has_range_resolution_field,has_spatial_resolution_field,resolution_defensibility_label,snr_plane_label,verified_manual,manual_markdown_path,manual_evidence_locator,rule_applied
O_ISAC_133,data/extraction_results_v4/extraction_v4_unified.json[131],wireless_fso,visible,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_134,data/extraction_results_v4/extraction_v4_unified.json[132],hybrid,mmWave,localization,0,0,0,0,0,AMBIGUOUS,AMBIGUOUS,0,,,AMB|SNR_AMB
O_ISAC_135,data/extraction_results_v4/extraction_v4_unified.json[133],hybrid,TIR,volcanic_ash_detection,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_136,data/extraction_results_v4/extraction_v4_unified.json[134],hybrid,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_137,data/extraction_results_v4/extraction_v4_unified.json[135],wireless_fso,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_138,data/extraction_results_v4/extraction_v4_unified.json[136],hybrid,mmWave,localization,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_139,data/extraction_results_v4/extraction_v4_unified.json[137],wireless,not reported,localization,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_140,data/extraction_results_v4/extraction_v4_unified.json[138],wireless,mmWave,ranging,0,0,0,0,0,AMBIGUOUS,AMBIGUOUS,0,,,AMB|SNR_AMB
O_ISAC_141,data/extraction_results_v4/extraction_v4_unified.json[139],wireless,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_142,data/extraction_results_v4/extraction_v4_unified.json[140],hybrid,other,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_143,data/extraction_results_v4/extraction_v4_unified.json[141],wireless_vlc,visible,"ranging, localization_2d, velocity",1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_144,data/extraction_results_v4/extraction_v4_unified.json[142],hybrid,other,localization_2d;localization_3d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_145,data/extraction_results_v4/extraction_v4_unified.json[143],hybrid,NIR,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_146,data/extraction_results_v4/extraction_v4_unified.json[144],hybrid,NR,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_147,data/extraction_results_v4/extraction_v4_unified.json[145],wireless_fso,Not Reported,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_148,data/extraction_results_v4/extraction_v4_unified.json[146],hybrid,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_149,data/extraction_results_v4/extraction_v4_unified.json[147],hybrid,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_150,data/extraction_results_v4/extraction_v4_unified.json[148],hybrid,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_151,data/extraction_results_v4/extraction_v4_unified.json[149],hybrid,other,localization_2d,0,0,0,0,0,AMBIGUOUS,AMBIGUOUS,0,,,AMB|SNR_AMB
O_ISAC_152,data/extraction_results_v4/extraction_v4_unified.json[150],hybrid,C-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_153,data/extraction_results_v4/extraction_v4_unified.json[151],terahertz,terahertz,ranging,1,1,1,1,0,DRMIN_DEFENSIBLE,ESNR_PLANE,0,,,DR1|SNR_ESNR1
O_ISAC_154,data/extraction_results_v4/extraction_v4_unified.json[152],hybrid,other,localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_155,data/extraction_results_v4/extraction_v4_unified.json[153],hybrid,other,localization_2d;localization_3d,0,0,0,0,0,AMBIGUOUS,AMBIGUOUS,0,,,AMB|SNR_AMB
O_ISAC_156,data/extraction_results_v4/extraction_v4_unified.json[154],hybrid,other,other,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_157,data/extraction_results_v4/extraction_v4_unified.json[155],wireless,other,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_158,data/extraction_results_v4/extraction_v4_unified.json[156],hybrid,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_159,data/extraction_results_v4/extraction_v4_unified.json[157],hybrid,D-band,ranging,1,1,1,1,0,DRMIN_DEFENSIBLE,ESNR_PLANE,0,,,DR1|SNR_ESNR1
O_ISAC_160,data/extraction_results_v4/extraction_v4_unified.json[158],RF,mmWave,localization,1,1,0,0,0,AMBIGUOUS,AMBIGUOUS,0,,,AMB|SNR_AMB
O_ISAC_161,data/extraction_results_v4/extraction_v4_unified.json[159],hybrid,mmW,ranging,1,1,1,1,0,DRMIN_DEFENSIBLE,ESNR_PLANE,0,,,DR1|SNR_ESNR1
O_ISAC_162,data/extraction_results_v4/extraction_v4_unified.json[160],hybrid,C-band,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_163,data/extraction_results_v4/extraction_v4_unified.json[161],hybrid,mmWave,ranging,1,1,1,1,0,DRMIN_DEFENSIBLE,AMBIGUOUS,0,,,DR1|SNR_AMB
O_ISAC_164,data/extraction_results_v4/extraction_v4_unified.json[162],hybrid,visible,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_165,data/extraction_results_v4/extraction_v4_unified.json[163],hybrid,mid-infrared,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_166,data/extraction_results_v4/extraction_v4_unified.json[164],hybrid,visible,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_167,data/extraction_results_v4/extraction_v4_unified.json[165],hybrid,C-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_171,data/extraction_results_v4/extraction_v4_unified.json[166],hybrid,Ku-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_172,data/extraction_results_v4/extraction_v4_unified.json[167],cabled_fibre,C-band,ranging,1,1,1,1,0,AMBIGUOUS,ESNR_PLANE,0,,,AMB|SNR_ESNR1
O_ISAC_173,data/extraction_results_v4/extraction_v4_unified.json[168],wireless_vlc,visible,localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_185,data/extraction_results_v4/extraction_v4_unified.json[169],wireless_vlc,visible,localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_186,data/extraction_results_v4/extraction_v4_unified.json[170],hybrid,other,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_187,data/extraction_results_v4/extraction_v4_unified.json[171],hybrid,Ku-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_188,data/extraction_results_v4/extraction_v4_unified.json[172],cabled_fibre,C-band,localization_2d,1,1,1,1,0,AMBIGUOUS,ESNR_PLANE,0,,,AMB|SNR_ESNR1
O_ISAC_189,data/extraction_results_v4/extraction_v4_unified.json[173],hybrid,C-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_190,data/extraction_results_v4/extraction_v4_unified.json[174],cabled_fibre,C-band,localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_195,data/extraction_results_v4/extraction_v4_unified.json[175],hybrid,Ku-band,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_199,data/extraction_results_v4/extraction_v4_unified.json[176],hybrid,C-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_200,data/extraction_results_v4/extraction_v4_unified.json[177],cabled_fibre,C-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_202,data/extraction_results_v4/extraction_v4_unified.json[178],cabled_fibre,C-band,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_203,data/extraction_results_v4/extraction_v4_unified.json[179],hybrid,NIR,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_206,data/extraction_results_v4/extraction_v4_unified.json[180],hybrid,millimeter-wave,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_218,data/extraction_results_v4/extraction_v4_unified.json[181],hybrid,visible,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_219,data/extraction_results_v4/extraction_v4_unified.json[182],hybrid,Not reported,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_220,data/extraction_results_v4/extraction_v4_unified.json[183],cabled_fibre,C-band,temperature_sensing,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_237,data/extraction_results_v4/extraction_v4_unified.json[184],hybrid,Not Reported,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_241,data/extraction_results_v4/extraction_v4_unified.json[185],hybrid,mmWave,ranging;localization,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_242,data/extraction_results_v4/extraction_v4_unified.json[186],hybrid,W-band,ranging;localization,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_245,data/extraction_results_v4/extraction_v4_unified.json[187],wireless_fso,mmWave,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_248,data/extraction_results_v4/extraction_v4_unified.json[188],cabled_fibre,C-band,vibration,1,1,1,1,0,AMBIGUOUS,ESNR_PLANE,0,,,AMB|SNR_ESNR1
O_ISAC_252,data/extraction_results_v4/extraction_v4_unified.json[189],wireless_fso,NR,ranging;turbulence_sensing,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_259,data/extraction_results_v4/extraction_v4_unified.json[190],hybrid,C-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_272,data/extraction_results_v4/extraction_v4_unified.json[191],hybrid,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_276,data/extraction_results_v4/extraction_v4_unified.json[192],cabled_fibre,C-band,ranging;localization_2d,1,1,1,1,0,AMBIGUOUS,ESNR_PLANE,0,,,AMB|SNR_ESNR1
O_ISAC_280,data/extraction_results_v4/extraction_v4_unified.json[193],hybrid,sub-6G,localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_283,data/extraction_results_v4/extraction_v4_unified.json[194],hybrid,C-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_286,data/extraction_results_v4/extraction_v4_unified.json[195],hybrid,NIR,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_288,data/extraction_results_v4/extraction_v4_unified.json[196],hybrid,mm-wave,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_291,data/extraction_results_v4/extraction_v4_unified.json[197],hybrid,visible,localization_2d;localization_3d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_300,data/extraction_results_v4/extraction_v4_unified.json[198],hybrid,THz,ranging,1,1,1,1,0,DRMIN_DEFENSIBLE,AMBIGUOUS,0,,,DR1|SNR_AMB
O_ISAC_301,data/extraction_results_v4/extraction_v4_unified.json[199],hybrid,W-band,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_303,data/extraction_results_v4/extraction_v4_unified.json[200],wireless_vlc,visible,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_304,data/extraction_results_v4/extraction_v4_unified.json[201],hybrid,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_310,data/extraction_results_v4/extraction_v4_unified.json[202],hybrid,THz,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_324,data/extraction_results_v4/extraction_v4_unified.json[203],hybrid,C-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_327,data/extraction_results_v4/extraction_v4_unified.json[204],hybrid,visible,localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_340,data/extraction_results_v4/extraction_v4_unified.json[205],hybrid,Not Reported,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_347,data/extraction_results_v4/extraction_v4_unified.json[206],cabled_fibre,C-band,ranging;localization_2d,1,0,0,0,0,AMBIGUOUS,ESNR_PLANE,0,,,AMB|SNR_ESNR1
O_ISAC_348,data/extraction_results_v4/extraction_v4_unified.json[207],hybrid,C-band,vibration,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_349,data/extraction_results_v4/extraction_v4_unified.json[208],hybrid,THz,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_350,data/extraction_results_v4/extraction_v4_unified.json[209],hybrid,visible,motion_detection,1,1,1,1,0,AMBIGUOUS,AMBIGUOUS,0,,,AMB|SNR_AMB
O_ISAC_351,data/extraction_results_v4/extraction_v4_unified.json[210],hybrid,visible,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_354,data/extraction_results_v4/extraction_v4_unified.json[211],wireless_vlc,visible,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_356,data/extraction_results_v4/extraction_v4_unified.json[212],wireless_fso,THz,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_360,data/extraction_results_v4/extraction_v4_unified.json[213],cabled_fibre,visible,localization_2d;target_detection,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_368,data/extraction_results_v4/extraction_v4_unified.json[214],hybrid,other,ranging;localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_371,data/extraction_results_v4/extraction_v4_unified.json[215],wireless_vlc,visible,localization_2d,1,0,0,0,0,AMBIGUOUS,AMBIGUOUS,0,,,AMB|SNR_AMB
O_ISAC_377,data/extraction_results_v4/extraction_v4_unified.json[216],hybrid,Ka-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_379,data/extraction_results_v4/extraction_v4_unified.json[217],hybrid,W-band,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_381,data/extraction_results_v4/extraction_v4_unified.json[218],wireless_vlc,visible,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_386,data/extraction_results_v4/extraction_v4_unified.json[219],wireless_vlc,visible,localization_2d,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
O_ISAC_388,data/extraction_results_v4/extraction_v4_unified.json[220],wireless_vlc,visible,ranging,1,1,1,1,1,AMBIGUOUS,AMBIGUOUS,0,,,C0_AMB|SNR_AMB
