entry_type,sheet_name,field_name,code_group,code,label_or_definition,decision_rule,data_type,required_stage,missing_rule,rq_mapping,phase_boundary,schema_version
field,03_EVIDENCE_ITEMS,scope_record_id,,,scope record id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,source_screening_record_id,,,Report-level foreign key identifying the exact evidence source.,Required in the Phase D baseline or when a row is created.,text,baseline,Must not be blank.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,evidence_domain,,,evidence domain,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,variable_code,,,variable code,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,value_status,,,Evidence-status code; blank means not yet reviewed.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,value_code,,,value code,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,value_text,,,value text,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,value_numeric,,,value numeric,Complete during extraction when applicable; do not infer unsupported content.,number,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,unit_reported,,,unit reported,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,value_origin,,,"Whether the value is reported, calculated or digitized.",Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,is_primary_evidence,,,is primary evidence,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,pdf_page,,,PDF page index/number used to locate the evidence.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,printed_page,,,Printed page number when it differs from the PDF page.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,section_heading,,,section heading,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,table_id,,,table id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,figure_id,,,figure id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,equation_id,,,equation id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,evidence_note,,,evidence note,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,source_path,,,source path,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,extraction_status,,,extraction status,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,extractor_id,,,extractor id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,extraction_date,,,extraction date,Complete during extraction when applicable; do not infer unsupported content.,date_or_iso_text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,verifier_id,,,verifier id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,verification_status,,,verification status,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,adjudication_status,,,adjudication status,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,qa_flag,,,qa flag,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,03_EVIDENCE_ITEMS,schema_version,,,Version of the extraction schema applied to the row.,Required in the Phase D baseline or when a row is created.,text,baseline,Must not be blank.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,metric_record_id,,,Unique metric-result identifier.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ2|RQ3,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,study_cluster_id,,,Locked Phase B study-level primary key.,Required in the Phase D baseline or when a row is created.,text,baseline,Must not be blank.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,source_screening_record_id,,,Report-level foreign key identifying the exact evidence source.,Required in the Phase D baseline or when a row is created.,text,baseline,Must not be blank.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,condition_set_id,,,condition set id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,tradeoff_id,,,Unique rate–sensing tradeoff identifier.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ4,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,metric_domain,,,metric domain,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ2|RQ3,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,metric_family_code,,,metric family code,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ2|RQ3,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,metric_name_reported,,,metric name reported,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ2|RQ3,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,metric_definition_reported,,,metric definition reported,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ2|RQ3,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,measurement_plane_code,,,measurement plane code,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,validation_type_code,,,validation type code,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ6,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,result_representation,,,result representation,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,comparison_operator,,,comparison operator,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,value_numeric,,,value numeric,Complete during extraction when applicable; do not infer unsupported content.,number,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,value_low,,,value low,Complete during extraction when applicable; do not infer unsupported content.,number,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,value_high,,,value high,Complete during extraction when applicable; do not infer unsupported content.,number,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,uncertainty_type,,,uncertainty type,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,uncertainty_value,,,uncertainty value,Complete during extraction when applicable; do not infer unsupported content.,number,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,unit_reported,,,unit reported,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,value_reported_text,,,value reported text,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,value_status,,,Evidence-status code; blank means not yet reviewed.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,value_origin,,,"Whether the value is reported, calculated or digitized.",Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,normalization_status,,,normalization status,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,normalized_value,,,normalized value,Complete during extraction when applicable; do not infer unsupported content.,number,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,normalized_unit,,,normalized unit,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,normalization_formula,,,Explicit auditable formula used for any normalized value.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,normalization_input_ids,,,Evidence or metric IDs used as inputs to normalization.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,scenario_summary,,,scenario summary,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,baseline_comparator,,,baseline comparator,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,comparison_group_id,,,comparison group id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,metric_comparability_class,,,Final metric-level comparability category under the locked four-class rule.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ2|RQ3,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,metric_comparison_admissibility_class,,,Metric-level decision on whether direct comparison is defensible.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ2|RQ3,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,comparability_adjudication_rationale,,,comparability adjudication rationale,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,human_adjudicator_id,,,Human reviewer responsible for the final comparability/admissibility decision.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,pdf_page,,,PDF page index/number used to locate the evidence.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,section_heading,,,section heading,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,table_id,,,table id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,figure_id,,,figure id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,equation_id,,,equation id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,source_path,,,source path,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,extraction_status,,,extraction status,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,extractor_id,,,extractor id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,extraction_date,,,extraction date,Complete during extraction when applicable; do not infer unsupported content.,date_or_iso_text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,verifier_id,,,verifier id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,verification_status,,,verification status,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,conflict_flag,,,conflict flag,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,conflict_note,,,conflict note,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,04_METRIC_RESULTS,schema_version,,,Version of the extraction schema applied to the row.,Required in the Phase D baseline or when a row is created.,text,baseline,Must not be blank.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,tradeoff_id,,,Unique rate–sensing tradeoff identifier.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ4,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,study_cluster_id,,,Locked Phase B study-level primary key.,Required in the Phase D baseline or when a row is created.,text,baseline,Must not be blank.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,source_screening_record_id,,,Report-level foreign key identifying the exact evidence source.,Required in the Phase D baseline or when a row is created.,text,baseline,Must not be blank.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,reported_status,,,reported status,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,evidence_type,,,evidence type,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,communication_metric_record_id,,,communication metric record id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ2|RQ3,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,sensing_metric_record_id,,,sensing metric record id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ2|RQ3,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,communication_axis_or_variable,,,communication axis or variable,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ1|RQ5,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,sensing_axis_or_variable,,,sensing axis or variable,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,RQ1|RQ5,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,optimization_objective,,,optimization objective,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,constraints,,,constraints,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,quantitative_flag,,,quantitative flag,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,result_summary,,,result summary,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,pdf_page,,,PDF page index/number used to locate the evidence.,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,section_heading,,,section heading,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,table_id,,,table id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,figure_id,,,figure id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,equation_id,,,equation id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,source_path,,,source path,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,extraction_status,,,extraction status,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,extractor_id,,,extractor id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,verifier_id,,,verifier id,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,verification_status,,,verification status,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,qa_flag,,,qa flag,Complete during extraction when applicable; do not infer unsupported content.,text,extraction_or_verification,Blank=not reviewed; after review use reported/NR/NA/UNC where applicable.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
field,05_TRADEOFF_EVIDENCE,schema_version,,,Version of the extraction schema applied to the row.,Required in the Phase D baseline or when a row is created.,text,baseline,Must not be blank.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
value,,,missing_value_status,reported,A value or explicit statement is present in the source.,Use the code exactly as written; add a source note when the classification is borderline.,controlled_text,when_applicable,Do not substitute an empty cell for an assessed NR/NA/UNC state.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
value,,,missing_value_status,NR,Not reported after the relevant source section was reviewed.,Use the code exactly as written; add a source note when the classification is borderline.,controlled_text,when_applicable,Do not substitute an empty cell for an assessed NR/NA/UNC state.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
value,,,missing_value_status,NA,Not applicable to this study/result.,Use the code exactly as written; add a source note when the classification is borderline.,controlled_text,when_applicable,Do not substitute an empty cell for an assessed NR/NA/UNC state.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
value,,,missing_value_status,UNC,Reported information remains ambiguous after source review.,Use the code exactly as written; add a source note when the classification is borderline.,controlled_text,when_applicable,Do not substitute an empty cell for an assessed NR/NA/UNC state.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
value,,,value_origin,reported,Copied or faithfully transcribed from the source.,Use the code exactly as written; add a source note when the classification is borderline.,controlled_text,when_applicable,Do not substitute an empty cell for an assessed NR/NA/UNC state.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
value,,,value_origin,calculated,Calculated from reported inputs; formula and input IDs required.,Use the code exactly as written; add a source note when the classification is borderline.,controlled_text,when_applicable,Do not substitute an empty cell for an assessed NR/NA/UNC state.,,Phase_D_raw_evidence,phase_d_schema_v1.0_pilot_locked
