paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_035,4D,intensity_only,intensity,lexical,DIRECT,"The snippet explicitly mentions 'received intensity I' and 'optical intensity', directly relating to the 'intensity_only' concept.","Gamma-Gamma model is used for illustrating the FSO channel's atmospheric turbulence. [22]. In the Gamma-Gamma model, the received intensity I is considered as the product of two independent Gamma random variables. The probability density function of I can be expressed by:",78,78,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION > II. SYSTEM MODEL AND METHODOLOGY > B. FSO Channel,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_035,4D,intensity_only,intensity,fuzzy:88.88888888888889,INDIRECT,"The concept of intensity is mentioned in the context of turbulence intensities, but it is not the primary focus of the snippet. The snippet discusses the scintillation index and atmospheric loss, which are related to intensity but do not directly define or measure it.","where a and b represent the effective numbers of large- and small-scale turbulence cells, and  $\Gamma(.)$  is the Gamma function. Also, the scintillation index is given by  $\sigma_I^2 = (1/a) + (1/b) + (1/ab)$ , which indicates the turbulence intensities. The atmospheric loss is determined by the exponential Beers-Lambert Law as [23]:",83,83,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION > II. SYSTEM MODEL AND METHODOLOGY > B. FSO Channel,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_035,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,coherent,json,DIRECT,,,False
O_ISAC_036,4D,coherent,coherent recognition,fuzzy:85.0,NONE,"The concept 'coherent' is not mentioned or implied in the given snippet, which primarily discusses the deployment of 5G and 6G networks, Integrated Sensing and Communication (ISAC) functions, and localization sensing KPIs.","The deployment of 5G for Radio Access Networks (RANs), the use of different Frequency Range (FR), including FR1 (0.4 − 7 ), FR2 (24 −70 ) and FR3 (7 − 24 ), and the demand for continuous, ultra-high data rate beyond the current 24.33 of CPRI/e-CPRI Rate-10 and low latency, down to <1 , in various applications have necessitate efficient utilization of the limited spectrum, and massive deployment of energy-efficient devices [1, 2]. In parallel, RANs are evolving towards a new era of concurrent environmental 'sensing', introducing Integrated Sensing and Communication (ISAC) functions in 6G, which are standardized by NextG, 6G-IA, ETSI and 3GPP alliances [3] – [6]. Recent roadmaps suggest steadily more stringent localizationsensing KPIs and Use cases, such as accuracy of 0.2 − 0.5 for human movement recognitions to airborne-environmental sensing and automotive scenarios, 100 sweeping-cycle times for traffic coordination or collision avoidance or 0.375 resolution for gesture recognition and motion monitoring [2]. Such ISAC applications request precise localization of a User Equipment (UE) or distance object, that has been so far performed in lidars/radars, stimulating a strong interest in sharing hardware with conventional communications to facilitate joint ISAC transmitters with reduced cost, weight and size [5][6], especially as 6G scale in the vertical dimension with battery operated UAVs, drones or low/high altitude platform stations as depicted in Fig. 1(a).",17,17,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_036,4D,intensity_only,magnitude,lexical,INDIRECT,"The concept 'intensity_only' is related to the measurement of signal intensity, which is indirectly mentioned in the context through discussions on received optical power, Error Vector Magnitude (EVM), and signal transmission, but it does not directly focus on intensity as a standalone concept.","the FSO link. The received constellation diagrams are depicted in Fig. 3(b) and (d), featuring Error Vector Magnitude (EVM) of 12.035 % and 12.105 % respectively at a received optical power of −3 and −5 at the photodiode. This satisfies the 3GPP threshold values, thus confirming the capability of the PIC to transport user data of 4 and peak traffic capacities up to 24 respectively. EVMs measured over a range of received optical powers plotted in Fig. 3(c) show higher path loss in the Fi-Wi link.",53,53,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Experimental Results**,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_036,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,direct,json,DIRECT,,,False
O_ISAC_037,4D,coherent,coherent detection,lexical,DIRECT,"The abstract directly mentions 'coherent receivers' and 'coherent detection' in the context of mode division multiplexing (MDM) fiber communication systems, indicating a direct relationship with the concept of coherent.","*Abstract***—In order to address the challenges of complex optical front ends of coherent receivers in mode division multiplexing (MDM) fiber communication systems, we propose a linearly polarized (LP) mode de-multiplexing hybrid (MDH) to implement the coherent detection of multiple MDM channels simultaneously based on the multi-plane light conversion technology. This MDH realizes the functions of mode demultiplexing and optical 90-deg mixing with combination of multiple input LP mode signals and the required local oscillator signal, using seven phase plates. After the theoretical modeling and parameter optimization, the proposed MDH can achieved significant performance improvements with insertion loss (IL) of only 1.62dB, mode dependent loss (MDL) of 0.34dB, and crosstalk of -17.42dB. The results show that the proposed MDH has the advantage of greatly simplifying the complex coherent optical front end of large-capacity MDM coherent fiber communication systems.**",15,15,Linearly Polarized Mode Demultiplexing Hybrid based on Multi-Plane Light Conversion,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_037,4D,coherent,coherent detection,lexical,INDIRECT,"The concept 'coherent' is related to 'coherent detection' and 'coherent receivers' in the context of mode division multiplexing (MDM) communication systems, indicating an indirect relationship between the concept and the topic of improving communication rate and capacity in optical fiber communication systems.","With the vigorous development of the communication technology and the continuous surge of data traffic, the increasing demand for high speed and large capacity communication is urgently desired to improve the performance of optical fiber communication systems. In order to improve the communication rate, the use of space, polarization, time, frequency, quadrature and other physical dimensions has been exploited widely [1]. Among them, the space division multiplexing (SDM) technology shows great potential for capacity increase with the combination of multiple independent data transmission over the SDM fibers. Researchers have made major breakthroughs by using technologies such as multi-core fiber (MCF), few-mode-fiber (FMF)/ multi-mode fiber (MMF), and the jointed FM-MCF. Recently, experiments have even achieved 55 modes of fiber transmission [2-3] and communication data rates as high as 3.56Pb/s [4]. In mode division multiplexing (MDM) coherent communication systems, the amplitude and phase of signal are recovered by coherent detection and digital signal processing. However, as the number of modes increases, so does the increase of the coherent receivers, which will result in complexity of the optical front ends under the simultaneously reception of multiple parallel mode channels, including the required mode de-multiplexers [5]. Therefore, it is of great demand to use a single device to replace these complex structures, which will simplify the system architecture and improve the efficiency and performance of the communication system.",21,21,Linearly Polarized Mode Demultiplexing Hybrid based on Multi-Plane Light Conversion > I. INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_037,4D,intensity_only,intensity,lexical,INDIRECT,"The concept of intensity_only is related to the mode field intensity profiles, but the text discusses the transformation of modes to desired field strengths and ideal outputs, which is an indirect reference to intensity.","The simulation is implemented by the MATLAB. The input mode fields for different LP modes and local oscillator signal at the input ports are shown in Fig. 3(a) with the independent mode field intensity profile. The actual output field intensity profiles of different LP modes and local oscillator signal at the output port are shown in Fig. 3(b). It can be seen that each LP mode is mapped to four Gaussian mode points at the output end, which have the same amplitude and have phases of  $\pi$ ,  $\pi/2$ , 0, and  $-\pi/2$ , respectively. In contrast, the local oscillator signal is mapped to a set of 6×4 Gaussian mode points of the same amplitude, all with a phase delay of 0. Fig. 3(c) shows the ideal output field intensity profiles for different LP modes and local oscillator signal. By comparing the actual output field intensity with the ideal output field intensity, each mode can be successfully converted to the desired field strength by using seven phase masks.",71,71,Linearly Polarized Mode Demultiplexing Hybrid based on Multi-Plane Light Conversion > II. PRINCIPLE OF INVERSE DESIGN ALGORITHM > III. RESULTS AND DISCUSSION,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_037,4D,intensity_only,intensity only,fuzzy:85.71428571428572,DIRECT,"The snippet directly mentions 'Total intensity evolution' and 'Intensity evolution of LO', which directly relate to the concept of 'intensity_only'.",Fig. 4. (a) Total intensity evolution of the six LP modes. (b) Intensity evolution of LO. (c) Calculated phase mask patterns.,75,75,Linearly Polarized Mode Demultiplexing Hybrid based on Multi-Plane Light Conversion > II. PRINCIPLE OF INVERSE DESIGN ALGORITHM > III. RESULTS AND DISCUSSION,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_037,4D,intensity_only,intensity,lexical,INDIRECT,"Similar to the first snippet, the text talks about the variation of mode field intensity profiles and the conversion to ideal outputs, which is an indirect reference to intensity.","Fig. 4(a) and Fig. 4(b) show the variation of the mode field intensity profiles of MDM signal and local oscillator signal passing through each phase plate, respectively. Through observation, it can be found that with the propagation of signal light and local oscillator signal, they are gradually transformed to the desired ideal outputs. Namely, each mode successfully achieves the conversion to the ideal output after passing through phase plates. The calculated phase masks are shown in Fig. 4(c), by which the input signal can be smoothly converted to the ideal outputs.",79,79,Linearly Polarized Mode Demultiplexing Hybrid based on Multi-Plane Light Conversion > II. PRINCIPLE OF INVERSE DESIGN ALGORITHM > III. RESULTS AND DISCUSSION,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_037,4D,complex_field,CF,lexical,NONE,The provided snippet does not mention or relate to the concept of 'complex_field' directly or indirectly.,"With the vigorous development of the communication technology and the continuous surge of data traffic, the increasing demand for high speed and large capacity communication is urgently desired to improve the performance of optical fiber communication systems. In order to improve the communication rate, the use of space, polarization, time, frequency, quadrature and other physical dimensions has been exploited widely [1]. Among them, the space division multiplexing (SDM) technology shows great potential for capacity increase with the combination of multiple independent data transmission over the SDM fibers. Researchers have made major breakthroughs by using technologies such as multi-core fiber (MCF), few-mode-fiber (FMF)/ multi-mode fiber (MMF), and the jointed FM-MCF. Recently, experiments have even achieved 55 modes of fiber transmission [2-3] and communication data rates as high as 3.56Pb/s [4]. In mode division multiplexing (MDM) coherent communication systems, the amplitude and phase of signal are recovered by coherent detection and digital signal processing. However, as the number of modes increases, so does the increase of the coherent receivers, which will result in complexity of the optical front ends under the simultaneously reception of multiple parallel mode channels, including the required mode de-multiplexers [5]. Therefore, it is of great demand to use a single device to replace these complex structures, which will simplify the system architecture and improve the efficiency and performance of the communication system.",21,21,Linearly Polarized Mode Demultiplexing Hybrid based on Multi-Plane Light Conversion > I. INTRODUCTION,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_037,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,coherent,json,DIRECT,,,False
O_ISAC_038,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,coherent,json,DIRECT,,,False
O_ISAC_039,4D,imdd,im/dd,lexical,DIRECT,The snippet directly mentions 'intensity modulation/direct detection (IM/DD)' which matches the concept 'imdd'.,"A typical multi-LED orthogonal frequency division multiplexing (OFDM)-based VLC system using intensity modulation/direct detection (IM/DD) is shown in Fig. 1a. The input data bits are first mapped to *M*-ary quadrature amplitude modulation (QAM) symbols, and the pilot signals for channel estimation are inserted. To obtain real-valued signals required by VLC transmission, Hermitian symmetry is implemented before imposing the inverse fast Fourier transform (IFFT) processing. After adding the cyclic prefix (CP), the resulting digital signal is converted to an analog electric signal by the digital-to-analog converter (DAC). Then, a biased direct current (DC) is added to the electric signal to generate a positive current that drives the LED light intensity with an electro-optical conversion efficiency denoted by",72,72,2.1 System Model of Indoor Visible Light Positioning and Communication,,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_039,4D,intensity_only,intensity,lexical,INDIRECT,"The concept of intensity_only is related to the modulation of LED light intensity, but the text describes a system model that includes various components and processes, such as channel estimation, IFFT processing, and electro-optical conversion efficiency, without directly focusing on intensity_only.","A typical multi-LED orthogonal frequency division multiplexing (OFDM)-based VLC system using intensity modulation/direct detection (IM/DD) is shown in Fig. 1a. The input data bits are first mapped to *M*-ary quadrature amplitude modulation (QAM) symbols, and the pilot signals for channel estimation are inserted. To obtain real-valued signals required by VLC transmission, Hermitian symmetry is implemented before imposing the inverse fast Fourier transform (IFFT) processing. After adding the cyclic prefix (CP), the resulting digital signal is converted to an analog electric signal by the digital-to-analog converter (DAC). Then, a biased direct current (DC) is added to the electric signal to generate a positive current that drives the LED light intensity with an electro-optical conversion efficiency denoted by",72,72,2.1 System Model of Indoor Visible Light Positioning and Communication,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_039,4D,intensity_only,intensity,lexical,INDIRECT,"The concept of intensity_only is mentioned in the context of light intensity decaying with propagation distance, but the text primarily discusses a multi-lamp cellular cluster architecture and its design, rather than directly exploring the concept of intensity_only.","To improve the spatial generalization ability of the learnt MTL-based network, a multi-lamp cellular cluster architecture is designed in this paper, which provides a systematic and spatially transferrable VIPAC model enabling the proposed MTFL framework. Specifically, as illustrated in Fig. 1c, the VLC coverage area in an arbitrary indoor environment with many LEDs can be divided into multiple hexagonal VLC cells as is done in mobile cellular networks [30], [31], where each VLC cell contains an LED in the center on the ceiling. A certain number of VLC cells constitute a multi-lamp *cellular cluster*. Since the light intensity decays with the propagation distance, the coverage of an LED is mostly limited in the cell and the same subcarriers can be reused in different cellular clusters, which is like the frequency reuse technology in mobile cellular networks.",161,161,2.2.2 Multi-Lamp Cellular Cluster Architecture Design for Multi-User Cooperative VIPAC,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_039,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,direct,json,DIRECT,,,False
O_ISAC_040,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,direct,json,DIRECT,,,False
O_ISAC_041,4D,coherent,coherent recognition,fuzzy:85.0,NONE,The concept 'coherent' is not mentioned in this snippet.,"This article presents an ISAC architecture in transport network, which capable of online co-cable fiber identification, optical cable trench characterization, and fiber vibration event recognition. This architecture enables real-time warning of optical cable status and identification of co-route fiber. The architecture begins by constructing a feature extraction algorithm (FEA) to extract the signal's time–frequency domain characteristics. In the time domain, statistical properties of the time series are extracted, while in the frequency domain, features are extracted using fast Fourier transform (FFT) and wavelet packet decomposition (WPD). This FEA used in this work is denoted as FEA-TFW (FEA with Time, FFT, and WPD). The ISU extracts both dynamic and static sensory data from the fiber and utilizes the custom-built FEA-TFW to extract feature vectors (FVs). These FVs are then transmitted in real time to the IRU. Subsequently, the IRU employs feature dimension reduction (FDR) algorithms to reduce the dimensionality of the FVs, which are then fed into pretrained machine learning (ML) models to accomplish the recognition tasks for co-route fibers and fiber vibration event types.",39,39,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_041,4D,coherent,coherent identification,fuzzy:86.95652173913044,NONE,The concept 'coherent' is not mentioned in this snippet.,"We collected a significant amount of fiber sensing data from the operator's live network environments and validated the performance of our proposed architecture using open available data sets of fiber vibration events. Experimental results demonstrate a co-cable fiber identification accuracy of 99.7%, optical fiber trench identification accuracy of 97.7%, and fiber vibration event identification accuracy of 98%. Its key points lie in the following aspects.",41,41,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_041,4D,coherent,coherent detection,lexical,INDIRECT,The concept 'coherent' is related to 'coheren' which is mentioned in the context of 'coheren' being used as a sensing parameter through Brillouin scattered signals in optical fibers.,"<span id=""page-1-10""></span>In addition to intensity, the phase variation of Brillouin scattered signals in optical fibers can be utilized as a sensing parameter through coherent detection techniques, enabling the measurement of extremely subtle vibrations at any location along tens of kilometers of fiber [\[38\]](#page-10-6).",56,56,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION > <span id=""page-1-6""></span><span id=""page-1-5""></span><span id=""page-1-3""></span><span id=""page-1-2""></span><span id=""page-1-1""></span>II. RELATED WORK",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_041,4D,coherent,coherent recognition,fuzzy:85.0,NONE,The concept 'coherent' is not mentioned in this snippet.,"For different recognition tasks, improving model performance may require different feature sets as FVs. In this work, we compared the performance gains of three different feature dimensionality reduction algorithms in recognition tasks, including principal component analysis (PCA), linear discriminant analysis (LDA), and independent component analysis (ICA).",184,184,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-2-0""></span>III. SYSTEM ARCHITECTURE AND MATHEMATICAL MODEL > *A. System Architecture* > C. Feature Dimensionality Reduction",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_041,4D,coherent,coherent recognition,fuzzy:85.0,NONE,"The provided snippet does not contain any information related to the concept of 'coherent'. It appears to be a list of references or citations from various academic papers, and there is no direct or indirect mention of the concept.","- <span id=""page-10-7""></span>[\[39\]](#page-1-12) Y. Shi, Y. Wang, L. Zhao, and Z. Fan, ""An easy access method for event recognition of -OTDR sensing system based on transfer learning,"" *J. Lightw. Technol.*, vol. 39, no. 13, pp. 4548–4555, Jul. 1, 2021, doi: [10.1109/JLT.2021.3070583.](http://dx.doi.org/10.1109/JLT.2021.3070583)",492,492,Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > *B. Trench Characterization* > *C. Fiber Vibration Pattern Recognition* > REFERENCES,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_041,4D,intensity_only,intensity,lexical,NONE,The text does not mention intensity directly in relation to the concept.,"<span id=""page-1-4""></span><span id=""page-1-0""></span>The advancement of 6G has drawn researchers' attention to enhancing the capacity [\[17\]](#page-9-17), [\[18\]](#page-9-18), [\[19\]](#page-9-19) and efficiency [\[20\]](#page-9-20), [\[21\]](#page-9-21), [\[22\]](#page-9-22) of communication systems. The improvement in capacity and efficiency necessitates a highly reliable transport network to ensure communication quality [\[23\]](#page-9-23), [\[24\]](#page-9-24), [\[25\]](#page-9-25). In efforts to enhance the survivability of transport networks, researchers have dedicated considerable efforts to path planning [\[26\]](#page-9-26), [\[27\]](#page-9-27), [\[28\]](#page-9-28), spectrum allocation [\[29\]](#page-9-29), [\[30\]](#page-9-30), [\[31\]](#page-9-31), and network device fault detection [\[32\]](#page-10-0), [\[33\]](#page-10-1). However, these endeavors have not fundamentally addressed the issue of coroute fiber. It is crucial to identify co-route fiber based on the characteristics of optical fibers themselves. Extracting the characteristics of optical fibers necessitates the use of the ""probe radar"" within the fiber—OTDR, which utilizes intensity of backscattered signals to collect information about events such as loss and bending in optical fibers, making it widely used for fault localization in engineering practice [\[34\]](#page-10-2).",52,52,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION > <span id=""page-1-6""></span><span id=""page-1-5""></span><span id=""page-1-3""></span><span id=""page-1-2""></span><span id=""page-1-1""></span>II. RELATED WORK",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_041,4D,intensity_only,intensity,lexical,INDIRECT,"The text mentions 'In addition to intensity', which implies that intensity is related to the concept, but it is not the primary focus.","<span id=""page-1-10""></span>In addition to intensity, the phase variation of Brillouin scattered signals in optical fibers can be utilized as a sensing parameter through coherent detection techniques, enabling the measurement of extremely subtle vibrations at any location along tens of kilometers of fiber [\[38\]](#page-10-6).",56,56,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION > <span id=""page-1-6""></span><span id=""page-1-5""></span><span id=""page-1-3""></span><span id=""page-1-2""></span><span id=""page-1-1""></span>II. RELATED WORK",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_041,4D,intensity_only,intensity,lexical,DIRECT,"The text explicitly mentions 'intensity' in the equation, indicating a direct relationship with the concept.","where  $I_R(z)$  is the Rayleigh scattering echo intensity, while  $\varphi_R(z,t)$  represents the phase of the Rayleigh scattering echo.  $I_L$  and  $\varphi_L$  are the intensity and phase of local oscillator light, respectively.",95,95,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-2-0""></span>III. SYSTEM ARCHITECTURE AND MATHEMATICAL MODEL > *A. System Architecture*",,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_041,4D,intensity_only,intensity,lexical,DIRECT,"The snippet mentions 'vibration intensity' and discusses processing based on intensity information, directly relating to the 'intensity_only' concept.","When processing the co-cable fiber identification task, ISU first fuses the OTDR curves of two fiber pairs to be identified to form a new curve. After that, the data preprocessing work of the same cable fiber is based on the newly generated fiber for the fusion curve. When analyzing fiber vibration information, the collected raw data is initially demodulated using in-phase and quadrature demodulators, as shown in Fig. 4. The demodulated data, representing vibration intensity, undergoes threshold segmentation and binary image filtering. Finally, it is subjected to vibration region localization, completing the extraction of vibration events. For characterizing optical fiber trenches, we utilize the vibration curve of the optical fiber, which represents the relationship between amplitude and time. As for pattern recognition of optical fiber vibrations, we employ waterfall plots that encompass the relationship of optical fiber vibrations in both time and space.",118,118,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-2-0""></span>III. SYSTEM ARCHITECTURE AND MATHEMATICAL MODEL > *A. System Architecture* > B. Feature Extraction",,,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_041,4D,intensity_only,magnitude,lexical,NONE,"The provided text does not mention intensity_only, and the concepts discussed (PCA and ICA) relate to dimensionality reduction techniques, which do not directly imply intensity-only data.","When projecting the original sample set X with d-dimensional features onto a space Y with k-dimensional features, PCA first creates a  $d \times k$  transformation matrix W. Next, it performs eigen-decomposition on the covariance matrix  $(X.X^T)$ , followed by sorting the eigenvalues in descending order and selecting the k largest eigenvalues' corresponding eigenvectors [52]. Eigenvalues represent the magnitude of the data, while eigenvectors represent the direction of the data. The steps of PCA are summarized in Algorithm 1, m is the number of data points.",188,188,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-2-0""></span>III. SYSTEM ARCHITECTURE AND MATHEMATICAL MODEL > *A. System Architecture* > C. Feature Dimensionality Reduction",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_041,4D,complex_field,CF,lexical,NONE,"The provided snippet does not contain any information related to the concept of 'complex_field'. It appears to be a table with various technical terms, but there is no direct or indirect reference to 'complex_field'.",| Shape factor (Sf) | Pulse factor (Pf) | Crest factor (Cf)      |  |,139,139,"Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > <span id=""page-2-0""></span>III. SYSTEM ARCHITECTURE AND MATHEMATICAL MODEL > *A. System Architecture* > B. Feature Extraction",,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_041,4D,complex_field,CF,lexical,NONE,"The provided snippet is a list of academic references and does not contain any information related to the concept of 'complex_field'. The text is focused on citations and publication details, with no direct or indirect reference to 'complex_field'.","- <span id=""page-9-24""></span>[\[24\]](#page-1-3) B. Chen et al., ""Crosstalk-sensitive core and spectrum assignment in MCF-Based SDM-EONs,"" *IEEE Trans. Commun.*, vol. 71, no. 12, pp. 7133–7148, Dec. 2023, doi: [10.1109/TCOMM.2023.3307147.](http://dx.doi.org/10.1109/TCOMM.2023.3307147)",474,474,Co-Route Fiber Recognition and Status Diagnosis Based on Integrated Sensing and Communication in 6G Transport Networks > *B. Trench Characterization* > *C. Fiber Vibration Pattern Recognition* > REFERENCES,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_041,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,coherent,json,DIRECT,,,False
O_ISAC_042,4D,intensity_only,intensity,lexical,NONE,"The provided snippet does not directly discuss the concept of intensity_only. It focuses on the applications and developments of optical fibers in data center interconnects, distributed acoustic sensors, and integrated sensing and communication systems, without explicitly mentioning intensity-only related aspects.","Data center interconnects(DCI) continue to evolve with ever-increasing capacity for and have undergone tremendous developments [1]. Besides telecommunications, optical fibers have also find extensive applications as distributed sensors, one of which is distributed acoustic sensor (DAS) based on the principle of phase-sensitive optical time-domain reflectometry (ϕ-OTDR). Given the pre-existing abundance of deployed fibers all across the World, adding sensing capabilities to communication links is conceivable to leverage these fibers for the purpose of environmental monitoring, thereby realizing extra values for these optical networks. A DAS co-propagation experiment with coherent transmission over 1000 km was carried out using bi-directional inline Raman amplification [2] followed by field trials of DAS in short-reach coherent communication were successfully demonstrated [3]. For most integrated sensing and communication (ISAC) systems, sensing and communication actually run independently and only the optical fiber is shared. Moreover, dedicated channels are reserved for sensing to avoid crosstalks between sensing and communication, which is not desirable for telecomm. operators. With the aim to make ISAC systems more compact, the spectrum and communication hardware can be shared by sensing, such that the system's cost can be reduced. Some recent proposals include [4] which recovers the vibration signal during the phase recovery stage of digital signal processing (DSP), while the forward transmission-based sensing scheme imposes fundamental limitations on the localization accuracy and the handling of multiple vibration sources. An ISAC paradigm merges DAS and intensity-modulation direct-detection (IM-DD) transmission by replacing the optical carrier with the linear frequency modulation (LFM) carrier is reported in [5]. However, this integration scheme only works for IMDD systems.",15,15,High-efficiency ISAC to enable sub-meter level vibration sensing for coherent fiber networks > 1. Introduction,,,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_042,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,coherent,json,DIRECT,,,False
O_ISAC_043,4D,json:rx_detection_type,,json,DIRECT,Structured receiver field,,,,,scenario_level.receiver.rx_detection_type,coherent,json,DIRECT,,,False
O_ISAC_044,4D,coherent,coherent detection,lexical,INDIRECT,"The concept 'coherent' is related to the context through the mention of 'self-coherent detection' in reference [31], but it is not the primary focus of the text, which discusses various systems and technologies, making the connection indirect.","- [31] W. Bai et al., ""Photonic super-resolution millimeter-wave joint radarcommunication system using self-coherent detection,"" *Opt. Lett.*, vol. 48, no. 3, pp. 608–611, Feb. 2023, doi: [10.1364/OL.472155.](https://dx.doi.org/10.1364/OL.472155)",506,506,VI. CONCLUSION > REFERENCES,,,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
