Date,Title,Year,DOI,Decision, Reason
2025-12-28,Learning Human-Blockage Direction Prediction from Indoor mmWave Radio Measurements,2023,10.1109/ICCWorkshops57953.2023.10283569,Unscreened,Scopus New (ID: O_ISAC_367)
2025-12-28,A Technical Review of Integrated Sensing and Communication in Optical Transmission System,2023,10.1109/ICOCN59242.2023.10236125,Unscreened,Scopus New (ID: O_ISAC_368)
2025-12-28,Qualitative Survey on Artificial Intelligence Integrated Blockchain Approach for 6G and beyond,2023,10.1109/ACCESS.2023.3319083,Duplicate,Already in database
2025-12-28,"A Comprehensive Survey on Full-Duplex Communication: Current Solutions, Future Trends, and Open Issues",2023,10.1109/COMST.2023.3318198,Unscreened,Scopus New (ID: O_ISAC_369)
2025-12-28,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,2023,10.1109/OECC56963.2023.10209717,Duplicate,Already in database
2025-12-28,LFM-PSK-based integrated sensing and communication system in the THz band,2023,10.1109/OECC56963.2023.10209671,Unscreened,Scopus New (ID: O_ISAC_370)
2025-12-28,Design and Analysis of VLC-OCC-CDMA Rake System,2023,10.1007/978-3-031-36625-3_10,Unscreened,Scopus New (ID: O_ISAC_371)
2025-12-28,Demo: Integrated On-site Localization and Optical Camera Communication for Drones,2023,10.1109/WoWMoM57956.2023.00055,Duplicate,Already in database
2025-12-28,Photonic generation of multi-format chirped signals with a high switching rate,2023,10.1364/OL.497822,Unscreened,Scopus New (ID: O_ISAC_372)
2025-12-28,"2023 International Wireless Communications and Mobile Computing, IWCMC 2023",2023,nan,Duplicate,Already in database
2025-12-28,A Broadband Dipole Antenna Implemented with Solar Cell,2023,10.1109/iWAT57058.2023.10171779,Unscreened,Scopus New (ID: O_ISAC_373)
2025-12-28,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network,2023,10.23919/OFC49934.2023.10116069,Duplicate,Already in database
2025-12-28,Photonic integrated sensing and communication system with multi-target detection capability,2023,10.1117/12.2672752,Unscreened,Scopus New (ID: O_ISAC_374)
2025-12-28,"Conference on Infrared, Millimeter, Terahertz Waves and Applications, IMT 2022",2023,nan,Duplicate,Already in database
2025-12-28,Design and Analysis on U-VLC-CC-CDMA Systems,2023,10.1007/978-3-031-30237-4_16,Unscreened,Scopus New (ID: O_ISAC_375)
2025-12-28,DOPAMINE: Doppler frequency and Angle of arrival MINimization of tracking Error for extended reality,2022,10.1145/3565474.3569072,Unscreened,Scopus New (ID: O_ISAC_376)
2025-12-28,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,2022,10.1109/MCOM.002.2200191,Duplicate,Already in database
2025-12-28,Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW,2022,10.1364/OE.474055,Unscreened,Scopus New (ID: O_ISAC_377)
2025-12-28,Frequency Hopping Joint Radar-Communications with Hybrid Sub-Pulse Frequency and Duration Modulation,2022,10.1109/LWC.2022.3200676,Unscreened,Scopus New (ID: O_ISAC_378)
2025-12-28,Demonstration of photonics-based flexible integration of sensing and communication with adaptive waveforms for a W-band fiber-wireless integrated network,2022,10.1364/OE.472693,Unscreened,Scopus New (ID: O_ISAC_379)
2025-12-28,Research and verification of sensing information assisted millimeter wave beam tracking algorithm for automated vehicles,2022,10.1145/3556562.3558570,Unscreened,Scopus New (ID: O_ISAC_380)
2025-12-28,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,2022,10.1109/JLT.2022.3181608,Duplicate,Already in database
2025-12-28,"Long-Distance, Real-Time LED Display-Camera Communication System Based on LED Point Clustering and Lightweight Image Processing",2022,10.3390/photonics9100721,Unscreened,Scopus New (ID: O_ISAC_381)
2025-12-28,Integrating Secure Communications Into Frequency Hopping MIMO Radar With Improved Data Rate,2022,10.1109/TWC.2021.3140022,Unscreened,Scopus New (ID: O_ISAC_382)
2025-12-28,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network,2022,10.1109/ACP55869.2022.10088790,Duplicate,Already in database
2025-12-28,A Unified Waveform for Optical Wireless Integrated Sensing and Communication,2022,10.1109/ACP55869.2022.10088865,Duplicate,Already in database
2025-12-28,"2022 International Conference on Broadband Communications for Next Generation Networks and Multimedia Applications, CoBCom 2022",2022,nan,Duplicate,Already in database
2025-12-28,Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,2022,10.1109/CoBCom55489.2022.9880677,Duplicate,Already in database
2025-12-28,"2022 31st Wireless and Optical Communications Conference, WOCC 2022",2022,nan,Duplicate,Already in database
2025-12-28,ICC 2022 - IEEE International Conference on Communications,2022,nan,Duplicate,Already in database
2025-12-28,Joint Sensing and Communication for Situational Awareness in Wireless THz Systems,2022,10.1109/ICC45855.2022.9838764,Unscreened,Scopus New (ID: O_ISAC_383)
2025-12-28,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),2022,nan,Duplicate,Already in database
2025-12-28,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),2022,nan,Duplicate,Already in database
2025-12-28,Seven Defining Features of Terahertz (THz) Wireless Systems: A Fellowship of Communication and Sensing,2022,10.1109/COMST.2022.3143454,Unscreened,Scopus New (ID: O_ISAC_384)
2025-12-28,6G Networks: Is This an Evolution or a Revolution? [From the Guest Editors],2021,10.1109/MVT.2021.3116995,Unscreened,Scopus New (ID: O_ISAC_385)
2025-12-28,Integrated Sensing and Communication in 6G: The Deterministic Channel Models for THz Imaging,2021,10.1109/PIMRC50174.2021.9569384,Duplicate,Already in database
2025-12-28,Design of Visible Light Communication Transceiver System Based on Intelligent Terminal,2021,10.1109/OGC52961.2021.9654303,Unscreened,Scopus New (ID: O_ISAC_386)
2025-12-28,Design and Simulation of light Source Layout of Indoor Visible Light Communication System,2021,10.1109/ICICSP54369.2021.9611832,Unscreened,Scopus New (ID: O_ISAC_387)
2025-12-28,VLC-CDMA systems based on optical complementary codes,2020,10.1109/MWC.2019.1900071,Unscreened,Scopus New (ID: O_ISAC_388)
2025-12-28,"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions",2020,10.1109/OJCOMS.2020.3010270,Duplicate,Already in database
2025-12-28,Study on optimal layout method of LED light source for indoor visible light communication,2020,10.1117/12.2584582,Unscreened,Scopus New (ID: O_ISAC_389)
2025-12-28,Optical link for bidirectional communication based on visible light,2020,10.1117/12.2556115,Unscreened,Scopus New (ID: O_ISAC_390)
2025-12-28,Experimental Assessment of Tandem-Hopped Radar and Communications (THoRaCs),2019,10.1109/RADAR41533.2019.171280,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,Performance analysis of LEDs in MIMO-OFDM based VLC indoor communication,2019,10.1109/ICOEI.2019.8862745,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,Code shift keying based joint radar and communications for EMCON applications,2018,10.1016/j.dsp.2018.05.013,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,Micro-light-emitting-diode array with dual functions of visible light communication and illumination,2017,10.1088/1674-1056/26/10/108504,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,A novel Hartley-based U-OFDM dimming control approach,2017,10.23919/ChiCC.2017.8028801,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,On the coverage of multiple-input multiple-output visible light communications [Invited],2017,10.1364/JOCN.9.000D31,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,Dual-Function Radar-Communications: Information Embedding Using Sidelobe Control and Waveform Diversity,2016,10.1109/TSP.2015.2505667,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),2016,nan,Duplicate,Already in database
2025-12-28,Proceedings of SPIE - The International Society for Optical Engineering,2016,nan,Duplicate,Already in database
2025-12-28,Principle and performance analysis of coherent tracking sensor based on local oscillator beam nutation,2014,10.1364/OE.22.023528,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,Visible-light communications,2012,10.1017/CBO9780511979187.014,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,Combined laser-communications and laser-ranging transponder for Moon and Mars,2009,10.1117/12.810431,Excluded,Published before 2020 (Protocol 4.4)
2025-12-28,Dual function sensing and multiservice communications radio over fiber network using second harmonic suppression,2009,10.1364/ofc.2009.owf5,Excluded,Published before 2020 (Protocol 4.4)
