study_id,study_citation_key,report_id,screening_record_id,report_citation_key,report_citation_command,report_evidence_role,report_relation_code,report_role,title,authors,year,venue,doi,source_url,document_type,extracted_evidence_row_count,extracted_metric_row_count,governed_tradeoff_row_count,report_specific_guardrail_metric_count,pending_human_token_count_all_statuses,pending_human_token_resolved_or_approved_count,unresolved_pending_human_row_count,unresolved_pending_human_row_count_companion_lineage_gate,synthesis_use_gate,provenance_status,provenance_note
STC-SINGLETON-SCR-00011,OISAC_SCR00011,RPT-SCR-00011-01,SCR-00011,OISAC_SCR00011,\cite{OISAC_SCR00011},primary_source,none,standalone_primary_report,Retroreflective optical ISAC using OFDM: channel modeling and performance analysis,Cui Y.; Chen C.; Cai Y.; Zeng Z.; Liu M.; Ye J.; Shao S.; Haas H.,2024,Optics Letters,10.1364/ol.528029,https://doi.org/10.1364/ol.528029,Article,12,6,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00011 supplies 12 evidence, 6 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00012,OISAC_SCR00012,RPT-SCR-00012-01,SCR-00012,OISAC_SCR00012,\cite{OISAC_SCR00012},primary_source,none,standalone_primary_report,Single-Source optical integrated sensing and communication (O-ISAC) with sequential target recognition,Ye Z.; Liu L.; Lin Z.; Liu L.; Liu Z.; Fu H.Y.,2026,Optics and Laser Technology,10.1016/j.optlastec.2026.114961,https://doi.org/10.1016/j.optlastec.2026.114961,Article,13,8,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00012 supplies 13 evidence, 8 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00013,OISAC_SCR00013,RPT-SCR-00013-01,SCR-00013,OISAC_SCR00013,\cite{OISAC_SCR00013},primary_source,none,standalone_primary_report,On the coexistence of distributed fiber optic sensing and IM/DD transmission via digital subcarrier multiplexing,Wang J.; Lu L.; Zhang J.; Tao Lau A.P.; Li Z.; Lu C.,2026,Optics Express,10.1364/oe.588592,https://doi.org/10.1364/oe.588592,Article,14,9,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00013 supplies 14 evidence, 9 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00015,OISAC_SCR00015,RPT-SCR-00015-01,SCR-00015,OISAC_SCR00015,\cite{OISAC_SCR00015},primary_source,none,standalone_primary_report,Integrated optical covert sensing and communication,Zhu H.; Xu X.; Liu Z.; Zhang J.,2025,Chinese Optics Letters,10.3788/col202523.020602,https://doi.org/10.3788/col202523.020602,Article,13,5,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00015 supplies 13 evidence, 5 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00036,OISAC_SCR00036,RPT-SCR-00036-01,SCR-00036,OISAC_SCR00036,\cite{OISAC_SCR00036},primary_source,none,standalone_primary_report,Millimeter-Wave Integrated Sensing and Communication System Based on a Photonics-Assisted Phased Array,Guo X.; Li Z.; Zhou Z.; Deng L.; Yu Y.; Zhang X.,2026,Laser and Photonics Reviews,10.1002/lpor.202502350,https://doi.org/10.1002/lpor.202502350,Article,8,7,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00036 supplies 8 evidence, 7 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00038,OISAC_SCR00038,RPT-SCR-00038-01,SCR-00038,OISAC_SCR00038,\cite{OISAC_SCR00038},primary_source,none,standalone_primary_report,Native and Reconfigurable Distributed Acoustic Sensing Integrated with Single-carrier 64QAM Transmission Signal,Hu Z.; Zhao C.; Zhang M.; Chen J.; Tang M.,2025,"Optical Fiber Communication Conference in Proceedings Optical Fiber Communication Conference, OFC 2025 and Optical Fiber Communication Conference (OFC) Postdeadline Papers 2025",10.1364/ofc.2025.th2a.29,https://doi.org/10.1364/ofc.2025.th2a.29,Conference paper,6,11,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00038 supplies 6 evidence, 11 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00052,OISAC_SCR00052,RPT-SCR-00052-01,SCR-00052,OISAC_SCR00052,\cite{OISAC_SCR00052},primary_source,none,standalone_primary_report,Cc-Otdr Sequence Shaping Enabling Joint Co-Directional Sensing and Communication,Allousch M.A.; Sandmann A.,2025,"2025 IEEE Photonics Conference, IPC 2025 - Proceedings",10.1109/ipc65510.2025.11282039,https://doi.org/10.1109/ipc65510.2025.11282039,Conference paper,6,9,2,1,0,0,0,0,report_specific_guardrail,complete,"Source SCR-00052 supplies 6 evidence, 9 metric, and 2 governed tradeoff rows; use gate: report_specific_guardrail."
STC-SINGLETON-SCR-00056,OISAC_SCR00056,RPT-SCR-00056-01,SCR-00056,OISAC_SCR00056,\cite{OISAC_SCR00056},primary_source,none,standalone_primary_report,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system,Ma M.; Bi M.; Xu M.; Zhang Y.; Luo J.; Zhou X.; Zhang L.; Hu M.,2025,Optics and Laser Technology,10.1016/j.optlastec.2025.113726,https://doi.org/10.1016/j.optlastec.2025.113726,Article,8,15,2,2,0,0,0,0,report_specific_guardrail,complete,"Source SCR-00056 supplies 8 evidence, 15 metric, and 2 governed tradeoff rows; use gate: report_specific_guardrail."
STC-SINGLETON-SCR-00057,OISAC_SCR00057,RPT-SCR-00057-01,SCR-00057,OISAC_SCR00057,\cite{OISAC_SCR00057},primary_source,none,standalone_primary_report,Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System,Maoqi L.; Jingchuan W.; Chen L.; Changyuan Y.; Chao L.,2025,"Opto-Electronics and Communications Conference, OECC",10.23919/oecc/psc62146.2025.11111272,https://doi.org/10.23919/oecc/psc62146.2025.11111272,Conference paper,7,7,1,1,0,0,0,0,report_specific_guardrail,complete,"Source SCR-00057 supplies 7 evidence, 7 metric, and 1 governed tradeoff rows; use gate: report_specific_guardrail."
STC-SINGLETON-SCR-00086,OISAC_SCR00086,RPT-SCR-00086-01,SCR-00086,OISAC_SCR00086,\cite{OISAC_SCR00086},primary_source,none,standalone_primary_report,Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC,Lyu Z.; Zhang L.; Lei M.; Deng Q.; Yang Z.; Fang X.; Ozolins O.; Liu G.; Zhu M.; Pang X.; Yu X.,2025,"Optical Fiber Communication Conference in Proceedings Optical Fiber Communication Conference, OFC 2025 and Optical Fiber Communication Conference (OFC) Postdeadline Papers 2025",10.1364/ofc.2025.th2a.23,https://doi.org/10.1364/ofc.2025.th2a.23,Conference paper,7,8,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00086 supplies 7 evidence, 8 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00091,OISAC_SCR00091,RPT-SCR-00091-01,SCR-00091,OISAC_SCR00091,\cite{OISAC_SCR00091},primary_source,none,standalone_primary_report,Communication and Sensing via Hermite-Gaussian Time-Domain Mode-Division-Multiple-Access,Yu X.; He Z.; Tong S.; Meier J.; Schneider T.,2025,"Asia Communications and Photonics Conference, ACP",10.1109/acp66871.2025.11349797,https://doi.org/10.1109/acp66871.2025.11349797,Conference paper,9,6,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00091 supplies 9 evidence, 6 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00110,OISAC_SCR00110,RPT-SCR-00110-01,SCR-00110,OISAC_SCR00110,\cite{OISAC_SCR00110},primary_source,none,standalone_primary_report,Integrated Optical Camera Communication and Scene Sensing Based on Generative Adversarial Networks,Liu W.; Deng Q.; Yang Z.; Xiao F.; Zhou B.; Geng X.,2026,IEEE Transactions on Mobile Computing,10.1109/tmc.2025.3649981,https://doi.org/10.1109/tmc.2025.3649981,Article,12,9,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00110 supplies 12 evidence, 9 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00123,OISAC_SCR00123,RPT-SCR-00123-01,SCR-00123,OISAC_SCR00123,\cite{OISAC_SCR00123},primary_source,none,standalone_primary_report,Glass fiber-based integrated sensing and communication system for vehicular applications,Zhang F.; Liu Z.; Cheng C.; Qian Z.; Zhang M.; Luo Z.; Tang M.,2026,Advanced Photonics Nexus,10.1117/1.apn.5.1.016011,https://doi.org/10.1117/1.apn.5.1.016011,Article,11,9,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00123 supplies 11 evidence, 9 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00151,OISAC_SCR00151,RPT-SCR-00151-01,SCR-00151,OISAC_SCR00151,\cite{OISAC_SCR00151},primary_source,none,standalone_primary_report,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,Yang B.; Tang J.; Cheng C.; Fan L.; Yang P.; Wang S.; Zhao T.; Liang J.; Gao S.; Wei J.; Yao Y.; Yang Y.,2025,Journal of Lightwave Technology,10.1109/jlt.2024.3510371,https://doi.org/10.1109/jlt.2024.3510371,Article,10,8,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00151 supplies 10 evidence, 8 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00160,OISAC_SCR00160,RPT-SCR-00160-01,SCR-00160,OISAC_SCR00160,\cite{OISAC_SCR00160},primary_source,none,standalone_primary_report,Photonic Generation of Joint Amplitude-Frequency Modulated Waveform for THz Integrated Sensing and Communication,Che M.; Li B.; Tang H.; Ye S.; Kamiura Y.; Kato K.,2025,Microwave and Optical Technology Letters,10.1002/mop.70216,https://doi.org/10.1002/mop.70216,Article,9,6,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00160 supplies 9 evidence, 6 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00177,OISAC_SCR00177,RPT-SCR-00177-01,SCR-00177,OISAC_SCR00177,\cite{OISAC_SCR00177},primary_source,none,standalone_primary_report,Integrated photonic ultrawideband real-time spectrum sensing for 6G wireless networks,Tao Y.; Feng H.; Fang Y.; Xie X.; Zeng Y.; Wu Y.; Ge T.; Zhang Y.; Chen Z.; Tao Z.; Xu J.; Shu H.; Wang X.; Yu X.; Wang C.,2026,Nature Communications,10.1038/s41467-026-70389-0,https://doi.org/10.1038/s41467-026-70389-0,Article,14,10,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00177 supplies 14 evidence, 10 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00185,OISAC_SCR00185,RPT-SCR-00185-01,SCR-00185,OISAC_SCR00185,\cite{OISAC_SCR00185},primary_source,none,standalone_primary_report,Integrated Terahertz FMCW Radar and FSK Communication Enabled by High-Speed Wavelength Tunable Lasers,Kaide R.; Ye S.; Wang Y.; Mikami Y.; Ueda Y.; Kato K.,2025,Photonics,10.3390/photonics12100977,https://doi.org/10.3390/photonics12100977,Article,12,5,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00185 supplies 12 evidence, 5 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00189,OISAC_SCR00189,RPT-SCR-00189-01,SCR-00189,OISAC_SCR00189,\cite{OISAC_SCR00189},primary_source,none,standalone_primary_report,Sensing µm-scale vibrations in the Hz range within a THz communication system,Matsuda K.; Xu C.; Hess S.; Kulmer L.; Blatter T.; Fukui T.; Leuthold J.,2026,Optics Express,10.1364/oe.585124,https://doi.org/10.1364/oe.585124,Article,13,5,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00189 supplies 13 evidence, 5 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00196,OISAC_SCR00196,RPT-SCR-00196-01,SCR-00196,OISAC_SCR00196,\cite{OISAC_SCR00196},primary_source,none,standalone_primary_report,Adaptive visible light integrated sensing and communication for cable-free virtual reality,Li Z.; Shi J.; Shen C.; Zhang Y.; Zhang J.; Chi N.,2025,Photonics Research,10.1364/prj.561888,https://doi.org/10.1364/prj.561888,Article,61,27,3,1,1,1,0,0,report_specific_guardrail,complete,"Source SCR-00196 supplies 61 evidence, 27 metric, and 3 governed tradeoff rows; use gate: report_specific_guardrail."
STC-SINGLETON-SCR-00210,OISAC_SCR00210,RPT-SCR-00210-01,SCR-00210,OISAC_SCR00210,\cite{OISAC_SCR00210},primary_source,none,standalone_primary_report,Software-Defined Radio Experimental Validation of an OTFS-Based ISAC for Velocity Estimation in an ARoF Setup,Tihomorskis N.; Migla S.; Aghda O.A.; Rubuls K.; Krumins N.; Novikova O.; Braunfelds J.; Spolitis S.; Ozolins O.; Aboltins A.,2026,Technologies,10.3390/technologies14050262,https://doi.org/10.3390/technologies14050262,Article,13,7,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00210 supplies 13 evidence, 7 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00218,OISAC_SCR00218,RPT-SCR-00218-01,SCR-00218,OISAC_SCR00218,\cite{OISAC_SCR00218},primary_source,none,standalone_primary_report,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry,Urban P.J.; Miśkiewicz E.M.; Karczewicz D.; Kogut W.; Kopczyński J.,2025,Journal of Lightwave Technology,10.1109/jlt.2025.3563162,https://doi.org/10.1109/jlt.2025.3563162,Article,13,6,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00218 supplies 13 evidence, 6 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00233,OISAC_SCR00233,RPT-SCR-00233-01,SCR-00233,OISAC_SCR00233,\cite{OISAC_SCR00233},primary_source,none,standalone_primary_report,Bi-LSTM-Transformer hybrid network for V2V optical wireless ISAC systems,Zhou G.; Cao M.; Yang Q.; Zhang Y.; Zhang X.; Wang H.,2026,ICT Express,10.1016/j.icte.2026.04.001,https://doi.org/10.1016/j.icte.2026.04.001,Article,10,16,1,0,11,0,10,0,eligible_with_study_context,complete,"Source SCR-00233 supplies 10 evidence, 16 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00238,OISAC_SCR00238,RPT-SCR-00238-01,SCR-00238,OISAC_SCR00238,\cite{OISAC_SCR00238},primary_source,none,standalone_primary_report,Multi-service integrated sensing and communication system for industrial internet-of-things,Shen J.; Fan J.; Li M.; Fei Y.; Fu T.; Gao M.,2026,Optics and Lasers in Engineering,10.1016/j.optlaseng.2025.109470,https://doi.org/10.1016/j.optlaseng.2025.109470,Article,10,14,2,3,12,0,10,0,report_specific_guardrail,complete,"Source SCR-00238 supplies 10 evidence, 14 metric, and 2 governed tradeoff rows; use gate: report_specific_guardrail."
STC-SINGLETON-SCR-00256,OISAC_SCR00256,RPT-SCR-00256-01,SCR-00256,OISAC_SCR00256,\cite{OISAC_SCR00256},primary_source,none,standalone_primary_report,OCDM Integrated LiDAR and Communication System for UAVs,Shi X.; Cao M.; Chen C.; Zhang S.; Fan P.; Wang H.,2025,"2025 13th International Conference on Information and Communication Networks, ICICN 2025",10.1109/icicn67355.2025.11430473,https://doi.org/10.1109/icicn67355.2025.11430473,Conference paper,8,4,0,0,8,0,8,0,eligible_with_study_context,complete,"Source SCR-00256 supplies 8 evidence, 4 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00268,OISAC_SCR00268,RPT-SCR-00268-01,SCR-00268,OISAC_SCR00268,\cite{OISAC_SCR00268},primary_source,none,standalone_primary_report,Full dimensional control of structured microwaves based on microcombs,Song X.; Zhang X.; Gao X.; Wang Z.; Cai J.; Tu Z.; Dong J.; Li S.; Zhou Z.; Huang J.; Ni B.; Xu T.; Wu J.; Zheng Z.; Chen Z.; Li Y.; Yang Q.-F.; Huang S.; Li W.; Chang L.,2026,Nature Photonics,10.1038/s41566-026-01843-0,https://doi.org/10.1038/s41566-026-01843-0,Article,14,14,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00268 supplies 14 evidence, 14 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00273,OISAC_SCR00273,RPT-SCR-00273-01,SCR-00273,OISAC_SCR00273,\cite{OISAC_SCR00273},primary_source,none,standalone_primary_report,Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization,Dong K.; Cao W.; Wang M.,2025,Sensors,10.3390/s25227061,https://doi.org/10.3390/s25227061,Article,14,6,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00273 supplies 14 evidence, 6 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00274,OISAC_SCR00274,RPT-SCR-00274-01,SCR-00274,OISAC_SCR00274,\cite{OISAC_SCR00274},primary_source,none,standalone_primary_report,A Unified OFDM-ISAC Signal Generation Architecture in W-Band via Photonics-Aided Frequency Multiplication and Phase Noise Mitigation,Deng K.; Liu J.; Lu X.; Chen J.; Zhou Y.; Li W.,2025,Photonics,10.3390/photonics12111052,https://doi.org/10.3390/photonics12111052,Article,14,9,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00274 supplies 14 evidence, 9 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00277,OISAC_SCR00277,RPT-SCR-00277-01,SCR-00277,OISAC_SCR00277,\cite{OISAC_SCR00277},primary_source,none,standalone_primary_report,"Towards last-mile connectivity in 6G-IoT: An integrated MIMO-FSO communication system and FBG sensors under atmospheric attenuations, strain and temperature effects",Arunachalam R.; Singh R.; Vinoth Kumar M.,2025,"Engineering Science and Technology, an International Journal",10.1016/j.jestch.2025.101958,https://doi.org/10.1016/j.jestch.2025.101958,Article,15,8,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00277 supplies 15 evidence, 8 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00278,OISAC_SCR00278,RPT-SCR-00278-01,SCR-00278,OISAC_SCR00278,\cite{OISAC_SCR00278},primary_source,none,standalone_primary_report,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,Hu Y.; Zhang K.; Mousa-Pasandi M.E.; Gutierrez-Castrejon R.; O'sullivan M.; Kong F.; Buscaino B.; Zhang J.; Bernal S.; St-Arnault C.; Plant D.V.,2025,Journal of Lightwave Technology,10.1109/jlt.2025.3593142,https://doi.org/10.1109/jlt.2025.3593142,Article,14,8,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00278 supplies 14 evidence, 8 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00294,OISAC_SCR00294,RPT-SCR-00294-01,SCR-00294,OISAC_SCR00294,\cite{OISAC_SCR00294},primary_source,none,standalone_primary_report,Optoelectronic integrated sensing and communication system based on InGaN/GaN MQW for wireless detection of air pressure,Jiang Z.; Chu Z.; Huang M.; Lu M.; Shi F.; Wang Y.; Yan J.,2025,Sensors and Actuators A: Physical,10.1016/j.sna.2025.117086,https://doi.org/10.1016/j.sna.2025.117086,Article,13,9,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00294 supplies 13 evidence, 9 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00312,OISAC_SCR00312,RPT-SCR-00312-01,SCR-00312,OISAC_SCR00312,\cite{OISAC_SCR00312},primary_source,none,standalone_primary_report,Photonics-Aided THz ISAC System Based on A Spectral Overlapping Multi-Carrier 16QAM-LFM Waveform,Lei M.; Zhou Q.; Zhang J.; Li H.; Hua B.; Cai Y.; Zhang J.; Chen X.; Ding J.; Liu H.; Zhang Z.; Zhu S.; Liu B.; Yu J.; Zhu M.,2025,"2025 Optical Fiber Communications Conference and Exhibition, OFC 2025 - Proceedings",10.1364/ofc.2025.th2a.27,https://doi.org/10.1364/ofc.2025.th2a.27,Conference paper,10,8,1,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00312 supplies 10 evidence, 8 metric, and 1 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00344,OISAC_SCR00344,RPT-SCR-00344-01,SCR-00344,OISAC_SCR00344,\cite{OISAC_SCR00344},primary_source,none,standalone_primary_report,Co-wavelength-channel integration of ultra-low-frequency distributed acoustic sensing and high-capacity communication,Gu L.; Liu C.; Xiang M.; Xu P.; Yang H.; Sun W.; Yang J.; Fu S.; Wang Y.; Qin Y.,2025,Photonics Research,10.1364/prj.551958,https://doi.org/10.1364/prj.551958,Article,15,12,3,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00344 supplies 15 evidence, 12 metric, and 3 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00356,OISAC_SCR00356,RPT-SCR-00356-01,SCR-00356,OISAC_SCR00356,\cite{OISAC_SCR00356},primary_source,none,standalone_primary_report,Exploitation of FMF capabilities for joint communications and sensing,Gaiani S.; Fasano M.; Gatto A.; Parolari P.; Martelli P.; Boffi P.,2025,International Conference on Transparent Optical Networks,10.1109/icton67126.2025.11125376,https://doi.org/10.1109/icton67126.2025.11125376,Conference paper,10,7,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00356 supplies 10 evidence, 7 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00361,OISAC_SCR00361,RPT-SCR-00361-01,SCR-00361,OISAC_SCR00361,\cite{OISAC_SCR00361},primary_source,none,standalone_primary_report,Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing,Yixiao Z.; Xuan L.; Shanghong Z.; Guodong W.; Ruiqiong W.; Qingqing M.; Lingrui X.; Hao Q.; Zihang Z.,2025,Optics Express,10.1364/oe.564416,https://doi.org/10.1364/oe.564416,Article,10,12,3,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00361 supplies 10 evidence, 12 metric, and 3 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00362,OISAC_SCR00362,RPT-SCR-00362-01,SCR-00362,OISAC_SCR00362,\cite{OISAC_SCR00362},primary_source,none,standalone_primary_report,Frequency-comb-steered ultrawideband quasi-true-time-delay beamformer for integrated sensing and communication,Wang M.; Zhang W.; Ren Z.; Li S.; Zheng X.; Xue X.,2025,Nature Communications,10.1038/s41467-025-62854-z,https://doi.org/10.1038/s41467-025-62854-z,Article,15,12,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00362 supplies 15 evidence, 12 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00366,OISAC_SCR00366,RPT-SCR-00366-01,SCR-00366,OISAC_SCR00366,\cite{OISAC_SCR00366},primary_source,none,standalone_primary_report,Integrated ultra-large dynamic vibration sensing with fronthaul analog radio-over-fiber transmission,Wang J.; Zhang J.; Lau A.P.T.; Lu C.,2025,Photonics Research,10.1364/prj.553098,https://doi.org/10.1364/prj.553098,Article,12,18,3,0,15,0,12,0,eligible_with_study_context,complete,"Source SCR-00366 supplies 12 evidence, 18 metric, and 3 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00367,OISAC_SCR00367,RPT-SCR-00367-01,SCR-00367,OISAC_SCR00367,\cite{OISAC_SCR00367},primary_source,none,standalone_primary_report,Common bias-digital subcarrier multiplexing scheme for integrated sensing and communication in short-reach optical transmission systems,Shi J.; Han Y.; Li Y.; Gui X.; Fu X.; Li Z.,2025,Optics Express,10.1364/oe.565431,https://doi.org/10.1364/oe.565431,Article,11,15,2,0,13,0,11,0,eligible_with_study_context,complete,"Source SCR-00367 supplies 11 evidence, 15 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00369,OISAC_SCR00369,RPT-SCR-00369-01,SCR-00369,OISAC_SCR00369,\cite{OISAC_SCR00369},primary_source,none,standalone_primary_report,Simultaneous polarization demultiplexing and vibration sensing via single pilot tone in DSCM-ISAC systems,Song Y.; Deng M.; Liu Y.; Wang W.; Li F.,2025,Optics Express,10.1364/oe.582621,https://doi.org/10.1364/oe.582621,Article,12,18,3,0,15,0,12,0,eligible_with_study_context,complete,"Source SCR-00369 supplies 12 evidence, 18 metric, and 3 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00376,OISAC_SCR00376,RPT-SCR-00376-01,SCR-00376,OISAC_SCR00376,\cite{OISAC_SCR00376},primary_source,none,standalone_primary_report,An integrated sensing and communication solar skin for health monitoring and human–machine interaction,Li J.; Tao J.; Ge C.; Xu C.; Wang J.; Xu Z.; Wang H.; Xu Q.; Zhao H.; Zhang C.; Gui W.; Gao W.; Liang X.; Xu X.; Ding W.,2026,Nano Energy,10.1016/j.nanoen.2025.111639,https://doi.org/10.1016/j.nanoen.2025.111639,Article,14,22,0,0,14,0,14,0,eligible_with_study_context,complete,"Source SCR-00376 supplies 14 evidence, 22 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00379,OISAC_SCR00379,RPT-SCR-00379-01,SCR-00379,OISAC_SCR00379,\cite{OISAC_SCR00379},primary_source,none,standalone_primary_report,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,Shao J.; Zerihun Gutema T.; Popoola W.O.,2025,IEEE Photonics Technology Letters,10.1109/lpt.2025.3559423,https://doi.org/10.1109/lpt.2025.3559423,Article,12,13,0,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00379 supplies 12 evidence, 13 metric, and 0 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00387,OISAC_SCR00387,RPT-SCR-00387-01,SCR-00387,OISAC_SCR00387,\cite{OISAC_SCR00387},primary_source,none,standalone_primary_report,Demonstration of Ranging-Based Phase Encryption for Enhanced Free-Space Optical Security,Yue Z.; Liu Y.; Dong B.; Zhang H.; Chen C.; Chi N.; Zhang J.,2026,Journal of Lightwave Technology,10.1109/jlt.2026.3659143,https://doi.org/10.1109/jlt.2026.3659143,Article,15,16,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00387 supplies 15 evidence, 16 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
STC-SINGLETON-SCR-00396,OISAC_SCR00396,RPT-SCR-00396-01,SCR-00396,OISAC_SCR00396,\cite{OISAC_SCR00396},primary_source,none,standalone_primary_report,Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer,Wang R.; Ma W.; Liu J.; Xu H.; Shen Z.; Li W.,2025,Optics Express,10.1364/oe.555053,https://doi.org/10.1364/oe.555053,Article,14,23,2,0,0,0,0,0,eligible_with_study_context,complete,"Source SCR-00396 supplies 14 evidence, 23 metric, and 2 governed tradeoff rows; use gate: eligible_with_study_context."
