Title,Authors,DOI,DOI link,Venue,Citation count,Year,Filename
Active RIS versus passive RIS: Which demonstrates advantages in ISCPT systems?,"Zizhou Zheng, Boshi Wang, Zhiyuan Yu, Hong Ren",10.1109/ICCC62479.2024.10681751,https://doi.org/10.1109/ICCC62479.2024.10681751,International Conference on Innovative Computing and Cloud Computing,1,2024,-
Rate-Splitting Multiple Access for Transmissive Reconfigurable Intelligent Surface Transceiver Empowered ISAC Systems,"Ziwei Liu, Wen Chen, Qing-Bin Wu, Jinghong Yuan, Shanshan Zhang, Zhendong Li, Jun Li",10.1109/JIOT.2024.3397736,https://doi.org/10.1109/JIOT.2024.3397736,IEEE Internet of Things Journal,10,2024,-
Keynote Talk #2: 6G Wireless: Wireless Networks Empowered by Reconfigurable Intelligent Surfaces,M. D. Renzo,10.1109/APCC47188.2019.9026400,https://doi.org/10.1109/APCC47188.2019.9026400,Asia-Pacific Conference on Communications,10,2019,-
Hybrid STAR-RIS Enabled Integrated Sensing and Communication,"Zehra Yigit, E. Başar",10.48550/arXiv.2407.15570,https://doi.org/10.48550/arXiv.2407.15570,IEEE Transactions on Communications,0,2024,-
Movable Antenna-Enabled RIS-Aided Integrated Sensing and Communication,"Haisu Wu, Hong Ren, Cunhua Pan, Yang Zhang",10.1109/tccn.2025.3559578,https://doi.org/10.1109/tccn.2025.3559578,IEEE Transactions on Cognitive Communications and Networking,24,2024,-
Enhancing Battlefield Awareness: An Aerial RIS-assisted ISAC System with Deep Reinforcement Learning,"Hyunsang Cho, Seonghoon Yoo, Bang Chul Jung, Joonhyuk Kang",10.1109/MILCOM61039.2024.10774028,https://doi.org/10.1109/MILCOM61039.2024.10774028,IEEE Military Communications Conference,2,2024,-
Secure Beamforming Design for RIS-Assisted Integrated Sensing and Communication Systems,"Chengjun Jiang, Chensi Zhang, Chongwen Huang, Jianhua Ge, Jiguang He, Chau Yuen",10.1109/LWC.2023.3334275,https://doi.org/10.1109/LWC.2023.3334275,IEEE Wireless Communications Letters,8,2024,-
Joint DFBS Beamforming and HRIS Beamforming for HRIS-Aided ISAC Systems,"Wenkang He, Chunjing Hu, Yongqing Xu, Yong Li",10.1109/ICCC62479.2024.10681695,https://doi.org/10.1109/ICCC62479.2024.10681695,International Conference on Innovative Computing and Cloud Computing,1,2024,-
"Hybrid Beamforming in mmWave Dual-Function Radar-Communication Systems: Models, Technologies, and Challenges","Ziyang Cheng, Linlong Wu, Bowen Wang, Bhavani Shankar, Bin Liao, B. Ottersten",-,-,-,7,2022,-
TRTAR: Transmissive RIS-Assisted Through-the-Wall Human Activity Recognition,"Junshuo Liu, Yunlong Huang, Jianan Zhang, Rujing Xiong, R. C. Qiu",10.1109/WCNC57260.2024.10571301,https://doi.org/10.1109/WCNC57260.2024.10571301,IEEE Wireless Communications and Networking Conference,2,2024,-
OFDM-Based Active STAR-RIS-Aided Integrated Sensing and Communication Systems,"Hanxiao Ge, Anastasios K. Papazafeiropoulos, T. Ratnarajah",-,-,-,0,2024,-
Integrated Sensing and Communication for Wireless Extended Reality (XR) With Reconfigurable Intelligent Surface,"Teng Ma, Yue Xiao, Xia Lei, Ming Xiao",10.1109/JSTSP.2023.3304846,https://doi.org/10.1109/JSTSP.2023.3304846,IEEE Journal on Selected Topics in Signal Processing,12,2023,-
Integrated Sensing and Communication With Reconfigurable Intelligent Surfaces,"Teng Ma, Yue Xiao, Xia Lei, M. D. Renzo",10.1109/TVT.2024.3442574,https://doi.org/10.1109/TVT.2024.3442574,IEEE Transactions on Vehicular Technology,2,2024,-
Integrated Cooperative Sensing and Communication for RIS-Enabled Full-Duplex Cell-Free MIMO Systems,"A. A. Salem, Mahmoud A. M. Albreem, Khawla A. Alnajjar, Saeed Abdallah, Mohamed Saad",10.1109/TCOMM.2024.3493795,https://doi.org/10.1109/TCOMM.2024.3493795,IEEE Transactions on Communications,5,2025,-
Track-before-detect in RIS-aided Integrated Sensing and Communication,"Georgios Mylonopoulos, L. Venturino, E. Grossi, Stefano Buzzi, Ciro D’Elia",-,-,-,0,2025,-
Passive Beamforming Design for Reconfigurable Intelligent Surface Enabled Integrated Sensing and Communication,"Zhe Xing, Rui Wang, Xiaojun Yuan",10.48550/arXiv.2206.00525,https://doi.org/10.48550/arXiv.2206.00525,arXiv.org,6,2022,-
Energy Minimization of RIS-Assisted Cooperative UAV–USV MEC Network,"Yangzhe Liao, Yuanyan Song, Si-Yu Xia, Yi Han, Ning Xu, Xiaojun Zhai",10.1109/JIOT.2024.3432151,https://doi.org/10.1109/JIOT.2024.3432151,IEEE Internet of Things Journal,3,2024,-
Resource Allocation Design for Next-Generation Multiple Access: A Tutorial Overview,"Zhiqiang Wei, Dongfang Xu, Shuangyang Li, Shenghui Song, Derrick Wing Kwan Ng, Giuseppe Caire",10.1109/JPROC.2024.3434700,https://doi.org/10.1109/JPROC.2024.3434700,Proceedings of the IEEE,2,2024,-
Secure Beamforming for Hybrid RIS-Assisted Integrated Sensing and Communication,"Bingqi Zhang, Kaizhi Huang, Ming Yi, Kexin Liu",10.1145/3723890.3723935,https://doi.org/10.1145/3723890.3723935,"Proceedings of the 2025 4th International Conference on Cryptography, Network Security and Communication Technology",0,2025,-
Identification of RIS-Assisted Paths for Wireless Integrated Sensing and Communication,"Zeyu Huang, Stefan Schwarz, Bashar Tahir, M. Rupp",10.1109/PIMRC54779.2022.9977621,https://doi.org/10.1109/PIMRC54779.2022.9977621,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications",2,2022,-
COLoRIS: Localization-Agnostic Smart Surfaces Enabling Opportunistic ISAC in 6G Networks,"Guillermo Encinas-Lago, Francesco Devoti, Marco Rossanese, Vincenzo Sciancalepore, M. D. Renzo, Xavier Costa-Pérez",10.1109/TMC.2025.3556326,https://doi.org/10.1109/TMC.2025.3556326,IEEE Transactions on Mobile Computing,1,2024,-
STAR-RIS-Enabled Anti-Jamming Design for Secure Integrated Sensing and Communication Systems,"Zhongyi Xie, Hongyi Bian, Yu Yao, Zhe Zhang, Feng Shu",10.1109/WCSP62071.2024.10826880,https://doi.org/10.1109/WCSP62071.2024.10826880,International Conference on Wireless Communications and Signal Processing,1,2024,-
RIS-Assisted Integrated Sensing and Symbiotic Radio Systems,"Bin Lyu, Haofan Du, Meng Hua, Changsheng You, Ziwei Liu",10.1109/LWC.2025.3535775,https://doi.org/10.1109/LWC.2025.3535775,IEEE Wireless Communications Letters,0,2025,-
STAR-RIS-Assisted Multicast Communications in DFRC-UAV-Enabled ISAC Systems,"Longshen Chen., Jia Zhu, Yulong Zou, Yulei Lou, Yizhi Li",10.1109/LCOMM.2024.3505896,https://doi.org/10.1109/LCOMM.2024.3505896,IEEE Communications Letters,1,2025,-
Electrically addressable integrated intelligent terahertz metasurface,"Benwen Chen, Xinru Wang, Weili Li, Chun Xing Li, Zhaosong Wang, Hangbin Guo, Jingbo Wu, K. Fan, Caihong Zhang, Yunbin He, B. Jin, Jian Chen, Peiheng Wu",10.1126/sciadv.add1296,https://doi.org/10.1126/sciadv.add1296,Science Advances,79,2022,-
Integrated Sensing and Communication With Reconfigurable Distributed Antenna and Reflecting Surface: Joint Beamforming and Mode Selection,"Pingping Zhang, Jintao Wang, Yulin Shao, Shaodan Ma",10.1109/JIOT.2025.3555001,https://doi.org/10.1109/JIOT.2025.3555001,IEEE Internet of Things Journal,4,2024,-
Dual-Polarized RIS-Assisted Secure Integrated Sensing and Communication Systems,"Yu Zhang, Xinyue Hu, Jiaru Yang, Wanqing Zhang, Xueyan Li, Xingwang Li, D. B. da Costa",10.1109/TVT.2024.3503691,https://doi.org/10.1109/TVT.2024.3503691,IEEE Transactions on Vehicular Technology,2,2025,-
Application of Integrated Sensing and Communication in Structural Health Monitoring,"Jie Yang, Chao-Kai Wen, Shimei Jin",10.1109/WOCC61718.2024.10785580,https://doi.org/10.1109/WOCC61718.2024.10785580,Wireless and Optical Communications Conference,1,2024,-
RIS-Assisted ISAC: Precoding and Phase-Shift Optimization for Mono-Static Target Detection,"Ozlem Tuugfe Demir, Emil Björnson",10.1109/GLOBECOM52923.2024.10901685,https://doi.org/10.1109/GLOBECOM52923.2024.10901685,Global Communications Conference,1,2024,-
Outage Constrained Design for RIS-Assisted Integrated Sensing and Communication Systems,"Xingxing Huang, Guoping Zhang, Hongbo Xu, Dong Wang, Kunyu Li, Ze Wang",10.1109/LCOMM.2025.3552616,https://doi.org/10.1109/LCOMM.2025.3552616,IEEE Communications Letters,0,2025,-
Joint Mode Selection and Beamforming Designs for Hybrid-RIS Assisted ISAC Systems,"Yingbin Lin, Feng Wang, Xiao Zhang, Guojun Han, Vincent K. N. Lau",10.48550/arXiv.2412.04210,https://doi.org/10.48550/arXiv.2412.04210,arXiv.org,0,2024,-
Hybrid RIS-Assisted MIMO Integrated Sensing and Communication System,"Zhuoyang Liu, Haiyang Zhang, Tianyao Huang, Feng Xu, Y. Eldar",10.1109/GCWkshps58843.2023.10464571,https://doi.org/10.1109/GCWkshps58843.2023.10464571,2023 IEEE Globecom Workshops (GC Wkshps),0,2023,-
Space-Time Coding Design for RIS-Assisted Integrated Sensing and Communication System,"Yifei Liu, Liang Wu, Zaichen Zhang, J. Dang, Bin Zhu",10.1109/LWC.2024.3397311,https://doi.org/10.1109/LWC.2024.3397311,IEEE Wireless Communications Letters,5,2024,-
Novel Antenna Technologies for Integrated Sensing and Communication in 6G,"Zihao Xin, Shuo Chen",10.1109/ISCTech63666.2024.10845623,https://doi.org/10.1109/ISCTech63666.2024.10845623,2024 12th International Conference on Information Systems and Computing Technology (ISCTech),0,2024,-
Beyond 5G RIS mmWave Systems: Where Communication and Localization Meet,"Jiguang He, Fan Jiang, Kamran Keykhosravi, J. Kokkoniemi, H. Wymeersch, M. Juntti",10.1109/ACCESS.2022.3186510,https://doi.org/10.1109/ACCESS.2022.3186510,IEEE Access,55,2021,-
RIS-Assisted Coverage Enhancement in mmWave Integrated Sensing and Communication Networks,"Xu Gan, Chongwen Huang, Zhaohui Yang, Xiaoming Chen, Faouzi Bader, Zhaoyang Zhang, Chau Yuen, Yong Liang Guan, Mérouane Debbah",10.1109/Ucom62433.2024.10695883,https://doi.org/10.1109/Ucom62433.2024.10695883,2024 International Conference on Ubiquitous Communication (Ucom),2,2024,-
Blinding the Wiretapper: RIS-Enabled User Occultation in the ISAC Era,"Getuar Rexhepi, Hyeon Seok Rou, Giuseppe Thadeu Freitas de Abreu, G. C. Alexandropoulos",-,-,-,1,2025,-
Movable-Antenna Aided Secure Transmission for RIS-ISAC Systems,"Yaodong Ma, Kai Liu, Yanming Liu, Lipeng Zhu, Zhenyu Xiao",10.48550/arXiv.2410.03426,https://doi.org/10.48550/arXiv.2410.03426,IEEE Transactions on Wireless Communications,12,2024,-
Bayesian Learning for Double-RIS Aided ISAC Systems With Superimposed Pilots and Data,"Xu Gan, Chongwen Huang, Zhaohui Yang, Caijun Zhong, Xiaoming Chen, Zhaoyang Zhang, Qinghua Guo, Chau Yuen, Mérouane Debbah",10.1109/JSTSP.2024.3408071,https://doi.org/10.1109/JSTSP.2024.3408071,IEEE Journal on Selected Topics in Signal Processing,18,2024,-
"Multi-Functional RIS for a Multi-Functional System: Integrating Sensing, Communication, and Wireless Power Transfer","Ahmed Magbool, Vaibhav Kumar, Ahmad Bazzi, M. Flanagan, Marwa Chafii",10.1109/MNET.2024.3482571,https://doi.org/10.1109/MNET.2024.3482571,IEEE Network,11,2024,-
Distributed Intelligent Sensing and Communications for 6G: Architecture and Use Cases,"Kyriakos Stylianopoulos, Giyyarpuram Madhusudan, Guillaume Jornod, Sami Mekki, Francesca Costanzo, Hui Chen, Placido Mursia, Maurizio Crozzoli, E. Strinati, G. C. Alexandropoulos, Henk Wymeersch",10.1109/EuCNC/6GSummit63408.2025.11037021,https://doi.org/10.1109/EuCNC/6GSummit63408.2025.11037021,2025 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),1,2025,-
BPSK Modulation Using Programmable Metasurfaces,"Aditya S. Shekhawat, Aaron Grace, G. Trichopoulos",10.23919/USNC-URSINRSM60317.2024.10464695,https://doi.org/10.23919/USNC-URSINRSM60317.2024.10464695,United States National Committee of URSI National Radio Science Meeting,0,2024,-
RIS-Assisted Integrated Sensing and Backscatter Communications for Future IoT Networks,"Nan Wu, Xinyi Wang, Zesong Fei, Fanghao Xia, Jingxuan Huang, Arumugam Nallanathan",10.1109/IOTM.001.2300184,https://doi.org/10.1109/IOTM.001.2300184,IEEE Internet of Things Magazine,7,2024,-
Leveraging a Variety of Anchors in Cellular Network for Ubiquitous Sensing,"Liang Liu, Shuowen Zhang, Shuguang Cui",10.1109/MCOM.001.2300632,https://doi.org/10.1109/MCOM.001.2300632,IEEE Communications Magazine,7,2024,-
Sum-Rate Maximization for RIS-Assisted Integrated Sensing and Communication Systems With Manifold Optimization,"Eyad Shtaiwi, Hongliang Zhang, Ahmed Abdelhadi, A. L. Swindlehurst, Zhu Han, H. Poor",10.1109/TCOMM.2023.3277872,https://doi.org/10.1109/TCOMM.2023.3277872,IEEE Transactions on Communications,32,2023,-
Sum Secrecy Rate Optimization in RIS-Assisted ISAC Systems: A Manifold-Based Framework,"Mohamed Elsayed, Ahmed S. Ibrahim, Mahmoud H. Ismail, Ahmed Samir",10.1109/LWC.2025.3540555,https://doi.org/10.1109/LWC.2025.3540555,IEEE Wireless Communications Letters,3,2025,-
Target Detection in ISAC Systems with Active RISs: A Multi-Perspective Observation Approach,"Shoushuo Zhang, Rang Liu, Ming Li, Wei Wang, Qian Liu",-,-,-,0,2025,-
Target State Tracking in Semi-Passive RIS-Aided ISAC Wireless Communication Systems,"Miaozhi Huang, Xiaoqing Wang, Yunhe Xu, Fei Du, S. Geng, Xiongwen Zhao",10.1109/ISAPE62431.2024.10840604,https://doi.org/10.1109/ISAPE62431.2024.10840604,"International Symposium on Antennas, Propagation and EM Theory",0,2024,-
Generative-Adversarial-Network-Enhanced DRL for ISAC With Double Active RISs,"Jifa Zhang, Min Sheng, Chengwen Xing, Junyu Liu, Nan Zhao, G. Karagiannidis",10.1109/JIOT.2025.3527441,https://doi.org/10.1109/JIOT.2025.3527441,IEEE Internet of Things Journal,0,2025,-
Impact of Network-Controlled Repeaters in Integrated Sensing and Communication Systems,"Henrik AAkesson, D. P. M. Osorio, Erik G. Larsson",-,-,-,0,2025,-
Joint Active and Passive Beamforming Design for Hybrid RIS-Aided Integrated Sensing and Communication,"Hongyun Chu, Mengyao Yang, Pan Xue, Xiao Ge",10.23919/JCC.ja.2023-0213,https://doi.org/10.23919/JCC.ja.2023-0213,China Communications,18,2024,-
Bayesian Learning-Based ISAC in RIS-Aided MmWave Systems with Superimposed Symbols,"Xu Gan, Zhaohui Yang, Chongwen Huang, Caijun Zhong, Zhaoyang Zhang",10.1109/ICCWorkshops57953.2023.10283788,https://doi.org/10.1109/ICCWorkshops57953.2023.10283788,2023 IEEE International Conference on Communications Workshops (ICC Workshops),4,2023,-
Joint Waveform and Beamforming Design in RIS-ISAC Systems: A Model-Driven Learning Approach,"Peng Jiang, Ming Li, Rang Liu, Wei Wang, Qian Liu",10.1109/tcomm.2025.3535869,https://doi.org/10.1109/tcomm.2025.3535869,IEEE Transactions on Communications,1,2025,-
Joint Beamforming and Power Allocation for RIS Aided Full-Duplex Integrated Sensing and Uplink Communication System,"Yuanchen Guo, Yang Liu, Qing-He Wu, Xiaoyang Li, Qingjiang Shi",10.1109/TWC.2023.3321055,https://doi.org/10.1109/TWC.2023.3321055,IEEE Transactions on Wireless Communications,31,2023,-
RIS-Assisted Cooperative Multicell ISAC Systems: A Multi-User and Multi-Target Case,"Xiaoyu Yang, Zhiqing Wei, Yuanwei Liu, Huici Wu, Zhiyong Feng",10.1109/TWC.2024.3353336,https://doi.org/10.1109/TWC.2024.3353336,IEEE Transactions on Wireless Communications,17,2024,-
Multipath Exploitation for Fluctuating Target Detection in RIS-Assisted ISAC Systems,"Shoushuo Zhang, Zichao Xiao, Rang Liu, Ming Li, Wei Wang, Qian Liu",10.1109/LWC.2024.3416453,https://doi.org/10.1109/LWC.2024.3416453,IEEE Wireless Communications Letters,3,2024,-
A TDDPG-Based Joint Optimization Method for Hybrid RIS-Assisted Vehicular Integrated Sensing and Communication,"Xinren Wang, Zhuoran Xu, Qin Wang, Yiyang Ni, Haotai Zhao",10.3390/electronics14152992,https://doi.org/10.3390/electronics14152992,Electronics,0,2025,-
RIS-Aided Cooperative ISAC Networks for Structural Health Monitoring,"Jie Yang, Chao-Kai Wen, Xiao Li, Shimei Jin",10.48550/arXiv.2507.02731,https://doi.org/10.48550/arXiv.2507.02731,arXiv.org,0,2025,-
MUSIC-Based Moving Target Estimation in RIS-aided ISAC Systems under NLoS Scenarios,"Fan Yang, Peichan Zhang, Yi Peng, Jun-qing Ye, Zhen Chen, Lei Huang",10.1109/ICCIA62557.2024.10719132,https://doi.org/10.1109/ICCIA62557.2024.10719132,International Conference on Computer and Information Application,0,2024,-
Hybrid RISs for Simultaneous Tunable Reflections and Sensing,"G. C. Alexandropoulos, Nir Shlezinger, Ioannis Gavras, Haiyang Zhang",-,-,-,0,2025,-
Secure Design for RIS-Assisted Multi-Target ISAC Systems,"Xinji Wang, Xin Chen, Haiyang Cao, Zenebe Yetneberk, Chao Liu, Tong-Xing Zheng",10.1109/Ucom62433.2024.10695872,https://doi.org/10.1109/Ucom62433.2024.10695872,2024 International Conference on Ubiquitous Communication (Ucom),2,2024,-
Joint Beamforming Optimization for Active STAR-RIS-Assisted ISAC Systems,"Shuanghui Zhang, Wanming Hao, Gangcan Sun, Chongwen Huang, Zhengyu Zhu, Xing-zheng Li, Chau Yuen",10.1109/TWC.2024.3434963,https://doi.org/10.1109/TWC.2024.3434963,IEEE Transactions on Wireless Communications,19,2023,-
Reconfigurable Intelligent Surface Aided Physical-Layer Security Enhancement in Integrated Sensing and Communication Systems,"Zhe Xing, Rui Wang, Xiaojun Yuan",10.1109/TVT.2023.3329992,https://doi.org/10.1109/TVT.2023.3329992,IEEE Transactions on Vehicular Technology,14,2024,-
Joint Localization and Information Transfer for Reconfigurable Intelligent Surface Aided Full-Duplex Systems,"Z. Shao, Xiaojun Yuan, Wei Zhang, Marco Di Renzo",10.1109/TWC.2023.3339151,https://doi.org/10.1109/TWC.2023.3339151,IEEE Transactions on Wireless Communications,1,2022,-
An AI-Powered RIS Technology for Hand Gesture Recognition in the Radiating Near Field,"Sigurd S. Petersen, Emil Lytje-Dorfman, Rune Drongesen, Jacob Vitfell KØpke, Puchu Li, Zhinong Ying, Ming Shen",10.1109/iWAT64079.2025.10931217,https://doi.org/10.1109/iWAT64079.2025.10931217,International workshop on Antenna Technology: Small and Smart Antennas Metamaterials and Applications,0,2025,-
Low-complexity channel estimation for RIS-assisted ISAC system,"Chen Zhen, Jianqing Li, Haijun Zhang, Zhang Wei",10.23919/JCC.fa.2024-0204.202504,https://doi.org/10.23919/JCC.fa.2024-0204.202504,China Communications,0,2025,-
Security and Privacy for Reconfigurable Intelligent Surface in 6G: A Review of Prospective Applications and Challenges,"F. Naeem, Mansoor Ali, Georges Kaddoum, Chongwen Huang, Chau Yuen",10.1109/OJCOMS.2023.3273507,https://doi.org/10.1109/OJCOMS.2023.3273507,IEEE Open Journal of the Communications Society,67,2023,-
Secure Integrated Sensing and Communication Systems Assisted by Active RIS,"Zheng Yang, Siyu Zhang, Gaojie Chen, Zhicheng Dong, Yi Wu, Daniel Benevides da Costa",10.1109/TVT.2024.3450792,https://doi.org/10.1109/TVT.2024.3450792,IEEE Transactions on Vehicular Technology,6,2024,-
Reconfigurable Intelligent Surface-Aided Dual-Function Radar and Communication System With MU-MIMO Communication,"Yasheng Jin, Zhiyuan Yu, Ruisong Weng, Boshi Wang, Hong Ren, Cunhua Pan",10.1109/WCNC57260.2024.10571008,https://doi.org/10.1109/WCNC57260.2024.10571008,IEEE Wireless Communications and Networking Conference,5,2024,-
RIS-Assisted Joint Uplink Communication and Imaging: Phase Optimization and Bayesian Echo Decoupling,"Shengyu Zhu, Zehua Yu, Qinghua Guo, Jinshan Ding, Q. Cheng, T. Cui",-,-,-,4,2023,-
On the Role of Noise in Integrated Wave-Based Sensing and Computing with Dynamic Metasurface Antennas,"Chenqi Qian, P. Hougne",10.1109/Metamaterials58257.2023.10289454,https://doi.org/10.1109/Metamaterials58257.2023.10289454,Metamaterials,0,2023,-
The Evolution of Wireless Communication with the THz Spectrum: New Horizons in 6G,"Sümeye Nur Karahan, Amine Gonca Toprak, Ö. B. Mercan, Yasin Emre Tok",10.1109/AICCONF64766.2025.11064244,https://doi.org/10.1109/AICCONF64766.2025.11064244,2025 3rd Cognitive Models and Artificial Intelligence Conference (AICCONF),0,2025,-
Joint Beamforming for RIS-Assisted Integrated Sensing and Communication Systems,"Graduate Student Member Ieee Yongqing Xu, Member Ieee Yong Li, S. M. I. J. Andrew Zhang, Fellow Ieee Marco Di Renzo, F. I. Tony Q. S. Quek, Li",10.1109/TCOMM.2023.3344143,https://doi.org/10.1109/TCOMM.2023.3344143,IEEE Transactions on Communications,28,2023,-
Robust Secure Beamforming Design for Downlink RIS-ISAC Systems Enhanced by RSMA,"Chen Zhang, Shaocheng Qu, Li Zhao, Ziming Wei, Qianqian Shi, Youya Liu",10.1109/LWC.2024.3521211,https://doi.org/10.1109/LWC.2024.3521211,IEEE Wireless Communications Letters,2,2025,-
"Privacy and Security in Ubiquitous Integrated Sensing and Communication: Threats, Challenges and Future Directions","Kaiqian Qu, Jia Ye, Xuran Li, Shuaishuai Guo",10.1109/IOTM.001.2300180,https://doi.org/10.1109/IOTM.001.2300180,IEEE Internet of Things Magazine,20,2023,-
Integrated Communication and Learned Recognizer with Customized RIS Phases and Sensing Durations,"Yixuan Huang, Jie Yang, Chao-Kai Wen, Shimei Jin",10.1109/tcomm.2025.3548768,https://doi.org/10.1109/tcomm.2025.3548768,IEEE Transactions on Communications,1,2025,-
Integrated Communication and RIS-Aided Track-Before-Detect Radar Sensing,"Georgios Mylonopoulos, L. Venturino, Emanuele Grossi, Stefano Buzzi, Ciro D’Elia",10.1109/OJCOMS.2025.3572081,https://doi.org/10.1109/OJCOMS.2025.3572081,IEEE Open Journal of the Communications Society,0,2025,-
Federated Learning in ISAC Systems: Bridging Satellite and RIS-Enhanced Terrestrial Networks,"S. Pala, Keshav Singh, Chih-Peng Li, O. Dobre, T. Duong",10.1109/GLOBECOM52923.2024.10901805,https://doi.org/10.1109/GLOBECOM52923.2024.10901805,Global Communications Conference,0,2024,-
Reconfigurable Intelligent Surface for NLOS Integrated Sensing and Communications,"Yongwei Wang, Wensheng Zhang, Chen Liu, Jian Sun, Cheng-Xiang Wang",10.1109/ICCC55456.2022.9880639,https://doi.org/10.1109/ICCC55456.2022.9880639,International Conference on Innovative Computing and Cloud Computing,10,2022,-
DRL-based STAR-RIS-Assisted ISAC Secure Communications,"Zhengyu Zhu, Mengfei Gong, Zheng Chu, Pei Xiao, Gangcan Sun, De Mi, Ziming He, Fei Tong",10.1109/Ucom59132.2023.10257639,https://doi.org/10.1109/Ucom59132.2023.10257639,2023 International Conference on Ubiquitous Communication (Ucom),15,2023,-
Joint Active and Passive Beamforming Design for IRS-aided MIMO ISAC Based on Sensing Mutual Information,"Jin Li, Gui Zhou, Tantao Gong, Nan Liu, Rui Zhang",-,-,-,1,2024,-
Near-Field Extremely Large-Scale STAR-RIS Enabled Integrated Sensing and Communications,"Jingxuan Zhou, Yinchao Yang, Zhaohui Yang, Mohammad Reza Shikh-Bahaei",10.1109/TGCN.2024.3462491,https://doi.org/10.1109/TGCN.2024.3462491,IEEE Transactions on Green Communications and Networking,4,2025,-
RIS-Assisted Wireless Link Signatures for Specific Emitter Identification,"Ning Gao, Shuchen Meng, Cen Li, Shengguo Meng, Wankai Tang, Shi Jin, M. Matthaiou",10.1109/TWC.2024.3457608,https://doi.org/10.1109/TWC.2024.3457608,IEEE Transactions on Wireless Communications,4,2023,-
Improved AFSA-Based Beam Training Without CSI for RIS-Assisted ISAC Systems,"Yunxiang Shi, Lixin Li, Wensheng Lin, Wei Liang, Zhu Han",-,-,-,0,2025,-
RIS assisted dual-function radar and secure communications based on frequency-shifted chirp spread spectrum index modulation,"Xiaoping Jin, Peng Zhang, Chuan Wan, Dingyou Ma, Yudong Yao",10.23919/JCC.fa.2023-0143.202310,https://doi.org/10.23919/JCC.fa.2023-0143.202310,China Communications,6,2023,-
STARS Enabled Full-Space Integrated Sensing and Communications,"Zheng Zhang, Mohsen Khalily, Mahtab Mirmohseni, Jian Chen",10.1109/Ucom59132.2023.10257580,https://doi.org/10.1109/Ucom59132.2023.10257580,2023 International Conference on Ubiquitous Communication (Ucom),2,2023,-
RIS-Aided Integrated Sensing and Communication Waveform Design With Tunable PAPR,"Jinlong Wu, Lixin Li, Wensheng Lin, Wei Liang, Decan Zhao, Zhu Han",-,-,-,0,2025,-
STAR-RIS-Enabled Full-Duplex Integrated Sensing and Communication System,"Yu Liu, Gaojie Chen, Yun Wen, Qu Luo, Chiya Zhang, D. Niyato",10.1109/twc.2025.3573641,https://doi.org/10.1109/twc.2025.3573641,IEEE Transactions on Wireless Communications,1,2024,-
Detecting Angle of Arrival on a Hybrid RIS Using Intensity-Only Data,"Idban Alamzadeh, M. Imani",10.1109/LAWP.2023.3288123,https://doi.org/10.1109/LAWP.2023.3288123,IEEE Antennas and Wireless Propagation Letters,16,2023,-
Joint Physical Layer Security and Information Freshness Analysis and Optimization for RIS-Assisted ISAC With Finite Blocklength,"Wei Zhao, Jianxin Ni, Baogang Li, Shuai Hao",10.1155/int/4075274,https://doi.org/10.1155/int/4075274,International Journal of Intelligent Systems,0,2025,-
Multiple Active STAR-RIS-Assisted Secure Integrated Sensing and Communication via Cooperative Beamforming,"Hyeonho Noh, Hyeonsu Lyu, Hyun Jong Yang",-,-,-,0,2025,-
"Joint RIS-Assisted Localization and Communication: A Tradeoff Among Accuracy, Spectrum Efficiency, and Time Resource","Sanaz Kianoush, A. Nordio, Laura Dossi, Roberto Nebuloni, S. Savazzi",10.1109/JSEN.2024.3501404,https://doi.org/10.1109/JSEN.2024.3501404,IEEE Sensors Journal,0,2025,-
RIS-Aided Integrated Sensing and Communications,"Prajwalita Saikia, Anand Jee, Keshav Singh, Cunhua Pan, Theodoros A. Tsiftsis, Wan-Jen Huang",10.1109/GLOBECOM54140.2023.10437873,https://doi.org/10.1109/GLOBECOM54140.2023.10437873,Global Communications Conference,6,2023,-
"Power Source Allocation for RIS-aided Integrating Sensing, Communication, and Power Transfer Systems Based on NOMA","Yue Xiu, Yang Zhao, Chenfei Xie, Fatma Benkhelifa, Songjie Yang, Wanting Lyu, Chadi Assi, Ning Wei",-,-,-,0,2024,-
Rate Splitting and Beamforming Design for RIS-Assisted RSMA-Enhanced ISAC Networks,"Hongqin Ke, Jindan Xu, Wei Xu, Chenjian Ding, Derrick Wing Kwan Ng",10.1109/LWC.2025.3554363,https://doi.org/10.1109/LWC.2025.3554363,IEEE Wireless Communications Letters,1,2025,-
Super-resolution diffractive neural network for all-optical direction of arrival estimation beyond diffraction limits,"Sheng Gao, Hang Chen, Yichen Wang, Zhengyang Duan, Haiou Zhang, Zhi Sun, Yuan Shen, Xing Lin",10.1038/s41377-024-01511-4,https://doi.org/10.1038/s41377-024-01511-4,Light: Science & Applications,12,2024,-
Joint Channel and Symbol Estimation for Hybrid RIS Wireless Communications,"Amarilton L. Magalhães, A. L. F. D. Almeida",10.1109/ISWCS61526.2024.10639148,https://doi.org/10.1109/ISWCS61526.2024.10639148,International Symposium on Wireless Communication Systems,0,2024,-
