paper_id,title,doi,section_type,word_count,sentence_count,paragraph_count,mean_sentence_words,median_sentence_words,p75_sentence_words,max_sentence_words,long_sentence_ratio_35,very_long_sentence_ratio_45,mean_paragraph_words,median_paragraph_words,p75_paragraph_words,max_paragraph_words,citations_per_100_words,numbers_per_100_words,transitions_per_100_words,first_person_per_100_words,method_terms_per_100_words,hype_terms_per_100_words,acronyms_per_100_words,parentheticals_per_100_words,commas_per_sentence,semicolons_per_100_words,list_heavy_sentence_ratio,questions,has_related_surveys,has_contributions,has_organization,has_scope_statement
COMST_023,A Survey on Trust Models in Heterogeneous Networks,10.1109/COMST.2022.3192978,abstract,214,11,1,19.455,20,23.5,35,0.0,0.0,214,214,214.0,214,0.0,0.0,0.935,1.869,0.0,0.0,0.0,0.935,1.455,0.0,0.1818,0,False,False,False,True
COMST_023,A Survey on Trust Models in Heterogeneous Networks,10.1109/COMST.2022.3192978,introduction,1722,71,14,24.254,21,29.5,71,0.1127,0.0704,123,102.5,153.0,518,3.02,5.459,0.232,1.452,0.0,0.0,1.684,2.846,1.408,0.523,0.1972,0,True,True,True,True
COMST_023,A Survey on Trust Models in Heterogeneous Networks,10.1109/COMST.2022.3192978,main_body,23285,1222,141,19.051,18.0,24.0,128,0.054,0.0147,165.142,176,217.0,643,2.28,4.183,0.859,0.236,0.056,0.0,1.31,2.517,1.16,0.0,0.1358,0,False,True,False,True
COMST_023,A Survey on Trust Models in Heterogeneous Networks,10.1109/COMST.2022.3192978,conclusion,240,13,3,18.462,17,23.0,35,0.0,0.0,80,83,87.5,92,0.0,0.0,0.833,3.333,0.0,0.0,0.0,0.0,1.077,0.0,0.1538,0,False,False,False,True
COMST_024,"A Systematic Review of Human Activity Recognition Based on Mobile Devices: Overview, Progress and Trends",10.1109/COMST.2024.3357591,abstract,213,10,1,21.3,20.5,27.5,34,0.0,0.0,213,213,213.0,213,0.0,0.0,1.408,1.878,0.0,0.0,3.756,0.939,3.1,0.0,0.5,0,False,False,False,True
COMST_024,"A Systematic Review of Human Activity Recognition Based on Mobile Devices: Overview, Progress and Trends",10.1109/COMST.2024.3357591,introduction,2458,80,18,30.7,24.0,34.0,162,0.2375,0.125,136.556,96.0,180.5,397,2.278,3.987,0.651,1.098,0.041,0.0,2.522,2.726,3.462,0.0,0.4625,0,False,True,False,True
COMST_024,"A Systematic Review of Human Activity Recognition Based on Mobile Devices: Overview, Progress and Trends",10.1109/COMST.2024.3357591,main_body,20738,757,180,27.354,24,33.0,157,0.2114,0.103,115.211,93.0,166.75,478,3.891,5.492,0.511,0.381,0.024,0.0,1.9,3.25,2.947,0.063,0.4188,1,False,False,False,True
COMST_024,"A Systematic Review of Human Activity Recognition Based on Mobile Devices: Overview, Progress and Trends",10.1109/COMST.2024.3357591,conclusion,101,5,1,20.2,19,25.0,27,0.0,0.0,101,101,101.0,101,0.0,0.0,0.0,3.96,0.0,0.0,3.96,0.0,2.4,0.0,0.4,0,False,False,False,True
COMST_025,"A Systematic Survey on Security in Anonymity Networks: Vulnerabilities, Attacks, Defenses, and Formalization",10.1109/COMST.2024.3350006,abstract,260,13,1,20,22,24.0,27,0.0,0.0,260,260,260.0,260,0.0,0.385,1.154,2.692,0.385,0.0,0.385,0.385,1.692,0.0,0.2308,0,False,False,False,True
COMST_025,"A Systematic Survey on Security in Anonymity Networks: Vulnerabilities, Attacks, Defenses, and Formalization",10.1109/COMST.2024.3350006,introduction,3878,174,28,22.287,20.0,26.75,98,0.1092,0.0287,138.5,115.0,199.0,312,2.94,5.389,1.109,1.031,0.567,0.0,2.114,3.816,2.126,0.026,0.3103,2,False,True,False,True
COMST_025,"A Systematic Survey on Security in Anonymity Networks: Vulnerabilities, Attacks, Defenses, and Formalization",10.1109/COMST.2024.3350006,main_body,32537,1514,270,21.44,20.0,27.0,127,0.0852,0.0225,120.507,101.0,159.75,546,2.142,4.616,0.735,0.406,0.498,0.006,2.941,2.44,1.39,0.046,0.138,0,False,False,False,True
COMST_025,"A Systematic Survey on Security in Anonymity Networks: Vulnerabilities, Attacks, Defenses, and Formalization",10.1109/COMST.2024.3350006,conclusion,126,6,1,21,20.5,27.0,29,0.0,0.0,126,126,126.0,126,0.0,0.794,0.794,3.175,0.0,0.0,0.794,0.0,2.333,0.0,0.5,0,False,False,False,True
COMST_026,A Top-Down Survey on Optical Wireless Communications for the Internet of Things,10.1109/COMST.2022.3220504,abstract,253,7,1,36.143,33,44.5,47,0.4286,0.1429,253,253,253.0,253,0.0,0.0,0.395,0.395,0.0,0.395,3.557,3.162,3.0,0.0,0.7143,0,False,False,False,True
COMST_026,A Top-Down Survey on Optical Wireless Communications for the Internet of Things,10.1109/COMST.2022.3220504,introduction,2081,66,21,31.53,28.0,38.75,88,0.3182,0.1364,99.095,82,156.0,295,1.538,6.968,0.529,0.096,0.0,0.048,3.027,3.412,2.076,0.577,0.3636,1,False,True,False,True
COMST_026,A Top-Down Survey on Optical Wireless Communications for the Internet of Things,10.1109/COMST.2022.3220504,main_body,24126,940,181,25.652,24.0,31.0,107,0.1468,0.0532,133.293,122,181.0,438,2.354,5.923,0.41,0.203,0.095,0.029,4.597,2.644,1.546,0.091,0.1947,1,False,False,True,True
COMST_026,A Top-Down Survey on Optical Wireless Communications for the Internet of Things,10.1109/COMST.2022.3220504,conclusion,539,19,3,28.368,27,30.0,68,0.1579,0.0526,179.667,170,235.0,300,0.371,0.0,1.113,0.557,0.186,0.0,4.082,0.0,1.684,0.0,0.2632,0,False,False,False,True
COMST_027,"A Tutorial on Beyond-Diagonal Reconfigurable Intelligent Surfaces: Modeling, Architectures, System Design and Optimization, and Applications",,abstract,580,19,4,30.526,29,34.0,82,0.1579,0.0526,145,95.0,172.25,326,0.0,3.621,0.345,0.345,0.0,0.172,5.0,3.103,2.632,0.862,0.5789,0,False,False,False,False
COMST_027,"A Tutorial on Beyond-Diagonal Reconfigurable Intelligent Surfaces: Modeling, Architectures, System Design and Optimization, and Applications",,introduction,2301,111,34,20.694,17,31.5,76,0.1712,0.0541,67.676,47.5,95.5,270,1.912,1.608,0.435,0.043,0.0,0.0,5.041,1.912,1.468,0.087,0.2432,13,False,True,True,True
COMST_027,"A Tutorial on Beyond-Diagonal Reconfigurable Intelligent Surfaces: Modeling, Architectures, System Design and Optimization, and Applications",,main_body,24612,654,411,37.546,28.0,42.0,279,0.3303,0.2141,59.883,40,78.0,383,1.572,4.258,0.414,0.349,0.045,0.004,4.819,1.69,2.864,0.069,0.3379,2,True,True,True,True
COMST_027,"A Tutorial on Beyond-Diagonal Reconfigurable Intelligent Surfaces: Modeling, Architectures, System Design and Optimization, and Applications",,conclusion,223,7,1,31.857,21,32.5,81,0.1429,0.1429,223,223,223.0,223,0.0,0.0,0.0,1.794,0.0,0.0,4.484,0.0,2.143,1.794,0.2857,0,False,False,False,True
COMST_028,Active Reconfigurable Intelligent Surfaces: Expanding the Frontiers of Wireless Communication-A Survey,10.1109/COMST.2024.3423460,abstract,160,8,1,20,19.0,24.75,37,0.125,0.0,160,160,160.0,160,0.0,1.25,0.625,1.25,0.0,0.625,4.375,1.25,1.125,0.0,0.0,0,False,False,False,False
COMST_028,Active Reconfigurable Intelligent Surfaces: Expanding the Frontiers of Wireless Communication-A Survey,10.1109/COMST.2024.3423460,introduction,2052,87,15,23.552,23,28.0,53,0.1149,0.023,136.8,126,175.5,282,3.558,4.873,0.341,0.634,0.0,0.097,5.702,2.924,1.529,0.0,0.1379,0,False,True,False,True
COMST_028,Active Reconfigurable Intelligent Surfaces: Expanding the Frontiers of Wireless Communication-A Survey,10.1109/COMST.2024.3423460,main_body,14263,577,117,24.697,22,29.0,151,0.1161,0.0468,121.906,109,147.0,424,1.921,3.723,0.463,0.049,0.007,0.084,5.314,2.012,1.269,0.021,0.156,0,False,True,False,True
COMST_028,Active Reconfigurable Intelligent Surfaces: Expanding the Frontiers of Wireless Communication-A Survey,10.1109/COMST.2024.3423460,conclusion,195,9,1,21.667,20,28.0,30,0.0,0.0,195,195,195.0,195,0.0,0.513,0.0,2.564,0.0,0.513,7.692,0.0,1.667,0.0,0.2222,0,False,False,False,True
COMST_029,Advances in Machine Learning-Driven Cognitive Radio for Wireless Networks: A Survey,10.1109/COMST.2023.3345796,abstract,185,6,1,30.833,29.5,36.5,40,0.3333,0.0,185,185,185.0,185,0.0,0.0,0.541,1.622,0.0,0.0,5.405,2.703,2.667,0.0,0.5,0,False,False,False,True
COMST_029,Advances in Machine Learning-Driven Cognitive Radio for Wireless Networks: A Survey,10.1109/COMST.2023.3345796,introduction,3593,151,26,23.775,22,28.0,60,0.0927,0.0265,138.192,130.0,192.5,409,3.034,4.314,0.668,0.584,0.028,0.0,4.843,2.644,1.848,0.139,0.2914,0,True,True,True,True
COMST_029,Advances in Machine Learning-Driven Cognitive Radio for Wireless Networks: A Survey,10.1109/COMST.2023.3345796,main_body,20979,910,119,23.032,22.0,28.0,84,0.0824,0.0209,176.294,176,225.5,445,1.983,3.27,0.61,0.143,0.095,0.029,4.009,2.088,1.314,0.014,0.1527,1,False,True,False,True
COMST_029,Advances in Machine Learning-Driven Cognitive Radio for Wireless Networks: A Survey,10.1109/COMST.2023.3345796,conclusion,186,8,1,23.25,22.5,25.0,37,0.125,0.0,186,186,186.0,186,0.0,0.0,0.0,3.226,0.0,0.0,4.839,0.0,1.625,0.0,0.25,0,False,False,False,True
COMST_030,Aerospace Integrated Networks Innovation for Empowering 6G: A Survey and Future Challenges,10.1109/COMST.2023.3245614,abstract,244,7,1,34.857,30,43.0,52,0.4286,0.2857,244,244,244.0,244,0.0,1.639,1.639,1.23,0.0,0.0,0.41,1.639,2.286,0.0,0.4286,0,False,False,False,True
COMST_030,Aerospace Integrated Networks Innovation for Empowering 6G: A Survey and Future Challenges,10.1109/COMST.2023.3245614,introduction,2742,99,20,27.657,26,32.0,80,0.1717,0.1111,137.1,82.5,184.0,436,2.699,4.705,0.875,0.839,0.109,0.0,2.298,2.298,2.283,0.0,0.3434,0,True,False,False,True
COMST_030,Aerospace Integrated Networks Innovation for Empowering 6G: A Survey and Future Challenges,10.1109/COMST.2023.3245614,main_body,22007,754,146,29.166,27.0,35.0,177,0.2493,0.0942,150.733,141.0,225.0,442,3.572,5.971,0.7,0.186,0.232,0.005,3.217,2.976,2.195,0.018,0.313,0,False,True,False,True
COMST_030,Aerospace Integrated Networks Innovation for Empowering 6G: A Survey and Future Challenges,10.1109/COMST.2023.3245614,conclusion,160,5,2,32,30,33.0,43,0.2,0.0,80,80.0,89.0,98,0.0,1.25,0.625,1.875,0.0,0.0,2.5,0.0,4.0,0.0,0.6,0,False,False,False,True
COMST_032,An Overview on IEEE 802.11bf: WLAN Sensing,10.1109/COMST.2024.3408899,abstract,210,8,1,26.25,27.5,29.0,45,0.125,0.0,210,210,210.0,210,0.0,3.333,1.429,1.905,0.0,0.0,4.762,2.381,2.0,0.0,0.375,0,False,False,False,True
COMST_032,An Overview on IEEE 802.11bf: WLAN Sensing,10.1109/COMST.2024.3408899,introduction,3288,110,20,29.882,26.0,40.0,89,0.3273,0.1364,164.4,137.5,223.25,444,2.403,6.6,1.004,0.335,0.061,0.0,4.44,3.345,2.245,0.0,0.3273,0,False,False,True,True
COMST_032,An Overview on IEEE 802.11bf: WLAN Sensing,10.1109/COMST.2024.3408899,main_body,16808,564,158,29.764,27.0,36.0,208,0.2571,0.1082,106.38,84.0,148.5,361,0.886,4.23,0.464,0.178,0.036,0.006,5.676,1.987,1.837,0.036,0.234,0,False,True,True,True
COMST_032,An Overview on IEEE 802.11bf: WLAN Sensing,10.1109/COMST.2024.3408899,conclusion,243,9,3,27,21,36.0,47,0.3333,0.1111,81,53,115.0,177,0.0,4.938,0.823,2.469,0.0,0.0,2.469,0.0,1.667,0.0,0.2222,0,False,False,False,True
COMST_033,Beam Alignment in mmWave V2X Communications: A Survey,10.1109/COMST.2024.3383093,abstract,182,8,1,22.75,22.0,26.25,29,0.0,0.0,182,182,182.0,182,0.0,2.198,1.099,1.648,0.0,0.0,2.198,2.198,1.625,0.0,0.25,0,False,False,False,True
COMST_033,Beam Alignment in mmWave V2X Communications: A Survey,10.1109/COMST.2024.3383093,introduction,1282,52,12,24.615,21.5,30.0,85,0.1731,0.0577,106.833,91.5,151.75,266,3.588,7.41,1.014,1.014,0.0,0.078,2.964,3.198,1.981,0.0,0.3077,0,False,True,True,True
COMST_033,Beam Alignment in mmWave V2X Communications: A Survey,10.1109/COMST.2024.3383093,main_body,15347,640,183,23.958,22.0,28.0,226,0.1078,0.0406,83.863,61,112.0,331,2.483,5.069,0.639,0.078,0.306,0.0,2.893,2.326,1.442,0.0,0.1531,0,False,True,True,True
COMST_033,Beam Alignment in mmWave V2X Communications: A Survey,10.1109/COMST.2024.3383093,conclusion,167,7,1,23.857,26,29.0,34,0.0,0.0,167,167,167.0,167,0.0,3.593,0.0,4.192,0.0,0.0,3.593,0.0,2.0,0.0,0.2857,0,False,False,False,True
COMST_034,Computational Intelligence Algorithms for UAV Swarm Networking and Collaboration: A Comprehensive Survey and Future Directions,10.1109/COMST.2024.3395358,abstract,250,10,1,25,26.5,33.0,36,0.1,0.0,250,250,250.0,250,0.0,0.0,0.4,1.6,0.4,0.4,4.4,0.8,2.2,0.0,0.3,0,True,False,False,True
COMST_034,Computational Intelligence Algorithms for UAV Swarm Networking and Collaboration: A Comprehensive Survey and Future Directions,10.1109/COMST.2024.3395358,introduction,1169,53,11,22.038,21,24.0,72,0.0566,0.0189,106.273,116,127.0,213,3.336,4.021,0.684,0.513,0.342,0.086,4.277,2.139,1.925,0.0,0.2264,0,False,True,True,True
COMST_034,Computational Intelligence Algorithms for UAV Swarm Networking and Collaboration: A Comprehensive Survey and Future Directions,10.1109/COMST.2024.3395358,main_body,22339,984,210,22.685,21.0,28.0,80,0.0935,0.0152,106.376,105.5,141.75,364,2.059,3.514,0.622,0.139,0.721,0.0,4.987,2.292,1.56,0.0,0.1585,0,True,True,True,True
COMST_034,Computational Intelligence Algorithms for UAV Swarm Networking and Collaboration: A Comprehensive Survey and Future Directions,10.1109/COMST.2024.3395358,conclusion,186,8,1,23.25,21.5,29.75,40,0.125,0.0,186,186,186.0,186,0.0,0.538,0.0,1.613,0.538,0.0,3.226,0.0,2.125,0.0,0.375,0,False,False,False,True
COMST_035,"Data and Model Poisoning Backdoor Attacks on Wireless Federated Learning, and the Defense Mechanisms: A Comprehensive Survey",10.1109/COMST.2024.3361451,abstract,218,8,1,27.25,29.5,33.75,41,0.25,0.0,218,218,218.0,218,0.0,0.0,0.459,0.0,0.0,0.0,2.752,3.211,2.0,0.0,0.5,0,False,False,False,True
COMST_035,"Data and Model Poisoning Backdoor Attacks on Wireless Federated Learning, and the Defense Mechanisms: A Comprehensive Survey",10.1109/COMST.2024.3361451,introduction,2058,84,20,24.476,24.0,30.25,80,0.1548,0.0595,102.9,121.0,163.0,238,3.256,4.373,0.583,0.389,0.049,0.0,3.304,2.284,1.619,0.0,0.2262,0,True,True,True,True
COMST_035,"Data and Model Poisoning Backdoor Attacks on Wireless Federated Learning, and the Defense Mechanisms: A Comprehensive Survey",10.1109/COMST.2024.3361451,main_body,16815,744,214,22.575,20.0,27.0,123,0.0954,0.0444,78.575,63.0,96.75,501,2.629,3.663,0.589,0.018,0.107,0.006,1.737,1.814,1.196,0.042,0.1237,0,False,True,False,True
COMST_035,"Data and Model Poisoning Backdoor Attacks on Wireless Federated Learning, and the Defense Mechanisms: A Comprehensive Survey",10.1109/COMST.2024.3361451,conclusion,497,18,4,27.611,26.0,36.0,57,0.2778,0.1111,124.25,100.0,196.75,280,0.0,0.0,0.805,0.0,0.201,0.0,1.61,0.0,1.778,0.0,0.3333,0,False,False,False,True
COMST_036,Design Guidelines on Trust Management for Underwater Wireless Sensor Networks,10.1109/COMST.2024.3389728,abstract,207,8,1,25.875,24.0,31.75,42,0.25,0.0,207,207,207.0,207,0.0,0.0,0.483,1.449,0.0,0.483,1.449,0.966,2.875,0.0,0.625,0,False,False,False,True
COMST_036,Design Guidelines on Trust Management for Underwater Wireless Sensor Networks,10.1109/COMST.2024.3389728,introduction,1358,52,15,26.096,22.0,30.5,77,0.2115,0.1538,90.533,95,125.0,219,1.62,5.155,0.589,0.147,0.0,0.0,1.473,2.43,2.192,0.515,0.4038,0,True,True,False,True
COMST_036,Design Guidelines on Trust Management for Underwater Wireless Sensor Networks,10.1109/COMST.2024.3389728,main_body,14953,564,159,26.505,23.0,30.0,431,0.1277,0.0638,94.044,81,125.0,439,1.759,2.708,0.495,0.1,0.067,0.007,0.762,1.572,1.8,0.007,0.2145,0,True,True,False,True
COMST_036,Design Guidelines on Trust Management for Underwater Wireless Sensor Networks,10.1109/COMST.2024.3389728,conclusion,131,6,1,21.833,21.0,21.0,28,0.0,0.0,131,131,131.0,131,0.0,0.0,0.0,0.0,0.0,0.0,1.527,0.0,3.0,0.0,0.5,0,False,False,False,False
COMST_037,Enabling Intelligent Connectivity: A Survey of Secure ISAC in 6G Networks,10.1109/COMST.2024.3432871,abstract,198,8,1,24.75,23.0,30.0,37,0.25,0.0,198,198,198.0,198,0.0,0.505,0.505,0.505,0.0,0.0,4.04,1.01,1.75,0.0,0.25,0,True,False,False,False
COMST_037,Enabling Intelligent Connectivity: A Survey of Secure ISAC in 6G Networks,10.1109/COMST.2024.3432871,introduction,1197,53,12,22.585,23,28.0,51,0.0943,0.0189,99.75,96.0,136.0,256,4.344,5.18,0.585,1.086,0.0,0.167,3.509,2.673,2.17,0.0,0.3585,0,False,True,False,True
COMST_037,Enabling Intelligent Connectivity: A Survey of Secure ISAC in 6G Networks,10.1109/COMST.2024.3432871,main_body,16891,794,166,21.258,20.0,25.0,69,0.0491,0.0176,101.753,95.5,138.0,460,1.587,2.54,0.355,0.166,0.036,0.077,2.765,1.178,1.659,0.006,0.2179,0,False,False,False,True
COMST_037,Enabling Intelligent Connectivity: A Survey of Secure ISAC in 6G Networks,10.1109/COMST.2024.3432871,conclusion,159,6,1,26.5,25.5,28.75,38,0.1667,0.0,159,159,159.0,159,0.0,0.0,0.629,1.887,0.0,0.0,3.774,0.0,2.5,0.0,0.6667,0,False,False,False,True
COMST_038,Evasion Attack and Defense on Machine Learning Models in Cyber-Physical Systems: A Survey,10.1109/COMST.2023.3344808,abstract,187,8,1,23.375,21.5,27.25,36,0.125,0.0,187,187,187.0,187,0.0,0.0,2.139,0.0,0.0,0.0,5.882,1.07,1.125,0.0,0.0,0,False,False,False,True
COMST_038,Evasion Attack and Defense on Machine Learning Models in Cyber-Physical Systems: A Survey,10.1109/COMST.2023.3344808,introduction,3172,136,27,23.316,21.0,29.0,64,0.1324,0.0294,117.481,111,171.5,294,3.373,3.058,0.504,0.631,0.126,0.0,3.31,2.018,2.074,0.189,0.2426,0,True,True,True,True
COMST_038,Evasion Attack and Defense on Machine Learning Models in Cyber-Physical Systems: A Survey,10.1109/COMST.2023.3344808,main_body,20961,793,171,26.43,24,31.0,122,0.1639,0.0706,122.579,113,154.5,476,1.655,2.996,0.606,0.21,0.095,0.0,2.929,1.946,1.456,0.005,0.1589,2,True,True,False,True
COMST_038,Evasion Attack and Defense on Machine Learning Models in Cyber-Physical Systems: A Survey,10.1109/COMST.2023.3344808,conclusion,308,13,2,23.692,23,26.0,45,0.0769,0.0,154,154.0,158.5,163,0.0,0.325,0.974,1.948,0.0,0.0,3.247,0.0,1.308,0.0,0.1538,0,False,False,False,True
COMST_039,Evolution of Non-Terrestrial Networks From 5G to 6G: A Survey,10.1109/COMST.2022.3199901,abstract,157,6,1,26.167,29.5,31.0,35,0.0,0.0,157,157,157.0,157,0.0,2.548,1.274,1.911,0.0,0.0,0.637,1.911,1.5,0.0,0.1667,0,False,False,False,True
COMST_039,Evolution of Non-Terrestrial Networks From 5G to 6G: A Survey,10.1109/COMST.2022.3199901,introduction,1319,47,15,28,23,29.5,101,0.1702,0.0851,87.933,77,119.5,261,4.625,11.676,0.303,0.834,0.0,0.076,2.199,5.61,2.872,0.379,0.383,0,True,True,False,True
COMST_039,Evolution of Non-Terrestrial Networks From 5G to 6G: A Survey,10.1109/COMST.2022.3199901,main_body,23470,925,154,25.372,24,30.0,138,0.1362,0.0454,152.403,129.0,209.75,533,2.122,5.032,0.49,0.089,0.03,0.021,3.225,2.437,1.324,0.047,0.1665,0,True,False,False,True
COMST_039,Evolution of Non-Terrestrial Networks From 5G to 6G: A Survey,10.1109/COMST.2022.3199901,conclusion,389,16,3,24.312,22.0,26.5,55,0.125,0.0625,129.667,75,175.5,276,0.0,1.285,1.542,0.771,0.0,0.257,3.856,0.771,2.5,0.0,0.375,0,False,False,False,True
COMST_040,"Holographic MIMO Communications: Theoretical Foundations, Enabling Technologies, and Future Directions",10.1109/COMST.2023.3309529,abstract,170,6,1,28.333,34.0,38.25,39,0.5,0.0,170,170,170.0,170,0.0,0.588,0.588,0.0,0.0,0.588,4.118,1.765,2.167,0.0,0.1667,0,False,False,False,False
COMST_040,"Holographic MIMO Communications: Theoretical Foundations, Enabling Technologies, and Future Directions",10.1109/COMST.2023.3309529,introduction,5101,155,26,32.877,28,39.0,167,0.3161,0.1677,196.192,141.5,301.0,580,3.803,7.567,0.333,0.274,0.0,0.059,3.039,3.862,2.929,0.294,0.4065,0,False,True,True,True
COMST_040,"Holographic MIMO Communications: Theoretical Foundations, Enabling Technologies, and Future Directions",10.1109/COMST.2023.3309529,main_body,31076,1132,303,27.428,24.0,33.0,388,0.1926,0.0769,102.561,83,134.0,520,1.915,3.588,0.451,0.277,0.003,0.01,3.295,1.989,1.822,0.103,0.2279,1,True,False,True,True
COMST_040,"Holographic MIMO Communications: Theoretical Foundations, Enabling Technologies, and Future Directions",10.1109/COMST.2023.3309529,conclusion,502,19,2,26.421,25,32.0,90,0.2105,0.1053,251,251.0,272.5,294,0.0,4.582,0.0,1.793,0.0,0.199,5.179,0.797,1.684,0.797,0.3158,0,False,False,False,True
COMST_041,How Can Optical Communications Shape the Future of Deep Space Communications? A Survey,10.1109/COMST.2024.3403873,abstract,216,9,1,24,23,26.0,38,0.1111,0.0,216,216,216.0,216,0.0,0.463,0.926,1.852,0.0,0.0,6.944,3.704,1.556,0.0,0.2222,0,False,False,False,True
COMST_041,How Can Optical Communications Shape the Future of Deep Space Communications? A Survey,10.1109/COMST.2024.3403873,introduction,1251,53,20,23.585,20,25.0,117,0.1321,0.0755,62.55,41.0,75.0,235,5.675,6.315,0.4,1.039,0.08,0.0,5.356,3.118,2.679,0.32,0.4151,0,False,True,True,True
COMST_041,How Can Optical Communications Shape the Future of Deep Space Communications? A Survey,10.1109/COMST.2024.3403873,main_body,11011,425,108,25.889,23,32.0,99,0.1859,0.0847,101.954,79.5,133.75,347,3.26,5.068,0.381,0.272,0.2,0.018,4.977,2.743,1.835,0.073,0.2565,0,False,True,False,True
COMST_041,How Can Optical Communications Shape the Future of Deep Space Communications? A Survey,10.1109/COMST.2024.3403873,conclusion,606,34,6,17.824,17.0,20.75,38,0.0294,0.0,101,98.0,146.25,193,0.0,0.0,1.32,0.66,0.0,0.0,6.766,0.0,1.265,0.0,0.1765,0,False,False,False,True
COMST_042,In-Network Machine Learning Using Programmable Network Devices: A Survey,10.1109/COMST.2023.3344351,abstract,153,8,1,19.125,19.0,21.25,24,0.0,0.0,153,153,153.0,153,0.0,0.0,0.654,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.125,0,False,False,False,True
COMST_042,In-Network Machine Learning Using Programmable Network Devices: A Survey,10.1109/COMST.2023.3344351,introduction,780,36,14,21.667,17.5,28.0,66,0.0833,0.0833,55.714,50.0,63.25,144,2.949,3.846,0.385,0.385,0.0,0.0,6.154,1.667,1.611,1.026,0.25,0,True,True,False,True
COMST_042,In-Network Machine Learning Using Programmable Network Devices: A Survey,10.1109/COMST.2023.3344351,main_body,17751,730,216,24.308,21.0,29.0,166,0.1301,0.063,82.181,59.0,111.5,490,2.879,4.659,0.389,0.107,0.062,0.0,4.343,2.586,1.5,0.051,0.1822,0,False,True,True,True
COMST_042,In-Network Machine Learning Using Programmable Network Devices: A Survey,10.1109/COMST.2023.3344351,conclusion,165,9,2,18.333,18,25.0,29,0.0,0.0,82.5,82.5,99.75,117,0.0,0.606,0.0,3.03,0.0,0.0,4.242,0.0,0.778,0.0,0.0,0,False,True,False,True
COMST_043,"Integrated 5G and Time Sensitive Networking for Emerging Applications: A Survey of Advancements, Challenges, and Future Directions",,abstract,185,6,1,30.833,28.0,33.25,45,0.1667,0.0,185,185,185.0,185,0.0,3.243,0.0,2.162,0.0,0.0,3.243,0.541,3.833,0.0,0.6667,0,True,False,False,False
COMST_043,"Integrated 5G and Time Sensitive Networking for Emerging Applications: A Survey of Advancements, Challenges, and Future Directions",,introduction,769,20,17,38.3,31.0,40.0,232,0.35,0.15,45.235,40,54.0,103,4.031,5.202,0.0,1.04,0.0,0.0,2.731,3.251,4.7,0.0,0.55,0,True,True,False,True
COMST_043,"Integrated 5G and Time Sensitive Networking for Emerging Applications: A Survey of Advancements, Challenges, and Future Directions",,main_body,16901,479,136,35.24,25,35.0,717,0.238,0.142,124.272,104.5,185.75,499,1.189,6.579,0.183,0.053,0.03,0.0,7.526,2.461,2.142,0.077,0.3111,0,False,True,False,True
COMST_043,"Integrated 5G and Time Sensitive Networking for Emerging Applications: A Survey of Advancements, Challenges, and Future Directions",,conclusion,191,8,1,23.875,24.0,26.25,38,0.125,0.0,191,191,191.0,191,0.0,2.618,0.524,0.524,0.0,0.0,3.665,0.0,3.25,0.0,0.75,0,False,False,False,True
COMST_044,Integrated Sonar and Communication: A Survey,,abstract,190,8,1,23.75,21.5,32.25,46,0.125,0.125,190,190,190.0,190,0.0,0.0,1.053,0.526,0.0,0.0,2.632,2.105,1.125,0.0,0.125,0,False,False,False,True
COMST_044,Integrated Sonar and Communication: A Survey,,introduction,1619,65,20,24.831,23,32.0,65,0.1692,0.0769,80.95,67.5,107.75,245,2.779,0.988,0.309,0.124,0.0,0.0,5.683,1.544,2.108,0.185,0.3538,0,False,True,True,True
COMST_044,Integrated Sonar and Communication: A Survey,,main_body,14896,631,220,23.567,21,27.0,163,0.1125,0.0586,67.709,54.5,98.25,284,0.94,1.846,0.691,0.168,0.007,0.0,4.397,1.678,1.62,0.074,0.1838,0,False,False,True,True
COMST_044,Integrated Sonar and Communication: A Survey,,conclusion,627,27,7,23.222,20,27.0,50,0.1111,0.037,89.571,73,74.0,249,0.0,0.0,0.797,0.0,0.0,0.0,2.552,0.159,1.778,0.0,0.2593,0,False,False,False,False
COMST_045,"Intellicise Wireless Networks From Semantic Communications: A Survey, Research Issues, and Challenges",10.1109/COMST.2024.3443193,abstract,139,8,1,17.375,14.0,19.0,32,0.0,0.0,139,139,139.0,139,0.0,0.0,0.719,3.597,0.0,0.0,1.439,2.878,1.375,0.0,0.125,0,False,False,False,True
COMST_045,"Intellicise Wireless Networks From Semantic Communications: A Survey, Research Issues, and Challenges",10.1109/COMST.2024.3443193,introduction,2170,84,19,25.821,25.0,30.0,75,0.1786,0.0714,114.211,75,115.5,363,0.968,2.903,0.276,0.23,0.046,0.046,1.659,1.382,2.048,0.369,0.2976,0,False,True,False,True
COMST_045,"Intellicise Wireless Networks From Semantic Communications: A Survey, Research Issues, and Challenges",10.1109/COMST.2024.3443193,main_body,18466,702,158,26.288,24.0,31.0,156,0.1709,0.0655,116.873,100.5,158.75,364,1.37,3.054,0.509,0.081,0.141,0.027,1.495,1.836,1.736,0.119,0.2251,0,True,True,False,True
