"metric_record_id","study_cluster_id","source_screening_record_id","metric_domain","metric_family_code","metric_name_reported","condition_set_id","tradeoff_id","unit_reported","pdf_page","section_heading","table_id","figure_id","equation_id","canonical_final_comparison_admissibility","canonical_cross_study_flag","canonical_independent_human_status","reviewer_1_status","reviewer_2_status","adjudication_status","phase_g_status"
"MET-SCR00196-016","STC-SINGLETON-SCR-00196","SCR-00196","communication","other","Highest bit allocation after beamforming","COND-SCR00196-BF-FIRSTPOS","","bit/(s Hz)","7","2.D","","Fig. 5","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-017","STC-SINGLETON-SCR-00196","SCR-00196","communication","data_rate","Beamformed data rate at 3 m field periphery","COND-SCR00196-BF-3M","TRD-SCR00196-002","Gbit/s","7","2.D","","Fig. 5","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-018","STC-SINGLETON-SCR-00196","SCR-00196","communication","data_rate","Beamforming data-rate improvement at 3 m","COND-SCR00196-BF-3M","TRD-SCR00196-002","%","7","2.D","","Fig. 5","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-019","STC-SINGLETON-SCR-00196","SCR-00196","communication","other","Packet-loss rate, VR video 1","COND-SCR00196-VR1-WIDE","","%","8","2.D","","","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-020","STC-SINGLETON-SCR-00196","SCR-00196","communication","other","Packet-loss rate, VR video 2","COND-SCR00196-VR2-WIDE","","%","8","2.D","","","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-021","STC-SINGLETON-SCR-00196","SCR-00196","sensing","estimation_error","Estimated negative X displacement","COND-SCR00196-REFINED-XNEG","TRD-SCR00196-002","mm","8","2.D","","Fig. 6","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-022","STC-SINGLETON-SCR-00196","SCR-00196","sensing","estimation_error","Estimated positive X displacement","COND-SCR00196-REFINED-XPOS","","mm","8","2.D","","Fig. 6","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-023","STC-SINGLETON-SCR-00196","SCR-00196","sensing","estimation_error","Estimated negative Y displacement","COND-SCR00196-REFINED-YNEG","","mm","8","2.D","","Fig. 6","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-024","STC-SINGLETON-SCR-00196","SCR-00196","sensing","estimation_error","Estimated positive Y displacement","COND-SCR00196-REFINED-YPOS","","mm","8","2.D","","Fig. 6","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-025","STC-SINGLETON-SCR-00196","SCR-00196","sensing","estimation_error","Estimated negative depth displacement","COND-SCR00196-REFINED-ZNEG","","mm","8","2.D","","Fig. 6","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-026","STC-SINGLETON-SCR-00196","SCR-00196","sensing","estimation_error","Estimated positive depth displacement","COND-SCR00196-REFINED-ZPOS","","mm","8","2.D","","Fig. 6","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00196-027","STC-SINGLETON-SCR-00196","SCR-00196","sensing","resolution","Refined depth separation","COND-SCR00196-REFINED-Z","TRD-SCR00196-002","mm","8","2.D","","Fig. 6","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00220-001","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","communication","data_rate","Aggregate DP-16QAM transmission rate","COND-SCR00220-LINK","","Gb/s","1-2;10","Abstract; Conclusion","","","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00220-014","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","sensing","other","Strain-response linearity","COND-SCR00220-STRAIN-LINEARITY","","R-squared","9","IV. Experimental Results and Discussions","","Fig. 8(c)","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00220-015","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","sensing","other","Polarization-sensing sensitivity","COND-SCR00220-STRAIN-LINEARITY","","rad/microstrain","9-10","IV. Experimental Results and Discussions; V. Conclusion","","Fig. 8(c)","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00220-016","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","sensing","other","Limit of detection","COND-SCR00220-LOD","","nstrain/sqrt(Hz)","9-10","IV. Experimental Results and Discussions; V. Conclusion","","","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00220-017","STC-FRDM-POLARIZATION-SENSING-2025-2026","SCR-00220","sensing","localization_error","Vibration localization error","COND-SCR00220-LOCALIZATION","","m","9","IV. Experimental Results and Discussions","","Fig. 9","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00233-003","STC-SINGLETON-SCR-00233","SCR-00233","communication","SNR","SNR gain versus LCT detector","COND-SCR00233-ACO4QAM-LCT","","dB gain","5","4.1 BER performance","","Fig. 3","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00233-019","STC-SINGLETON-SCR-00233","SCR-00233","joint","other","Inference complexity per OFDM frame","COND-SCR00233-COMPLEXITY","","MACs/frame","8","4.5 Complexity analysis","Table 3","","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00238-003","STC-SINGLETON-SCR-00238","SCR-00238","communication","link_budget","Received optical power at FEC threshold","COND-SCR00238-PDM16QAM","","dBm","5","3.2 Measurement of transmission performance","","Fig. 4","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00238-010","STC-SINGLETON-SCR-00238","SCR-00238","sensing","resolution","Localization peak width","COND-SCR00238-LOCALIZATION","","m","8","3.4 Measurement of vibration location","","Fig. 10","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-R01-SCR00238-014","STC-SINGLETON-SCR-00238","SCR-00238","joint","propagation_distance","Fiber transmission distance","COND-SCR00238-LINK","","km","1-5;9","Abstract; Experimental setup; Conclusion","","","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"P03-M004","STC-TUNABLE-LASER-THZ-FMCW-2025-2026","SCR-00553","joint","waveform_period","Triangular repetition period","C-SCR00553-JW","","ns","1-2","Experiment; Results","","Figure 2","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00941-001","STC-SINGLETON-SCR-00941","SCR-00941","communication","SNR","Electrical communication SNR","COND-SCR00941-ANALYTICAL-SNR","TRD-SCR00941-001","dimensionless","6","Communication Receiver","","","Eq. (26)","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00941-002","STC-SINGLETON-SCR-00941","SCR-00941","sensing","estimation_error","Normalized CFR-estimation MSE","COND-SCR00941-ANALYTICAL-MSE","TRD-SCR00941-001","dimensionless","7","Sensing metric derivation","","","Eqs. (38)-(40)","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00941-004","STC-SINGLETON-SCR-00941","SCR-00941","sensing","CRB","Profile-estimation CRB","COND-SCR00941-ANALYTICAL-CRB","TRD-SCR00941-002","cm","6;12","Metric derivation; Numerical Results","","Fig. 5(b)","Eqs. (35)-(37)","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00941-005","STC-SINGLETON-SCR-00941","SCR-00941","communication","BER","BER versus transmitted power","COND-SCR00941-BER-CURVE","","dimensionless","12","Numerical Results","","Fig. 6(a)","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00941-006","STC-SINGLETON-SCR-00941","SCR-00941","communication","other","Equivalent-AWGN required-power difference","COND-SCR00941-NOISE-COMP","","dB","12","Numerical Results","","Fig. 6(a)","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00941-007","STC-SINGLETON-SCR-00941","SCR-00941","sensing","estimation_error","CFR-estimation MSE versus transmitted power","COND-SCR00941-MSE-CURVE","TRD-SCR00941-001","dimensionless","13","Numerical Results","","Fig. 7","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00941-008","STC-SINGLETON-SCR-00941","SCR-00941","sensing","estimation_error","Required-power change for same CFR MSE","COND-SCR00941-THRESHOLD-SENSING","TRD-SCR00941-004","dB","13","Numerical Results","","Fig. 7(b)","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00941-009","STC-SINGLETON-SCR-00941","SCR-00941","communication","BER","Required-power change for same BER","COND-SCR00941-THRESHOLD-COMM","TRD-SCR00941-004","dB","13","Numerical Results","","Fig. 6(b)","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
"MET-SCR00941-010","STC-SINGLETON-SCR-00941","SCR-00941","sensing","range_accuracy","Target-profile RMSE","COND-SCR00941-RMSE-CURVE","TRD-SCR00941-002","cm","13","Numerical Results","","Fig. 8","","conditionally_admissible","yes_with_conditions","not_documented","not_started","not_started","not_started","candidate_not_reverified"
