paper_id,scenario_index,medium,task_type,tradeoff_type,coupling_mode,r_bps,drmin_m,drmin_eligible,dz_m,sigma_r_m,crb_value,osnr_db,snr_db,rx_detection_type,crq_candidate,crq_eligible,crq_delta_bps_per_m,plane_mixed,imdd_osnr_conflict,snr_ambiguous,dz_drmin_alias,governance_blocked
O_ISAC_150,0,hybrid,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,100000000000.0,1.0,True,0.1,0.1,0.1,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_151,0,hybrid,localization_2d,rate_vs_rmse,joint_waveform,,,False,,,,,,direct,False,False,,False,False,False,False,False
O_ISAC_152,0,hybrid,ranging,rate_vs_rmse,resource_division,1000000000.0,0.1,True,0.1,0.01,0.01,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_153,0,terahertz,ranging,rate_vs_rmse,resource_division,1000000000.0,0.1,True,,0.01,,,10.0,direct_detection,True,True,10000000000.0,False,False,False,False,False
O_ISAC_154,0,hybrid,localization_2d,rate_vs_rmse,resource_division,,,False,,,,,,direct,False,False,,False,False,False,False,False
O_ISAC_155,0,hybrid,localization_2d|_localization_3d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,,,False,,,,,,other,False,False,,False,False,False,False,False
O_ISAC_156,0,hybrid,other,other,other,,0.0,False,0.0,0.0,0.0,0.0,0.0,direct,False,False,,True,True,False,False,True
O_ISAC_157,0,wireless,ranging,rate_vs_rmse,resource_division,,0.0,False,0.0,0.0,0.0,0.0,0.0,direct,False,False,,True,True,False,False,True
O_ISAC_158,0,hybrid,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",joint_waveform,10000000000.0,1.0,True,0.1,0.1,0.1,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_159,0,hybrid,ranging,rate_vs_rmse,resource_division,88000000000.0,0.008,True,,0.001,,,10.0,coherent,True,True,11000000000000.0,False,False,False,False,False
O_ISAC_160,0,wireless_rf,localization,rate_vs_rmse,resource_division,1000000000.0,,False,,,,,,coherent,False,False,,False,False,False,False,False
O_ISAC_161,0,hybrid,ranging,rate_vs_rmse,resource_division,10000000000.0,1.0,True,,0.1,,,10.0,coherent,True,True,10000000000.0,False,False,False,False,False
O_ISAC_162,0,hybrid,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,10000000000.0,1.0,True,1.0,1.0,1.0,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_163,0,hybrid,ranging,rate_vs_rmse,resource_division,10000000000.0,1.0,True,,,,,,coherent,True,True,10000000000.0,False,False,False,False,False
O_ISAC_164,0,hybrid,ranging,rate_vs_rmse,resource_division,1000000000.0,1.0,True,0.1,0.1,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_165,0,hybrid,ranging,rate_vs_rmse,resource_division,10000000000.0,0.1,True,0.01,0.01,0.1,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_166,0,hybrid,ranging,rate_vs_rmse,resource_division,10000000.0,0.01,True,0.01,0.01,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_167,0,hybrid,ranging,rate_vs_rmse,resource_division,100000000000.0,2.4,True,2.4,1.0,1.0,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_171,0,hybrid,ranging,rate_vs_rmse,resource_division,4800000000.0,0.026,True,0.026,0.01,,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_172,0,cabled_fibre,ranging,rate_vs_rmse,resource_division,25000000000.0,0.01,True,,0.1,,,20.0,direct,True,True,2500000000000.0,False,False,False,False,False
O_ISAC_173,0,wireless_vlc,localization_2d,['rate_vs_rmse'],joint_waveform,5000000.0,0.1,True,0.1,0.1,0.0,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_185,0,wireless_vlc,localization_2d,rate_vs_rmse,resource_division,6000000000.0,0.01,True,0.01,0.01,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_186,0,hybrid,ranging,rate_vs_rmse,resource_division,250000000.0,0.013,True,0.01,0.001,0.01,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_187,0,hybrid,ranging,rate_vs_resolution,resource_division,29990000.0,0.146,True,0.1,0.1,0.1,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_188,0,cabled_fibre,localization_2d,rate_vs_rmse,resource_division,200000000000.0,1.0,False,,0.1,,,10.0,coherent,False,False,,False,False,False,False,False
O_ISAC_189,0,hybrid,ranging,rate_vs_rmse,resource_division,10000000000.0,0.1,True,0.01,0.01,0.01,25.0,20.0,coherent,True,False,,True,False,False,False,True
O_ISAC_190,0,cabled_fibre,localization_2d,rate_vs_rmse,resource_division,3010000000.0,1.0,False,1.0,,,,,direct,False,False,,False,False,False,True,True
O_ISAC_195,0,hybrid,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,2400000000.0,0.15,True,0.1,0.1,1.0,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_199,0,hybrid,ranging,rate_vs_rmse,resource_division,10000000000.0,10.0,True,10.0,1.0,1.0,20.0,10.0,direct_detection,True,False,,True,True,False,False,True
O_ISAC_200,0,cabled_fibre,ranging,rate_vs_rmse,resource_division,100000000000.0,10.0,True,10.0,1.0,0.1,20.0,10.0,coherent,True,False,,True,False,False,True,True
O_ISAC_202,0,cabled_fibre,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",joint_waveform,1250000000.0,10.0,True,1.0,1.0,1.0,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_203,0,hybrid,ranging,rate_vs_rmse,resource_division,1000000000.0,0.1,True,0.01,0.01,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_206,0,hybrid,ranging,rate_vs_rmse,resource_division,10000000000.0,1.0,True,1.0,0.1,0.1,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_218,0,hybrid,ranging,rate_vs_rmse,resource_division,1000000000.0,0.01,True,0.1,0.01,0.1,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_219,0,hybrid,ranging,['rate_vs_rmse'],resource_division,132800000.0,0.06,True,,,,,,direct,True,True,2213333333.3333335,False,False,False,False,False
O_ISAC_220,0,cabled_fibre,temperature_sensing,rate_vs_rmse,resource_division,160000000000.0,1.0,False,1.0,0.1,0.01,20.0,10.0,coherent,False,False,,True,False,False,True,True
O_ISAC_237,0,hybrid,ranging,rate_vs_rmse,resource_division,,,False,,,,,,Not Reported,False,False,,False,False,False,False,False
O_ISAC_241,0,hybrid,ranging|_localization,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,15710000000.0,0.03,True,0.01,0.0074,1e-06,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_242,0,hybrid,ranging|_localization,rate_vs_rmse,joint_waveform,1600000000.0,0.01875,True,0.01,0.043,0.01,10.0,15.2,direct,True,False,,True,True,False,False,True
O_ISAC_245,0,wireless_fso,ranging,rate_vs_rmse,joint_waveform,,,False,,,,,,coherent,False,False,,False,False,False,False,False
O_ISAC_248,0,cabled_fibre,vibration,rate_vs_rmse,resource_division,10000000000.0,0.01,False,,0.001,,,10.0,direct,False,False,,False,False,False,False,False
O_ISAC_252,0,wireless_fso,ranging|_turbulence_sensing,rate_vs_rmse,joint_waveform,,,False,,,,,13.75,direct,False,False,,False,False,False,False,False
O_ISAC_259,0,hybrid,ranging,rate_vs_rmse,resource_division,1000000000.0,1.0,True,1.0,1.0,1.0,10.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_272,0,hybrid,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,10000000000.0,1.0,True,0.1,0.1,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_276,0,cabled_fibre,ranging|_localization_2d,rate_vs_rmse,resource_division,10000000000.0,1.0,True,,0.1,,,10.0,direct,True,True,10000000000.0,False,False,False,False,False
O_ISAC_280,0,hybrid,localization_2d,rate_vs_rmse,resource_division,6000000000.0,0.1,True,0.1,0.01,0.1,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_283,0,hybrid,ranging,rate_vs_rmse,resource_division,1000000000.0,0.1,True,0.01,0.01,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_286,0,hybrid,ranging,rate_vs_rmse,resource_division,4000000000.0,0.01,True,0.01,0.001,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_288,0,hybrid,ranging,rate_vs_rmse,resource_division,50000000.0,0.43,True,0.1,0.1,0.1,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_291,0,hybrid,localization_2d|_localization_3d,rate_vs_range_resolution,joint_waveform,109400000.0,0.1,True,0.1,0.01,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_300,0,hybrid,ranging,rate_vs_rmse,resource_division,20000000000.0,0.015,True,,0.001,,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_301,0,hybrid,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,68599999999.99999,0.0195,True,0.01,0.01,0.01,25.0,20.0,coherent,True,False,,True,False,False,False,True
O_ISAC_303,0,wireless_vlc,ranging,rate_vs_rmse,resource_division,1000000000.0,0.1,True,0.1,0.01,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_304,0,hybrid,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,10000000.0,0.01875,True,0.01,0.01,0.01,20.0,20.0,coherent,True,False,,True,False,False,False,True
O_ISAC_310,0,hybrid,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,18448000000.0,0.018,True,0.01,0.0581,,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_324,0,hybrid,ranging,rate_vs_rmse,resource_division,700000000.0,0.2,True,0.2,0.1,1e-06,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_327,0,hybrid,localization_2d,rate_vs_rmse,resource_division,1000000000.0,0.1,True,0.01,0.01,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_340,0,hybrid,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,100000000.0,,False,,,,,,coherent,False,False,,False,False,False,False,False
O_ISAC_347,0,cabled_fibre,ranging|_localization_2d,"['rate_vs_rmse', 'rate_vs_range_resolution']",resource_division,8000000000.0,,False,,,,,17.0,coherent,False,False,,False,False,False,False,False
O_ISAC_348,0,hybrid,vibration,rate_vs_rmse,resource_division,56000000000.0,4.0,True,4.0,0.1,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_349,0,hybrid,ranging,rate_vs_rmse,resource_division,6000000000.0,0.013,True,0.01,0.01,1e-10,30.0,20.0,coherent,True,False,,True,False,False,False,True
O_ISAC_350,0,hybrid,motion_detection,,,25000000.0,0.01,True,,,,,,direct,True,True,2500000000.0,False,False,False,False,False
O_ISAC_351,0,hybrid,ranging,rate vs range resolution,joint waveform,20000000.0,0.01,True,0.01,0.01,0.01,20.0,10.0,Direct detection,True,False,,True,True,False,False,True
O_ISAC_354,0,wireless_vlc,ranging,rate_vs_rmse,joint_waveform,24000000.0,0.01,True,0.01,0.01,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_356,0,wireless_fso,ranging|_localization_2d,rate_vs_rmse,joint_waveform,120000000000.0,0.0025,True,,,,,,coherent,True,True,48000000000000.0,False,False,False,False,False
O_ISAC_360,0,cabled_fibre,localization_2d|_target_detection,['rate_vs_rmse'],resource_division,40000000.0,,False,,,,,,direct,False,False,,False,False,False,False,False
O_ISAC_360,1,cabled_fibre,target_detection,['rate_vs_rmse'],resource_division,,,False,,,,,,direct,False,False,,False,False,False,False,False
O_ISAC_368,0,hybrid,ranging|_localization_2d,rate_vs_rmse,resource_division,10000000000.0,10.0,True,10.0,1.0,1.0,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_371,0,wireless_vlc,localization_2d,rate_vs_rmse,resource_division,125000000.0,,False,,,,,,direct,False,False,,False,False,False,False,False
O_ISAC_377,0,hybrid,ranging,rate_vs_rmse,resource_division,11500000000.0,0.104,True,0.1,0.02,0.01,20.0,10.0,coherent,True,False,,True,False,False,False,True
O_ISAC_379,0,hybrid,ranging,rate_vs_rmse,resource_division,41480000000.0,0.0153,True,0.01,0.01,0.01,25.0,20.0,coherent,True,False,,True,False,False,False,True
O_ISAC_381,0,wireless_vlc,ranging,['rate_vs_range'],resource_division,30000.0,0.1,True,0.01,0.01,0.0,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_386,0,wireless_vlc,localization_2d,['rate_vs_rmse'],joint_waveform,1000000.0,0.1,True,0.01,0.01,0.01,20.0,10.0,direct,True,False,,True,True,False,False,True
O_ISAC_388,0,wireless_vlc,ranging,rate_vs_rmse,resource_division,100000000.0,1.0,True,1.0,0.1,1.0,20.0,10.0,direct,True,False,,True,True,False,False,True
