row_type,section,study_id,axis,record_id,raw_token,normalized_category,record_eligibility,is_recognized,body_membership_included,recognized_categories_for_study_axis,recognized_category_count_for_study_axis,eligible_raw_token_count_for_study_axis,fallback_body_id,fallback_body_included_for_study_axis,decision_reason
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-004,wavelength,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-005,laser_power,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-006,AWG_bandwidth,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-007,sampling_rate,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-008,repetition_period,other_sensing_metric,eligible,no,no,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-009,period_equivalent_distance,sensing_task_output_or_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-013,vibration_location,physical_quantity_estimation,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-014,actuated_fiber_length,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-019,launch_power_sweep,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-021,optimal_launch_power,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-026,maximum_Stokes_power,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-027,LFM_bandwidth_sweep,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-029,vibration_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-030,drive_voltage,power_energy_device_response,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-031,spatial_resolution,sensing_resolution,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-032,enhancement_factor,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-033,frequency_response,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-034,peak_to_peak_phase,physical_quantity_estimation,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-035,peak_to_peak_strain,physical_quantity_estimation,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-036,SNR,sensing_signal_quality,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-037,noise_floor,other_sensing_metric,eligible,no,no,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-038,strain_resolution,sensing_resolution,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-039,intrinsic_frequency_response,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-040,tested_vibration_frequencies,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-041,enhancement_factor,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-042,maximum_frequency_response,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-043,enhancement_factor_sweep,system_configuration_or_input_parameter,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-044,subband_bandwidth_change,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-045,sensing_accuracy_loss,classification_inference_accuracy,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-046,sensing_accuracy_change,classification_inference_accuracy,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-047,sensing_accuracy_change,classification_inference_accuracy,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-048,SNR_improvement,sensing_signal_quality,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-049,sensing_accuracy_improvement,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-050,sensor_linearity,other_sensing_metric,eligible,no,no,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-051,sensor_linearity,other_sensing_metric,eligible,no,no,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-052,sensing_SNR_penalty,sensing_signal_quality,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-053,sensing_accuracy_penalty,classification_inference_accuracy,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-055,sensing_SNR_improvement,sensing_signal_quality,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00647,sensing,MET-R05-SCR00647-056,sensing_accuracy_improvement,classification_inference_accuracy,eligible,yes,yes,bandwidth_waveform_configuration|classification_inference_accuracy|error_rate|physical_quantity_estimation|power_energy_device_response|sensing_resolution|sensing_signal_quality|sensing_task_output_or_configuration|system_configuration_or_input_parameter,9,41,S3-sensing_other_sensing_metric,no,recognized_category_included
axis_summary,S3,STC-SINGLETON-SCR-00665,communication,,,other_communication_metric,study_domain_summary,NA,no,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,fallback_suppressed_because_recognized_category_exists_in_study_domain
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-003,laser_linewidth,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-009,RRC_rolloff,other_communication_metric,eligible,no,no,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-010,subcarrier_count,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-011,subcarrier_center_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-012,subcarrier_center_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-013,subcarrier_center_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-014,subcarrier_center_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-015,subcarrier_interval,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-016,symbol_rate,throughput_rate_capacity,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-017,pilot_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-018,pilot_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-019,AWG_sampling_rate,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-020,wavelength,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-021,laser_linewidth,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-022,fiber_distance,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,communication,MET-R05-SCR00665-029,communication_performance,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|error_rate|throughput_rate_capacity,3,16,S3-communication_other_communication_metric,no,recognized_category_included
axis_summary,S3,STC-SINGLETON-SCR-00665,sensing,,,other_sensing_metric,study_domain_summary,NA,no,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,fallback_suppressed_because_recognized_category_exists_in_study_domain
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-001,process_variance,detection_false_alarm,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-002,sample_count,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-003,laser_linewidth,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-004,vibration_phase_amplitude,physical_quantity_estimation,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-005,vibration_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-006,envelope_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-007,event_onset_time,physical_quantity_estimation,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-008,event_end_time,physical_quantity_estimation,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-017,pilot_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-018,pilot_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-019,AWG_sampling_rate,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-020,wavelength,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-021,laser_linewidth,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-022,fiber_distance,error_rate,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-023,sampling_rate,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-024,vibration_frequency_range,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-025,BPF_passband,other_sensing_metric,eligible,no,no,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,unmatched_token_audit_only_because_recognized_category_exists
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-026,SSNR_improvement,sensing_signal_quality,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-027,FMCW_frequency_range,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00665,sensing,MET-R05-SCR00665-028,repeat_frequency,bandwidth_waveform_configuration,eligible,yes,yes,bandwidth_waveform_configuration|detection_false_alarm|error_rate|physical_quantity_estimation|sensing_signal_quality,5,20,S3-sensing_other_sensing_metric,no,recognized_category_included
axis_summary,S3,STC-SINGLETON-SCR-00679,communication,,,other_communication_metric,study_domain_summary,NA,no,channel_loss_gain|communication_signal_quality|error_rate|power_energy_device_response,4,12,S3-communication_other_communication_metric,no,fallback_suppressed_because_recognized_category_exists_in_study_domain
raw_token,S3,STC-SINGLETON-SCR-00679,communication,MET-R05-SCR00679-001,transmission_distance,error_rate,eligible,yes,yes,channel_loss_gain|communication_signal_quality|error_rate|power_energy_device_response,4,12,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00679,communication,MET-R05-SCR00679-002,link_loss,channel_loss_gain,eligible,yes,yes,channel_loss_gain|communication_signal_quality|error_rate|power_energy_device_response,4,12,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00679,communication,MET-R05-SCR00679-003,link_loss,channel_loss_gain,eligible,yes,yes,channel_loss_gain|communication_signal_quality|error_rate|power_energy_device_response,4,12,S3-communication_other_communication_metric,no,recognized_category_included
raw_token,S3,STC-SINGLETON-SCR-00679,communication,MET-R05-SCR00679-007,SNR,communication_signal_quality,eligible,yes,yes,channel_loss_gain|communication_signal_quality|error_rate|power_energy_device_response,4,12,S3-communication_other_communication_metric,no,recognized_category_included
